Date,Team,Conference,Location,Opponent,Result,Points,OppponentPoints,PassCompletions,PassAttempts,PassYards,PassTDs,RushAttempts,RushYards,RushTDs,FirstDownPass,FirstDownRush,Penalties,PenaltyYards,Fumbles,Interceptions
2015-10-17,Florida State,ACC,H,Louisville,W,41,21,27,39,377,3,32,133,2,13,7,10,75,0,0
2015-10-24,Florida State,ACC,A,Georgia Tech,L,16,22,20,31,210,0,24,70,1,11,4,6,45,0,1
2015-10-31,Florida State,ACC,H,Syracuse,W,45,21,25,38,354,3,34,221,3,11,12,9,77,0,0
2015-11-07,Florida State,ACC,A,Clemson,L,13,23,16,29,164,0,30,197,1,6,7,9,65,1,1
2015-11-14,Florida State,ACC,H,North Carolina State,W,34,17,23,37,283,2,38,196,2,15,11,6,38,2,3
2015-11-28,Florida State,ACC,A,Florida,W,27,2,14,28,160,1,30,144,2,5,9,7,52,0,0
2015-12-31,Florida State,ACC,N,Houston,L,24,38,23,48,397,2,23,16,1,16,1,6,66,1,4
2015-09-12,Iowa State,Big 12,H,Iowa,L,17,31,19,35,247,2,27,63,0,8,5,4,45,0,1
2015-09-19,Iowa State,Big 12,A,Toledo,L,23,30,26,43,274,1,49,207,1,13,13,14,113,1,0
2015-10-03,Iowa State,Big 12,H,Kansas,W,38,13,27,37,269,2,37,243,3,12,11,2,10,0,2
2015-10-10,Iowa State,Big 12,A,Texas Tech,L,31,66,15,30,180,1,45,315,3,6,13,4,45,0,3
2015-10-17,Iowa State,Big 12,H,Texas Christian,L,21,45,24,38,346,1,38,115,2,12,8,8,55,2,0
2015-10-24,Iowa State,Big 12,A,Baylor,L,27,45,15,29,156,3,55,232,1,7,15,4,30,2,2
2015-10-31,Iowa State,Big 12,H,Texas,W,24,0,19,38,188,1,54,238,2,12,13,4,45,0,0
2015-11-07,Iowa State,Big 12,A,Oklahoma,L,16,52,26,51,260,1,38,114,0,11,11,5,23,0,1
2015-11-14,Iowa State,Big 12,H,Oklahoma State,L,31,35,11,22,162,1,38,249,3,6,12,3,30,0,1
2015-11-21,Iowa State,Big 12,A,Kansas State,L,35,38,15,20,210,3,44,238,2,11,10,2,15,4,0
2015-11-28,Iowa State,Big 12,A,West Virginia,L,6,30,19,39,191,0,41,93,0,10,6,4,30,1,2
2015-09-12,Cincinnati,American,H,Temple,L,26,34,30,52,427,2,31,130,1,21,8,5,51,1,4
2015-09-19,Cincinnati,American,A,Miami (OH),W,37,33,22,40,263,1,54,282,3,15,15,7,55,2,2
2015-09-24,Cincinnati,American,A,Memphis,L,46,53,38,64,620,4,36,132,1,27,8,11,101,0,3
2015-10-01,Cincinnati,American,H,Miami (FL),W,34,23,22,33,279,2,34,167,2,13,9,7,75,0,1
2015-10-16,Cincinnati,American,A,Brigham Young,L,24,38,16,31,220,1,46,121,2,13,6,9,65,0,0
2015-10-24,Cincinnati,American,H,Connecticut,W,37,13,26,35,327,2,49,285,2,14,14,10,105,1,0
2015-10-31,Cincinnati,American,H,UCF,W,52,7,27,32,489,6,42,237,1,17,11,7,62,0,1
2015-11-07,Cincinnati,American,A,Houston,L,30,33,28,51,523,4,18,66,0,20,3,11,85,1,2
2015-11-14,Cincinnati,American,H,Tulsa,W,49,38,29,42,386,2,41,266,5,21,11,10,68,2,1
2015-11-20,Cincinnati,American,A,South Florida,L,27,65,28,51,333,1,35,97,2,14,10,4,42,2,4
2015-11-28,Cincinnati,American,A,East Carolina,W,19,16,30,47,270,1,43,157,1,16,12,5,50,0,1
2015-12-24,Cincinnati,American,N,San Diego State,L,7,42,19,31,202,0,32,77,1,9,5,10,110,0,3
2015-09-05,Arizona State,Pac-12,N,Texas A&M,L,17,38,25,41,199,1,41,92,1,7,9,6,45,2,0
2015-09-18,Arizona State,Pac-12,H,New Mexico,W,34,10,22,37,317,3,30,132,1,10,9,3,25,1,0
2015-09-26,Arizona State,Pac-12,H,USC,L,14,42,23,44,272,0,35,182,2,15,8,2,25,3,1
2015-10-03,Arizona State,Pac-12,A,UCLA,W,38,23,27,44,273,2,46,192,2,14,10,4,39,0,1
2015-10-10,Arizona State,Pac-12,H,Colorado,W,48,23,20,31,260,5,40,231,1,10,8,3,19,0,1
2015-10-17,Arizona State,Pac-12,A,Utah,L,18,34,20,42,242,0,28,15,0,10,2,6,46,1,1
2015-10-29,Arizona State,Pac-12,H,Oregon,L,55,61,32,53,398,5,55,344,2,19,16,9,70,0,2
2015-11-07,Arizona State,Pac-12,A,Washington State,L,24,38,28,45,256,0,42,202,3,13,11,3,25,1,1
2015-11-14,Arizona State,Pac-12,H,Washington,W,27,17,22,34,253,1,43,144,2,12,6,3,39,0,0
2015-11-21,Arizona State,Pac-12,H,Arizona,W,52,37,21,32,315,2,48,250,3,11,10,5,50,1,1
2015-11-28,Arizona State,Pac-12,A,California,L,46,48,27,43,395,4,52,191,0,17,10,7,45,0,0
2016-01-02,Arizona State,Pac-12,N,West Virginia,L,42,43,29,52,418,4,32,102,0,17,5,6,45,0,0
2015-09-12,Syracuse,ACC,H,Wake Forest,W,30,17,8,14,221,2,37,149,0,5,9,4,30,0,0
2015-09-19,Syracuse,ACC,H,Central Michigan,W,30,27,11,17,161,2,30,165,2,6,5,6,60,0,1
2015-09-26,Syracuse,ACC,H,LSU,L,24,34,16,38,154,3,31,127,0,8,8,4,36,0,1
2015-10-10,Syracuse,ACC,A,South Florida,L,24,45,21,34,232,2,33,73,1,12,7,6,64,2,1
2015-10-17,Syracuse,ACC,A,Virginia,L,38,44,16,22,150,2,43,184,2,8,10,4,32,2,0
2015-10-24,Syracuse,ACC,H,Pitt,L,20,23,22,31,217,2,23,136,0,10,5,4,39,0,2
2015-10-31,Syracuse,ACC,A,Florida State,L,21,45,12,25,130,0,42,173,2,3,11,5,45,1,0
2015-11-07,Syracuse,ACC,A,Louisville,L,17,41,19,37,184,1,36,102,1,6,5,4,20,1,2
2015-11-14,Syracuse,ACC,H,Clemson,L,27,37,8,21,80,0,34,242,3,4,10,9,83,1,0
2015-11-21,Syracuse,ACC,A,North Carolina State,L,29,42,10,21,152,2,32,140,1,6,5,9,77,1,1
2015-11-28,Syracuse,ACC,H,Boston College,W,20,17,12,27,88,1,45,155,1,5,8,6,55,1,0
2015-09-05,Penn State,Big Ten,A,Temple,L,10,27,11,25,103,0,27,77,1,4,4,6,39,0,1
2015-09-12,Penn State,Big Ten,H,Buffalo,W,27,14,14,27,128,1,39,200,2,5,9,7,65,0,0
2015-09-19,Penn State,Big Ten,H,Rutgers,W,28,3,10,19,141,0,41,330,4,4,13,8,80,0,1
2015-09-26,Penn State,Big Ten,H,San Diego State,W,37,21,22,36,328,3,34,72,0,14,2,5,37,1,0
2015-10-03,Penn State,Big Ten,H,Army,W,20,14,10,19,156,1,34,108,1,5,7,3,20,0,0
2015-10-10,Penn State,Big Ten,H,Indiana,W,29,7,22,40,266,2,32,154,2,14,5,3,30,1,0
2015-10-17,Penn State,Big Ten,A,Ohio State,L,10,38,7,13,120,1,40,195,0,2,8,3,22,1,0
2015-10-24,Penn State,Big Ten,N,Maryland,W,31,30,13,30,315,3,31,48,1,11,4,6,39,3,0
2015-10-31,Penn State,Big Ten,H,Illinois,W,39,0,22,33,280,3,37,120,2,12,9,3,25,2,0
2015-11-07,Penn State,Big Ten,A,Northwestern,L,21,23,22,41,237,1,30,125,2,8,6,9,70,1,1
2015-11-21,Penn State,Big Ten,H,Michigan,L,16,28,13,32,137,1,22,70,0,4,4,3,30,1,0
2015-11-28,Penn State,Big Ten,A,Michigan State,L,16,55,27,47,296,2,25,122,0,10,9,6,45,2,2
2016-01-02,Penn State,Big Ten,N,Georgia,L,17,24,22,42,281,2,32,120,0,12,3,6,39,0,1
2015-09-12,California,Pac-12,H,San Diego State,W,35,7,17,25,321,3,36,164,2,10,10,5,50,0,1
2015-09-19,California,Pac-12,A,Texas,W,45,44,27,37,268,3,41,280,3,12,11,6,50,2,0
2015-09-26,California,Pac-12,A,Washington,W,30,24,24,41,342,2,51,139,1,15,11,6,35,1,1
2015-10-03,California,Pac-12,H,Washington State,W,34,28,33,45,390,4,30,79,0,19,6,4,15,1,1
2015-10-10,California,Pac-12,A,Utah,L,24,30,25,47,340,2,28,127,1,15,8,4,43,1,5
2015-10-22,California,Pac-12,A,UCLA,L,24,40,32,53,295,3,35,131,0,16,8,5,37,0,0
2015-10-31,California,Pac-12,H,USC,L,21,27,23,31,272,2,30,117,1,14,6,3,26,1,2
2015-11-07,California,Pac-12,A,Oregon,L,28,44,18,42,329,2,24,103,1,11,6,6,64,0,1
2015-11-14,California,Pac-12,H,Oregon State,W,54,24,26,37,453,6,46,307,1,17,16,9,85,0,1
2015-11-21,California,Pac-12,A,Stanford,L,22,35,38,55,397,2,23,98,0,15,7,8,63,0,0
2015-11-28,California,Pac-12,H,Arizona State,W,48,46,30,51,542,5,22,138,1,19,8,3,35,1,0
2015-12-29,California,Pac-12,N,Air Force,W,55,36,25,37,467,6,34,119,1,16,9,5,29,1,0
2015-09-05,Stanford,Pac-12,A,Northwestern,L,6,16,20,35,155,0,27,85,0,8,6,5,25,1,1
2015-09-12,Stanford,Pac-12,H,UCF,W,31,7,18,30,361,3,41,130,1,13,7,12,137,0,0
2015-09-19,Stanford,Pac-12,A,USC,W,41,31,18,24,279,2,49,195,3,14,10,5,40,0,0
2015-09-25,Stanford,Pac-12,A,Oregon State,W,42,24,9,14,163,2,48,325,4,7,13,4,25,1,1
2015-10-03,Stanford,Pac-12,H,Arizona,W,55,17,21,23,256,3,46,314,4,10,17,3,20,0,0
2015-10-15,Stanford,Pac-12,H,UCLA,W,56,35,8,16,131,3,48,310,4,5,13,5,40,0,1
2015-10-24,Stanford,Pac-12,H,Washington,W,31,14,17,24,290,2,48,188,2,14,9,6,53,0,1
2015-10-31,Stanford,Pac-12,A,Washington State,W,30,28,10,19,86,0,40,226,3,5,9,4,35,1,1
2015-11-07,Stanford,Pac-12,A,Colorado,W,42,10,18,27,197,3,48,275,3,9,14,7,55,0,1
2015-11-14,Stanford,Pac-12,H,Oregon,L,36,38,28,39,304,2,47,202,2,18,12,7,55,2,1
2015-11-21,Stanford,Pac-12,H,California,W,35,22,7,12,96,1,40,260,3,2,14,2,30,0,0
2015-11-28,Stanford,Pac-12,H,Notre Dame,W,38,36,17,21,269,4,43,153,1,10,8,1,5,0,0
2015-12-05,Stanford,Pac-12,N,USC,W,41,22,10,13,155,2,51,262,2,6,13,7,58,0,0
2016-01-01,Stanford,Pac-12,N,Iowa,W,45,16,12,21,223,3,34,206,1,8,10,10,70,0,1
2015-09-12,Washington State,Pac-12,A,Rutgers,W,37,34,47,66,478,4,16,81,0,21,6,5,50,0,0
2015-09-19,Washington State,Pac-12,H,Wyoming,W,31,14,37,45,303,2,20,75,2,14,4,5,43,0,1
2015-10-03,Washington State,Pac-12,A,California,L,28,34,35,49,389,2,25,14,2,16,4,2,13,3,1
2015-10-10,Washington State,Pac-12,A,Oregon,W,45,38,50,75,505,5,30,136,1,22,8,7,45,2,0
2015-10-17,Washington State,Pac-12,H,Oregon State,W,52,31,40,52,409,6,22,111,0,22,10,6,60,1,2
2015-10-24,Washington State,Pac-12,A,Arizona,W,45,42,47,62,514,5,31,117,1,23,9,9,51,0,0
2015-10-31,Washington State,Pac-12,H,Stanford,L,28,30,35,63,354,2,23,88,0,19,5,4,30,0,2
2015-11-07,Washington State,Pac-12,H,Arizona State,W,38,24,36,55,497,5,17,15,0,18,3,2,20,0,1
2015-11-14,Washington State,Pac-12,A,UCLA,W,31,27,40,58,388,3,22,38,1,18,5,9,45,0,1
2015-11-21,Washington State,Pac-12,H,Colorado,W,27,3,40,57,332,2,21,149,1,21,7,6,40,0,1
2015-11-27,Washington State,Pac-12,A,Washington,L,10,45,36,58,288,1,12,31,0,16,1,4,28,5,2
2015-12-26,Washington State,Pac-12,N,Miami (FL),W,20,14,29,53,295,2,25,87,0,12,7,5,63,1,0
2015-09-05,Illinois,Big Ten,H,Kent State,W,52,3,14,29,208,5,36,134,2,9,7,8,80,0,1
2015-09-19,Illinois,Big Ten,A,North Carolina,L,14,48,19,38,172,0,45,227,2,10,10,8,75,0,1
2015-09-26,Illinois,Big Ten,H,Middle Tennessee State,W,27,25,29,49,238,1,39,140,1,11,11,6,55,0,0
2015-10-03,Illinois,Big Ten,H,Nebraska,W,14,13,23,45,251,2,32,131,0,11,4,3,35,0,0
2015-10-10,Illinois,Big Ten,A,Iowa,L,20,29,25,43,317,1,24,46,1,14,2,5,45,1,1
2015-10-24,Illinois,Big Ten,H,Wisconsin,L,13,24,22,43,278,0,13,55,1,13,1,7,50,1,1
2015-10-31,Illinois,Big Ten,A,Penn State,L,0,39,17,44,130,0,27,37,0,8,4,8,60,0,1
2015-11-07,Illinois,Big Ten,A,Purdue,W,48,14,21,38,213,3,41,382,3,10,17,8,69,0,0
2015-11-14,Illinois,Big Ten,H,Ohio State,L,3,28,23,47,241,0,25,20,0,10,4,2,10,2,0
2015-11-21,Illinois,Big Ten,A,Minnesota,L,23,32,34,48,279,2,35,154,0,15,11,3,30,2,1
2015-11-28,Illinois,Big Ten,N,Northwestern,L,14,24,20,41,241,0,31,78,1,11,5,5,55,0,1
2015-09-05,Georgia,SEC,H,Louisiana-Monroe,W,51,14,10,14,192,3,38,243,4,8,11,4,30,0,0
2015-09-12,Georgia,SEC,A,Vanderbilt,W,31,14,13,25,141,0,41,282,2,9,9,10,92,0,0
2015-09-19,Georgia,SEC,H,South Carolina,W,52,20,24,25,330,3,38,246,4,17,12,7,74,1,0
2015-10-03,Georgia,SEC,H,Alabama,L,10,38,11,31,106,0,38,193,1,4,7,8,82,1,3
2015-10-10,Georgia,SEC,A,Tennessee,L,31,38,15,33,279,2,29,165,0,11,4,7,51,1,0
2015-10-17,Georgia,SEC,H,Missouri,W,9,6,23,32,178,0,45,120,0,9,9,3,30,0,1
2015-10-31,Georgia,SEC,N,Florida,L,3,27,15,34,154,0,22,69,0,8,3,3,20,1,4
2015-11-07,Georgia,SEC,H,Kentucky,W,27,3,10,19,90,1,52,300,2,6,15,6,60,2,0
2015-11-14,Georgia,SEC,A,Auburn,W,20,13,12,17,97,0,45,146,1,6,8,5,48,0,0
2015-11-21,Georgia,SEC,H,Georgia Southern,W,23,17,16,25,183,1,28,106,2,8,8,2,15,2,0
2015-11-28,Georgia,SEC,A,Georgia Tech,W,13,7,18,25,224,0,34,178,1,8,7,5,35,0,0
2016-01-02,Georgia,SEC,N,Penn State,W,24,17,12,23,161,2,41,166,1,7,9,5,45,0,0
2015-09-12,Maryland,Big Ten,H,Bowling Green State,L,27,48,16,33,185,2,26,156,0,8,7,6,57,1,3
2015-09-19,Maryland,Big Ten,H,South Florida,W,35,17,21,34,297,4,34,114,1,12,4,12,120,0,3
2015-09-26,Maryland,Big Ten,A,West Virginia,L,6,45,14,36,153,1,29,173,0,7,4,10,100,1,5
2015-10-03,Maryland,Big Ten,H,Michigan,L,0,28,10,36,76,0,26,29,0,5,1,5,66,0,3
2015-10-10,Maryland,Big Ten,A,Ohio State,L,28,49,10,27,133,1,42,253,3,6,13,9,63,0,2
2015-10-24,Maryland,Big Ten,N,Penn State,L,30,31,19,28,225,1,48,241,2,9,11,6,55,2,3
2015-10-31,Maryland,Big Ten,A,Iowa,L,15,31,11,23,74,1,34,167,0,3,10,8,72,1,3
2015-11-07,Maryland,Big Ten,H,Wisconsin,L,24,31,13,34,204,2,32,112,1,9,6,11,79,0,2
2015-11-14,Maryland,Big Ten,A,Michigan State,L,7,24,17,36,182,0,37,107,1,8,7,1,8,2,3
2015-11-21,Maryland,Big Ten,H,Indiana,L,28,47,21,41,170,1,46,314,3,11,11,8,52,0,0
2015-11-28,Maryland,Big Ten,A,Rutgers,W,46,41,19,38,255,0,42,401,6,12,13,3,31,0,1
2015-09-03,Idaho,Sun Belt,H,Ohio,L,28,45,36,48,297,1,28,100,2,18,4,3,31,1,2
2015-09-12,Idaho,Sun Belt,A,USC,L,9,59,28,45,240,1,32,71,0,12,6,2,23,0,0
2015-09-26,Idaho,Sun Belt,H,Georgia Southern,L,20,44,20,36,284,2,34,111,0,10,8,2,15,0,2
2015-10-03,Idaho,Sun Belt,A,Arkansas State,L,35,49,24,42,166,0,29,172,4,6,6,11,105,0,3
2015-10-17,Idaho,Sun Belt,A,Troy,W,19,16,20,37,207,0,37,123,1,11,6,6,59,0,0
2015-10-24,Idaho,Sun Belt,H,Louisiana-Monroe,W,27,13,23,39,315,3,52,174,0,15,12,5,65,2,1
2015-10-31,Idaho,Sun Belt,A,New Mexico State,L,48,55,25,42,307,2,50,262,3,14,14,4,30,0,2
2015-11-07,Idaho,Sun Belt,A,South Alabama,L,45,52,26,39,317,2,45,177,4,15,9,3,24,2,1
2015-11-14,Idaho,Sun Belt,H,Appalachian State,L,20,47,20,32,243,2,28,56,0,11,5,5,44,0,0
2015-11-21,Idaho,Sun Belt,A,Auburn,L,34,56,29,48,356,1,37,123,3,11,10,4,38,1,2
2015-11-28,Idaho,Sun Belt,H,Texas State,W,38,31,21,31,309,2,43,199,3,12,10,3,15,2,0
2015-09-04,Georgia State,Sun Belt,H,Charlotte,L,20,23,25,43,299,2,26,93,0,9,6,10,79,2,1
2015-09-12,Georgia State,Sun Belt,A,New Mexico State,W,34,32,32,43,372,2,46,210,2,17,11,9,75,2,1
2015-09-19,Georgia State,Sun Belt,A,Oregon,L,28,61,25,40,318,3,36,113,1,11,8,4,23,2,2
2015-10-10,Georgia State,Sun Belt,H,Appalachian State,L,3,37,21,39,166,0,21,59,0,8,5,7,60,1,1
2015-10-17,Georgia State,Sun Belt,A,Ball State,W,31,19,28,39,412,1,32,33,3,16,3,7,65,1,0
2015-10-31,Georgia State,Sun Belt,A,Arkansas State,L,34,48,23,43,390,2,32,101,1,13,5,10,73,1,1
2015-11-07,Georgia State,Sun Belt,H,Louisiana,L,21,23,23,39,312,3,29,78,0,13,3,4,50,0,1
2015-11-14,Georgia State,Sun Belt,A,Texas State,W,41,19,23,35,471,4,37,172,1,18,8,5,35,0,2
2015-11-21,Georgia State,Sun Belt,H,South Alabama,W,24,10,27,44,311,1,34,73,2,17,3,10,112,0,0
2015-11-27,Georgia State,Sun Belt,H,Troy,W,31,21,29,41,368,2,43,151,2,14,7,7,56,2,0
2015-12-05,Georgia State,Sun Belt,A,Georgia Southern,W,34,7,20,32,346,3,37,143,2,14,8,8,103,0,1
2015-12-19,Georgia State,Sun Belt,N,San Jose State,L,16,27,14,29,208,2,20,23,0,9,1,6,73,0,1
2015-09-05,Oklahoma,Big 12,H,Akron,W,41,3,28,42,439,3,33,100,2,18,5,9,90,1,1
2015-09-12,Oklahoma,Big 12,A,Tennessee,W,31,24,19,39,187,3,48,161,1,7,9,9,67,0,2
2015-09-19,Oklahoma,Big 12,H,Tulsa,W,52,38,32,38,487,4,47,286,3,22,14,8,85,2,0
2015-10-03,Oklahoma,Big 12,H,West Virginia,W,44,24,14,25,320,3,33,107,1,11,3,12,134,1,1
2015-10-10,Oklahoma,Big 12,N,Texas,L,17,24,20,28,211,1,37,67,1,12,6,5,45,1,0
2015-10-17,Oklahoma,Big 12,A,Kansas State,W,55,0,25,32,336,5,52,232,1,18,12,3,24,0,0
2015-10-24,Oklahoma,Big 12,H,Texas Tech,W,63,27,15,22,212,2,57,405,7,9,24,3,34,1,1
2015-10-31,Oklahoma,Big 12,A,Kansas,W,62,7,33,41,445,5,41,265,3,19,11,4,40,2,0
2015-11-07,Oklahoma,Big 12,H,Iowa State,W,52,16,25,33,405,4,39,279,3,14,13,2,10,1,0
2015-11-14,Oklahoma,Big 12,A,Baylor,W,44,34,24,34,270,3,53,241,3,13,12,8,83,0,1
2015-11-21,Oklahoma,Big 12,H,Texas Christian,W,30,29,14,37,203,2,59,333,1,10,17,8,90,0,1
2015-11-28,Oklahoma,Big 12,A,Oklahoma State,W,58,23,17,25,180,2,42,344,5,11,11,4,33,0,0
2015-12-31,Oklahoma,Big 12,N,Clemson,L,17,37,26,43,311,1,33,67,1,16,6,5,65,0,2
2015-09-05,Louisville,ACC,N,Auburn,L,24,31,17,33,167,0,48,238,3,9,17,5,35,1,1
2015-09-12,Louisville,ACC,H,Houston,L,31,34,27,45,325,2,26,70,2,15,7,9,80,2,2
2015-09-17,Louisville,ACC,H,Clemson,L,17,20,20,35,253,0,28,19,1,10,3,2,15,0,2
2015-10-03,Louisville,ACC,A,North Carolina State,W,20,13,10,27,103,1,45,203,1,7,10,6,50,0,0
2015-10-17,Louisville,ACC,A,Florida State,L,21,41,20,35,307,3,30,99,0,13,6,9,84,1,1
2015-10-24,Louisville,ACC,H,Boston College,W,17,14,15,26,230,0,48,135,1,10,8,8,49,2,2
2015-10-30,Louisville,ACC,A,Wake Forest,W,20,19,23,32,249,2,42,68,0,12,3,10,89,1,0
2015-11-07,Louisville,ACC,H,Syracuse,W,41,17,24,36,362,3,31,217,1,12,11,9,84,3,1
2015-11-14,Louisville,ACC,H,Virginia,W,38,31,11,22,159,2,37,266,3,9,11,5,53,2,0
2015-11-21,Louisville,ACC,A,Pitt,L,34,45,20,38,355,3,24,-1,1,13,2,8,50,0,1
2015-11-28,Louisville,ACC,A,Kentucky,W,38,24,10,26,175,1,40,314,4,6,13,7,46,0,3
2015-12-30,Louisville,ACC,N,Texas A&M,W,27,21,12,26,227,2,46,307,2,7,12,10,90,0,0
2015-09-05,Arkansas,SEC,H,UTEP,W,48,13,14,20,308,4,34,182,2,11,7,6,68,0,0
2015-09-12,Arkansas,SEC,N,Toledo,L,12,16,32,53,412,0,31,103,1,20,9,9,85,0,1
2015-09-19,Arkansas,SEC,H,Texas Tech,L,24,35,16,21,196,2,43,228,1,10,12,5,43,1,1
2015-09-26,Arkansas,SEC,N,Texas A&M,L,21,28,20,25,225,1,42,232,2,11,13,11,93,1,1
2015-10-03,Arkansas,SEC,A,Tennessee,W,24,20,11,24,219,1,49,288,2,10,12,3,20,0,0
2015-10-10,Arkansas,SEC,A,Alabama,L,14,27,15,32,176,2,25,44,0,8,1,7,44,0,1
2015-10-24,Arkansas,SEC,H,Auburn,W,54,46,20,32,244,3,49,213,4,14,14,3,25,0,1
2015-11-07,Arkansas,SEC,A,Ole Miss,W,53,52,33,45,442,6,39,163,1,24,9,2,20,0,0
2015-11-14,Arkansas,SEC,A,LSU,W,31,14,9,16,141,1,40,299,3,7,10,2,20,1,1
2015-11-21,Arkansas,SEC,H,Mississippi State,L,50,51,30,43,406,7,29,73,0,21,2,1,9,0,0
2015-11-27,Arkansas,SEC,H,Missouri,W,28,3,11,17,102,0,52,208,4,6,12,1,5,0,1
2016-01-02,Arkansas,SEC,N,Kansas State,W,45,23,20,26,315,1,42,254,5,14,16,2,20,0,1
2015-09-04,Washington,Pac-12,A,Boise State,L,13,16,20,35,150,0,22,29,0,8,1,5,32,0,1
2015-09-19,Washington,Pac-12,H,Utah State,W,31,17,22,31,368,3,35,74,1,17,3,3,38,2,1
2015-09-26,Washington,Pac-12,H,California,L,24,30,17,28,152,0,27,107,2,9,6,5,53,3,2
2015-10-08,Washington,Pac-12,A,USC,W,17,12,17,33,164,1,36,135,1,7,9,7,60,0,1
2015-10-17,Washington,Pac-12,H,Oregon,L,20,26,20,32,205,1,30,180,1,8,7,8,64,0,1
2015-10-24,Washington,Pac-12,A,Stanford,L,14,31,9,21,118,0,24,113,2,5,6,3,30,0,0
2015-10-31,Washington,Pac-12,H,Arizona,W,49,3,17,25,267,4,36,201,3,14,8,4,49,0,0
2015-11-07,Washington,Pac-12,H,Utah,L,23,34,23,39,257,1,39,124,1,12,7,6,65,3,1
2015-11-14,Washington,Pac-12,A,Arizona State,L,17,27,28,52,405,1,34,142,1,19,8,7,60,1,3
2015-11-21,Washington,Pac-12,A,Oregon State,W,52,7,18,21,211,4,59,271,2,12,16,5,40,0,0
2015-11-27,Washington,Pac-12,H,Washington State,W,45,10,14,20,203,0,55,240,3,7,14,10,80,0,1
2015-12-26,Washington,Pac-12,N,Southern Mississippi,W,44,31,23,34,284,0,44,296,5,12,13,5,50,1,0
2015-09-05,Southern Mississippi,CUSA,H,Mississippi State,L,16,34,30,44,311,1,36,102,0,15,4,7,59,0,2
2015-09-19,Southern Mississippi,CUSA,A,Texas State,W,56,50,19,27,333,4,46,280,4,14,6,15,130,1,0
2015-09-26,Southern Mississippi,CUSA,A,Nebraska,L,28,36,26,42,447,2,23,11,2,15,1,9,80,1,0
2015-10-03,Southern Mississippi,CUSA,H,North Texas,W,49,14,27,36,325,4,33,248,3,11,11,8,87,0,0
2015-10-09,Southern Mississippi,CUSA,A,Marshall,L,10,31,29,58,314,1,35,125,0,13,8,8,55,4,1
2015-10-17,Southern Mississippi,CUSA,H,UTSA,W,32,10,23,31,343,2,44,213,1,11,9,8,85,1,3
2015-10-24,Southern Mississippi,CUSA,A,Charlotte,W,44,10,25,40,268,4,38,212,1,10,10,7,63,2,0
2015-10-31,Southern Mississippi,CUSA,H,UTEP,W,34,13,23,33,277,4,36,246,1,14,7,4,41,1,0
2015-11-14,Southern Mississippi,CUSA,A,Rice,W,65,10,28,37,501,7,35,181,2,18,7,6,59,1,0
2015-11-21,Southern Mississippi,CUSA,H,Old Dominion,W,56,31,21,37,302,2,48,310,6,15,15,4,40,1,1
2015-11-28,Southern Mississippi,CUSA,A,Louisiana Tech,W,58,24,24,37,386,3,36,169,4,18,6,6,65,0,1
2015-12-05,Southern Mississippi,CUSA,A,Western Kentucky,L,28,45,15,30,181,1,32,159,2,8,6,5,52,1,3
2015-12-26,Southern Mississippi,CUSA,N,Washington,L,31,44,26,39,353,2,30,22,2,14,5,4,45,0,0
