Date,Team,Conference,Coach,Location,Opponent,OpponentConference,OpponentCoach,Result,Points,OpponentPoints,FieldGoals,FieldGoalAttempts,ThreePointers,ThreePointerAttempts,FreeThrows,FreeThrowAttempts,OffensiveRebounds,TeamRebounds,Assists,Steals,Blocks,Turnovers,PersonalFouls,OpponentFieldGoals,OpponentFieldGoalAttempts,OpponentThreePointers,OpponentThreePointerAttempts,OpponentFreeThrows,OpponentFreeThrowAttempts,OpponentOffensiveRebounds,OpponentTeamRebounds,OpponentAssists,OpponentSteals,OpponentBlocks,OpponentTurnovers,OpponentPersonalFouls
2019-03-20,North Carolina Central,MEAC,LeVelle Moton,N,North Dakota State,Summit,David Richman,L,74,78,24,57,9,21,17,21,12,34,17,0,2,8,20,25,52,9,20,19,24,8,29,12,0,3,6,14
2018-11-06,Rhode Island,A-10,David Cox,H,Bryant,NEC,Jared Grasso,W,97,63,35,72,13,27,14,23,16,50,21,7,8,10,17,23,68,6,34,11,26,13,36,9,3,3,15,19
2018-11-13,Rhode Island,A-10,David Cox,A,College of Charleston,CAA,Earl Grant,L,55,66,22,64,2,20,9,16,13,34,7,4,1,9,22,21,48,3,18,21,27,7,39,10,3,4,12,21
2018-11-16,Rhode Island,A-10,David Cox,H,Harvard,Ivy,Tommy Amaker,W,76,74,27,60,5,18,17,21,9,27,11,11,4,11,19,27,51,8,21,12,15,8,31,18,4,3,20,18
2018-11-24,Rhode Island,A-10,David Cox,H,Stony Brook,AEC,Jeff Boals,L,58,68,22,62,2,24,12,19,15,37,8,7,4,16,20,24,54,4,20,16,19,7,31,8,11,4,16,20
2018-11-28,Rhode Island,A-10,David Cox,H,Brown,Ivy,Mike Martin,W,71,51,26,71,3,23,16,22,20,49,11,12,5,13,15,17,57,5,29,12,18,11,36,11,8,3,19,19
2018-12-01,Rhode Island,A-10,David Cox,A,Providence,Big East,Ed Cooley,L,50,59,17,57,2,18,14,26,7,34,7,6,2,8,25,18,50,5,13,18,30,8,43,11,4,6,14,21
2018-12-08,Rhode Island,A-10,David Cox,A,Holy Cross,Patriot,Bill Carmody,W,79,63,26,53,3,18,24,27,12,38,9,7,6,17,14,23,52,7,19,10,12,2,15,18,9,2,11,18
2018-12-16,Rhode Island,A-10,David Cox,N,West Virginia,Big 12,Bob Huggins,W,83,70,29,62,5,17,20,33,8,33,17,6,2,9,28,18,56,5,25,29,37,8,36,10,1,1,14,28
2018-12-22,Rhode Island,A-10,David Cox,N,Bucknell,Patriot,Nathan Davis,L,82,84,31,70,8,24,12,23,9,31,8,7,3,9,21,28,55,9,20,19,26,4,33,13,3,0,13,17
2018-12-24,Rhode Island,A-10,David Cox,N,Charlotte,CUSA,Ron Sanchez,W,75,61,22,56,8,19,23,27,7,30,12,8,9,16,19,17,44,5,15,22,29,4,25,7,12,4,15,20
2018-12-25,Rhode Island,A-10,David Cox,N,Hawaii,Big West,Eran Ganot,L,60,68,24,60,6,22,6,12,10,33,10,8,3,10,18,25,58,5,23,13,18,9,31,10,3,1,11,13
2018-12-30,Rhode Island,A-10,David Cox,H,Middle Tennessee,CUSA,Nick McDevitt,W,72,60,24,57,8,24,16,19,11,34,16,10,5,14,14,23,60,9,21,5,11,11,31,9,9,5,16,16
2019-01-06,Rhode Island,A-10,David Cox,A,Saint Louis,A-10,Travis Ford,L,53,60,18,52,6,18,11,16,8,35,10,8,3,17,18,21,55,7,21,11,23,10,37,13,9,5,12,14
2019-01-09,Rhode Island,A-10,David Cox,A,Richmond,A-10,Chris Mooney,W,78,67,26,45,8,18,18,28,3,34,14,7,1,13,17,26,57,10,24,5,11,5,22,14,8,0,10,21
2019-01-13,Rhode Island,A-10,David Cox,H,George Mason,A-10,Dave Paulsen,L,67,84,27,65,3,25,10,17,15,31,13,7,6,11,17,30,58,7,17,17,18,7,31,12,4,2,14,16
2019-01-16,Rhode Island,A-10,David Cox,H,St. Bonaventure,A-10,Mark Schmidt,W,75,63,25,46,5,13,20,26,5,28,15,9,2,16,20,21,54,5,18,16,21,10,26,7,7,3,17,22
2019-01-19,Rhode Island,A-10,David Cox,A,La Salle,A-10,Ashley Howard,W,78,67,28,49,3,8,19,34,6,40,11,6,4,18,15,23,65,10,22,11,16,12,33,13,11,3,11,24
2019-01-23,Rhode Island,A-10,David Cox,H,VCU,A-10,Mike Rhoades,W,71,65,25,61,1,9,20,26,13,36,9,6,4,13,20,22,51,2,12,19,25,8,32,7,8,9,18,22
2019-01-27,Rhode Island,A-10,David Cox,A,UMass,A-10,Matt McCall,L,70,77,25,49,7,21,13,16,6,22,18,5,2,16,18,27,51,9,21,14,18,5,20,19,3,4,8,17
2019-01-30,Rhode Island,A-10,David Cox,A,Duquesne,A-10,Keith Dambrot,L,72,75,28,59,7,18,9,19,8,25,18,9,3,10,15,26,61,11,33,12,17,15,36,12,4,6,17,12
2019-02-02,Rhode Island,A-10,David Cox,H,Saint Louis,A-10,Travis Ford,W,65,54,22,52,4,18,17,22,7,31,13,7,8,5,14,23,54,2,8,6,16,12,34,7,2,3,12,18
2019-02-06,Rhode Island,A-10,David Cox,A,Davidson,A-10,Bob McKillop,L,53,68,23,68,3,24,4,12,15,36,8,5,0,4,20,21,43,9,22,17,24,4,36,14,3,6,9,17
2019-02-09,Rhode Island,A-10,David Cox,H,Dayton,A-10,Anthony Grant,L,48,77,16,54,3,19,13,20,12,23,11,4,6,12,13,31,49,6,12,9,12,6,32,17,6,2,10,18
2019-02-16,Rhode Island,A-10,David Cox,H,Fordham,A-10,Jeff Neubauer,L,63,66,18,55,1,12,26,37,14,47,9,7,15,15,14,24,69,8,21,10,13,8,30,13,10,4,13,24
2019-02-19,Rhode Island,A-10,David Cox,A,VCU,A-10,Mike Rhoades,L,42,76,13,43,2,11,14,18,9,30,8,3,2,19,15,31,62,11,27,3,4,7,30,23,10,1,6,19
2019-02-22,Rhode Island,A-10,David Cox,H,Davidson,A-10,Bob McKillop,L,66,75,21,56,7,19,17,23,13,28,10,7,1,16,21,22,36,9,13,22,31,1,23,15,10,1,17,19
2019-02-26,Rhode Island,A-10,David Cox,H,George Washington,A-10,Maurice Joseph,W,80,53,32,59,10,21,6,13,7,26,20,15,2,7,16,20,51,0,11,13,18,11,33,6,1,1,19,11
2019-03-01,Rhode Island,A-10,David Cox,A,Dayton,A-10,Anthony Grant,W,72,70,31,63,7,22,3,7,6,25,15,9,3,11,20,25,47,3,14,17,20,5,33,17,6,3,19,13
2019-03-05,Rhode Island,A-10,David Cox,A,St. Joseph's,A-10,Phil Martelli,W,86,85,29,68,11,26,17,24,6,37,8,4,4,5,17,26,74,11,36,22,25,8,40,16,3,5,7,20
2019-03-09,Rhode Island,A-10,David Cox,H,UMass,A-10,Matt McCall,W,94,75,39,57,3,11,13,20,6,25,19,12,2,10,16,28,56,11,25,8,9,8,26,13,3,4,17,22
2019-03-14,Rhode Island,A-10,David Cox,N,La Salle,A-10,Ashley Howard,W,76,57,25,55,6,16,20,26,8,36,17,4,3,8,10,19,61,7,35,12,13,11,33,14,3,2,12,18
2019-03-15,Rhode Island,A-10,David Cox,N,VCU,A-10,Mike Rhoades,W,75,70,26,60,5,13,18,21,12,34,9,4,4,12,17,23,58,7,20,17,25,13,35,12,6,8,12,18
2019-03-16,Rhode Island,A-10,David Cox,N,St. Bonaventure,A-10,Mark Schmidt,L,51,68,19,54,5,19,8,11,7,25,9,4,2,11,17,21,53,5,15,21,22,11,34,9,4,7,8,13
2018-11-09,UTEP,CUSA,Rodney Terry,A,New Mexico State,WAC,Chris Jans,L,69,96,25,58,8,18,11,19,3,28,6,2,1,13,24,36,73,12,32,12,19,12,41,17,5,1,7,21
2018-11-14,UTEP,CUSA,Rodney Terry,A,Arizona,Pac-12,Sean Miller,L,46,79,16,48,4,13,10,16,6,30,9,4,1,21,26,29,59,4,16,17,29,7,33,12,8,6,6,18
2018-11-24,UTEP,CUSA,Rodney Terry,A,New Mexico,MWC,Paul Weir,L,78,84,28,58,8,19,14,21,11,30,12,7,7,16,26,26,58,11,18,21,28,10,26,16,7,7,14,20
2018-11-28,UTEP,CUSA,Rodney Terry,H,New Mexico State,WAC,Chris Jans,L,58,62,23,48,5,14,7,14,9,31,9,5,1,19,20,22,50,7,23,11,14,7,25,12,4,2,16,22
2018-12-01,UTEP,CUSA,Rodney Terry,H,Northwestern State,Southland,Mike McConathy,W,77,47,27,54,9,21,14,27,8,38,15,6,5,15,19,16,46,3,17,12,22,5,30,4,6,0,22,23
2018-12-04,UTEP,CUSA,Rodney Terry,A,Marquette,Big East,Steve Wojciechowski,L,69,76,25,59,6,20,13,19,7,33,11,8,0,15,22,29,59,4,22,14,21,8,38,16,7,3,13,20
2018-12-16,UTEP,CUSA,Rodney Terry,H,UC-Riverside,Big West,David Patrick,W,68,56,21,47,4,16,22,32,6,29,16,9,0,13,13,19,47,10,22,8,14,5,28,13,4,0,19,23
2018-12-21,UTEP,CUSA,Rodney Terry,H,Norfolk State,MEAC,Robert Jones,L,62,75,17,45,3,19,25,41,12,39,8,2,1,16,21,24,48,11,24,16,25,3,22,11,6,8,14,33
2018-12-22,UTEP,CUSA,Rodney Terry,H,Wyoming,MWC,Allen Edwards,W,76,65,25,53,12,27,14,18,6,27,18,7,3,14,19,19,50,5,14,22,26,5,28,8,8,3,17,19
2019-01-03,UTEP,CUSA,Rodney Terry,A,UTSA,CUSA,Steve Henson,L,60,75,17,50,2,17,24,29,8,37,6,2,4,18,19,29,71,6,21,11,17,10,37,10,7,7,10,24
2019-01-05,UTEP,CUSA,Rodney Terry,H,UTSA,CUSA,Steve Henson,L,63,67,22,56,10,26,9,14,7,39,11,3,3,16,16,25,66,7,22,10,12,10,40,11,8,2,12,13
2019-01-10,UTEP,CUSA,Rodney Terry,H,North Texas,CUSA,Grant McCasland,L,51,58,20,55,6,17,5,7,6,27,11,5,8,15,13,23,56,6,15,6,9,11,40,7,6,4,19,15
2019-01-12,UTEP,CUSA,Rodney Terry,H,Rice,CUSA,Scott Pera,W,65,64,25,56,8,19,7,13,6,33,12,4,3,13,17,22,60,13,31,7,13,12,39,11,6,3,13,19
2019-01-17,UTEP,CUSA,Rodney Terry,A,Alabama-Birmingham,CUSA,Rob Ehsan,L,63,76,20,51,10,25,13,18,8,25,11,4,1,11,15,29,55,7,13,11,14,9,32,13,5,1,9,16
2019-01-19,UTEP,CUSA,Rodney Terry,A,Middle Tennessee,CUSA,Nick McDevitt,L,72,75,26,51,5,18,15,18,7,31,9,4,3,19,26,25,57,8,22,17,30,13,32,18,7,2,12,21
2019-01-24,UTEP,CUSA,Rodney Terry,H,Old Dominion,CUSA,Jeff Jones,L,48,50,15,58,7,23,11,17,14,44,10,6,4,17,11,20,65,6,20,4,8,14,44,10,8,5,16,17
2019-01-26,UTEP,CUSA,Rodney Terry,H,Charlotte,CUSA,Ron Sanchez,W,57,53,16,44,6,24,19,27,6,32,9,3,3,17,19,20,52,6,25,7,13,5,26,9,4,2,14,26
2019-01-31,UTEP,CUSA,Rodney Terry,A,Marshall,CUSA,Dan D'Antoni,L,86,91,32,72,6,22,16,17,14,42,7,7,3,20,16,31,67,11,29,18,21,7,27,13,14,11,12,13
2019-02-02,UTEP,CUSA,Rodney Terry,A,Western Kentucky,CUSA,Rick Stansbury,L,59,76,22,61,6,23,9,11,6,27,10,1,5,10,21,27,57,3,13,19,29,10,37,12,3,3,9,10
2019-02-07,UTEP,CUSA,Rodney Terry,H,Florida Atlantic,CUSA,Dusty May,L,48,61,15,53,5,27,13,18,7,34,6,3,4,15,12,23,58,13,26,2,3,4,34,15,5,2,12,18
2019-02-09,UTEP,CUSA,Rodney Terry,H,Florida International,CUSA,Jeremy Ballard,W,85,75,28,56,8,18,21,28,11,43,12,5,3,24,24,25,65,6,21,19,27,9,26,11,10,2,17,31
2019-02-14,UTEP,CUSA,Rodney Terry,A,Louisiana Tech,CUSA,Eric Konkol,L,57,71,21,64,8,26,7,9,8,35,14,6,1,12,19,26,51,7,21,12,23,1,33,12,4,8,12,15
2019-02-16,UTEP,CUSA,Rodney Terry,A,Southern Miss,CUSA,Doc Sadler,L,47,77,17,53,6,23,7,15,14,36,6,4,1,18,11,29,56,12,23,7,11,7,33,19,13,4,10,16
2019-02-23,UTEP,CUSA,Rodney Terry,H,Rice,CUSA,Scott Pera,L,81,85,26,66,13,32,16,26,5,43,11,2,5,16,27,26,66,10,22,23,39,8,47,15,10,6,12,20
2019-03-03,UTEP,CUSA,Rodney Terry,A,Charlotte,CUSA,Ron Sanchez,L,58,68,23,51,9,21,3,4,4,25,10,6,2,16,21,23,50,6,22,16,17,4,25,15,5,3,13,11
2019-03-06,UTEP,CUSA,Rodney Terry,H,Middle Tennessee,CUSA,Nick McDevitt,L,53,69,19,58,4,21,11,19,11,32,9,7,2,11,17,27,63,8,20,7,13,18,48,11,6,1,12,16
2019-03-09,UTEP,CUSA,Rodney Terry,A,Middle Tennessee,CUSA,Nick McDevitt,L,47,48,16,57,6,28,9,16,4,27,7,6,3,8,19,16,52,5,22,11,17,11,38,9,3,3,13,20
2018-11-06,Providence,Big East,Ed Cooley,H,Siena,MAAC,Jamion Christian,W,77,67,29,53,13,25,6,7,10,29,16,4,2,13,13,23,51,12,28,9,13,8,22,16,6,0,12,12
2018-11-09,Providence,Big East,Ed Cooley,N,Wichita State,AAC,Gregg Marshall,L,80,83,28,60,11,29,13,26,14,29,19,8,5,15,17,30,60,12,22,11,19,12,31,19,8,4,16,20
2018-11-13,Providence,Big East,Ed Cooley,H,Holy Cross,Patriot,Bill Carmody,W,70,61,27,59,6,17,10,18,11,40,12,9,4,13,12,22,61,7,18,10,11,10,35,14,9,1,12,18
2018-11-17,Providence,Big East,Ed Cooley,N,South Carolina,SEC,Frank Martin,W,76,67,22,56,4,13,28,34,9,32,13,5,3,11,18,25,62,6,25,11,14,8,31,8,6,2,12,26
