Date,Team,Conference,Location,Opponent,Result,Points,OpponentPoints,PassCompletions,PassAttempts,PassYards,PassTDs,RushAttempts,RushYards,RushTDs,FirstDownPass,FirstDownRush,Penalties,PenaltyYards,Fumbles,Interceptions
2005-10-01,San Jose State,WAC,H,Nevada,L,23,30,20,40,328,2,25,49,0,14,2,5,36,0,2
2005-10-08,San Jose State,WAC,A,Utah State,L,17,24,16,42,227,1,29,85,1,9,4,8,82,0,0
2005-10-15,San Jose State,WAC,A,Boise State,L,21,38,17,34,217,3,31,54,0,7,7,7,45,3,0
2005-10-22,San Jose State,WAC,H,Hawaii,L,38,45,22,35,262,2,35,170,3,10,10,6,65,2,2
2005-10-29,San Jose State,WAC,A,Louisiana Tech,L,14,31,11,29,161,1,38,160,1,4,11,12,71,1,1
2005-11-05,San Jose State,WAC,A,Fresno State,L,7,45,5,23,48,0,31,211,1,2,11,2,18,0,1
2005-11-19,San Jose State,WAC,H,New Mexico State,W,27,10,20,34,222,0,49,257,2,12,11,5,35,0,0
2005-11-26,San Jose State,WAC,H,Idaho,W,26,18,8,17,138,2,51,204,1,6,11,5,35,0,1
2005-09-03,Bowling Green State,MAC,A,Wisconsin,L,42,56,30,52,458,5,29,73,1,18,7,3,28,0,1
2005-09-10,Bowling Green State,MAC,A,Ball State,W,40,31,27,43,427,5,36,127,0,16,7,4,30,3,1
2005-09-21,Bowling Green State,MAC,A,Boise State,L,20,48,18,36,220,3,21,84,0,10,3,5,40,0,0
2005-10-01,Bowling Green State,MAC,H,Temple,W,70,7,26,31,326,4,41,135,4,18,7,7,75,0,1
2005-10-08,Bowling Green State,MAC,H,Ohio,W,38,14,24,41,381,2,45,192,3,16,14,7,65,1,1
2005-10-15,Bowling Green State,MAC,A,Buffalo,W,27,7,18,34,187,1,41,200,3,10,10,2,10,0,2
2005-10-22,Bowling Green State,MAC,H,Western Michigan,L,14,45,26,47,340,0,41,106,2,15,10,7,75,1,2
2005-10-29,Bowling Green State,MAC,H,Akron,L,14,24,22,31,173,1,38,193,1,8,13,8,69,1,1
2005-11-05,Bowling Green State,MAC,A,Kent State,W,24,14,11,18,113,1,50,169,2,6,10,4,44,0,0
2005-11-15,Bowling Green State,MAC,A,Miami (OH),W,42,14,22,35,183,4,42,123,1,11,6,7,40,1,2
2005-11-22,Bowling Green State,MAC,H,Toledo,L,41,44,25,43,315,3,34,180,2,18,11,6,50,0,0
2005-09-03,USC,Pac-10,A,Hawaii,W,63,17,20,29,341,4,33,177,3,13,9,9,97,0,1
2005-09-17,USC,Pac-10,H,Arkansas,W,70,17,23,34,445,6,33,291,4,19,10,4,23,0,0
2005-09-24,USC,Pac-10,A,Oregon,W,45,13,23,39,315,3,42,278,3,17,13,11,86,1,1
2005-10-01,USC,Pac-10,A,Arizona State,W,38,28,23,39,258,0,49,373,5,9,17,12,85,1,0
2005-10-08,USC,Pac-10,H,Arizona,W,42,21,29,44,387,2,52,337,4,18,20,6,60,1,1
2005-10-15,USC,Pac-10,A,Notre Dame,W,34,31,17,33,301,0,31,175,5,11,6,9,98,0,2
2005-10-22,USC,Pac-10,A,Washington,W,51,24,25,32,272,5,32,118,1,12,8,6,30,0,1
2005-10-29,USC,Pac-10,H,Washington State,W,55,13,29,43,433,3,50,312,4,17,21,8,57,1,1
2005-11-05,USC,Pac-10,H,Stanford,W,51,21,29,38,345,4,28,184,3,14,12,6,63,0,0
2005-11-12,USC,Pac-10,A,California,W,35,10,20,32,246,0,47,188,5,9,13,8,90,0,1
2005-11-19,USC,Pac-10,H,Fresno State,W,50,42,22,33,200,1,36,308,5,11,11,4,56,1,0
2005-12-03,USC,Pac-10,H,UCLA,W,66,19,23,44,249,3,51,430,5,14,21,5,52,1,1
2006-01-04,USC,Pac-10,H,Texas,L,38,41,29,41,365,1,41,209,4,15,12,5,30,1,1
2005-09-03,San Diego State,MWC,H,UCLA,L,21,44,24,35,246,1,46,156,2,11,12,4,26,0,2
2005-09-10,San Diego State,MWC,A,Air Force,L,29,41,27,44,253,1,33,164,2,13,11,3,30,2,1
2005-09-17,San Diego State,MWC,A,Ohio State,L,6,27,14,22,166,1,19,13,0,3,0,9,66,1,0
2005-09-24,San Diego State,MWC,H,San Jose State,W,52,21,25,33,303,5,57,210,1,14,10,13,87,2,0
2005-10-01,San Diego State,MWC,H,Brigham Young,W,31,10,21,31,243,0,55,265,4,14,12,3,26,1,0
2005-10-08,San Diego State,MWC,A,Nevada-Las Vegas,L,10,13,14,28,106,0,35,34,0,5,4,5,42,1,3
2005-10-15,San Diego State,MWC,A,Utah,W,28,19,17,23,219,3,34,166,1,11,5,2,10,0,0
2005-10-22,San Diego State,MWC,H,New Mexico,L,24,47,15,35,197,2,25,94,0,9,5,5,46,0,3
2005-10-29,San Diego State,MWC,H,Texas Christian,L,20,23,25,46,235,1,33,125,1,11,7,5,30,0,2
2005-11-12,San Diego State,MWC,A,Colorado State,W,30,10,14,24,179,2,42,196,1,9,8,6,60,1,0
2005-11-19,San Diego State,MWC,H,Wyoming,W,34,21,17,29,211,1,42,214,2,9,10,8,58,1,2
2005-12-03,San Diego State,MWC,A,Hawaii,L,38,49,33,51,421,3,37,133,2,17,10,9,85,3,1
2005-09-01,Eastern Michigan,MAC,A,Cincinnati,L,26,28,22,33,167,1,31,149,2,9,8,8,52,0,0
2005-09-10,Eastern Michigan,MAC,H,Louisiana,W,31,10,27,39,268,2,41,156,2,14,9,5,60,1,0
2005-09-17,Eastern Michigan,MAC,A,Michigan,L,0,55,15,30,119,0,24,15,0,6,3,1,10,0,1
2005-09-24,Eastern Michigan,MAC,A,Central Michigan,W,23,20,36,56,380,2,28,117,0,15,8,2,15,0,0
2005-10-01,Eastern Michigan,MAC,H,Kent State,W,27,20,23,40,218,2,41,122,1,11,7,5,51,0,1
2005-10-08,Eastern Michigan,MAC,A,Toledo,L,3,30,25,43,190,0,25,101,0,10,6,5,35,1,1
2005-10-15,Eastern Michigan,MAC,A,Northern Illinois,L,8,24,15,31,101,0,32,73,0,4,6,4,31,1,1
2005-10-22,Eastern Michigan,MAC,H,Miami (OH),L,23,24,19,27,135,2,41,251,1,7,13,6,67,0,0
2005-11-05,Eastern Michigan,MAC,H,Western Michigan,L,36,44,40,59,399,4,16,35,1,20,3,6,59,1,1
2005-11-12,Eastern Michigan,MAC,H,Ball State,L,25,26,25,36,326,1,49,167,1,13,10,12,129,0,1
2005-11-19,Eastern Michigan,MAC,A,Buffalo,W,38,14,15,28,147,2,31,169,2,10,5,9,61,0,0
2005-09-03,Florida International,Sun Belt,A,Kansas State,L,21,35,17,34,154,1,26,82,1,6,4,7,60,2,1
2005-09-10,Florida International,Sun Belt,A,Texas Tech,L,3,56,26,42,214,0,38,135,0,15,5,9,76,2,0
2005-09-24,Florida International,Sun Belt,A,Arkansas State,L,24,66,30,45,362,2,40,98,1,17,9,9,84,2,5
2005-10-15,Florida International,Sun Belt,H,North Texas,L,10,13,20,32,243,1,27,79,0,10,6,4,25,6,2
2005-10-20,Florida International,Sun Belt,A,Troy,L,13,18,31,51,247,1,26,28,0,13,4,3,30,4,1
2005-11-05,Florida International,Sun Belt,A,Louisiana-Monroe,W,31,29,21,35,235,3,25,60,0,11,4,15,124,1,0
2005-11-12,Florida International,Sun Belt,A,Louisiana,L,7,28,18,34,162,1,20,64,0,9,5,5,52,0,0
2005-11-26,Florida International,Sun Belt,H,Florida Atlantic,W,52,6,10,20,114,0,52,266,3,6,17,5,46,0,1
2005-12-03,Florida International,Sun Belt,H,Middle Tennessee State,W,35,31,22,32,314,2,24,124,3,12,7,11,91,0,2
2005-09-01,Temple,Ind,A,Arizona State,L,16,63,18,37,203,1,35,62,1,9,4,0,0,1,2
2005-09-10,Temple,Ind,A,Wisconsin,L,0,65,6,26,56,0,26,-11,0,2,3,3,20,0,1
2005-09-17,Temple,Ind,H,Toledo,L,17,42,18,38,245,1,34,136,1,14,6,4,32,1,2
2005-09-24,Temple,Ind,H,Western Michigan,L,16,19,10,23,158,0,45,127,2,4,10,9,89,2,1
2005-10-01,Temple,Ind,A,Bowling Green State,L,7,70,12,24,102,0,38,161,1,6,8,9,76,2,3
2005-10-08,Temple,Ind,H,Maryland,L,7,38,8,16,116,0,37,110,1,6,3,7,71,3,1
2005-10-15,Temple,Ind,H,Miami (FL),L,3,34,10,23,96,0,41,84,0,1,8,5,40,0,0
2005-10-22,Temple,Ind,A,Clemson,L,7,37,26,44,319,1,33,12,0,13,5,3,11,2,1
2005-10-29,Temple,Ind,H,Miami (OH),L,14,41,10,24,120,0,31,75,2,4,6,6,44,1,2
2005-11-05,Temple,Ind,A,Virginia,L,3,51,16,37,160,0,27,10,0,8,1,6,30,2,1
2005-11-19,Temple,Ind,A,Navy,L,17,38,24,39,245,1,34,136,1,16,9,5,49,1,0
2005-09-03,Louisiana,Sun Belt,A,Texas,L,3,60,16,33,166,0,34,72,0,6,4,10,83,0,1
2005-09-10,Louisiana,Sun Belt,A,Eastern Michigan,L,10,31,21,29,228,0,37,182,1,8,11,5,34,4,0
2005-10-01,Louisiana,Sun Belt,H,UCF,L,21,24,15,29,128,0,40,181,3,9,10,4,36,0,2
2005-10-06,Louisiana,Sun Belt,H,Florida Atlantic,L,10,28,6,18,47,0,33,170,1,4,6,8,69,0,2
2005-10-13,Louisiana,Sun Belt,A,Arkansas State,L,36,39,10,17,97,0,66,457,5,5,22,8,58,2,1
2005-10-22,Louisiana,Sun Belt,A,Middle Tennessee State,W,13,10,14,25,138,0,44,170,2,9,6,6,65,1,0
2005-10-29,Louisiana,Sun Belt,H,Troy,W,31,28,9,20,134,0,52,265,4,6,13,5,55,2,0
2005-11-05,Louisiana,Sun Belt,A,North Texas,W,31,28,8,11,109,0,61,327,4,5,18,8,64,0,1
2005-11-12,Louisiana,Sun Belt,H,Florida International,W,28,7,11,13,105,0,65,308,4,9,19,3,20,1,0
2005-11-26,Louisiana,Sun Belt,A,Louisiana-Monroe,W,54,21,8,14,82,0,57,343,6,4,17,10,84,1,0
2005-09-01,UCF,CUSA,A,South Carolina,L,15,24,27,39,258,1,41,83,0,17,5,5,41,0,1
2005-09-17,UCF,CUSA,A,South Florida,L,14,31,19,40,208,1,20,45,1,12,2,10,69,1,0
2005-09-24,UCF,CUSA,H,Marshall,W,23,13,19,26,260,1,43,76,1,11,4,6,50,2,1
2005-10-01,UCF,CUSA,A,Louisiana,W,24,21,15,25,232,3,48,129,0,11,11,6,51,1,1
2005-10-08,UCF,CUSA,H,Memphis,W,38,17,14,21,290,3,57,261,2,12,14,8,75,0,0
2005-10-15,UCF,CUSA,A,Southern Mississippi,L,31,52,24,41,260,3,35,96,1,15,6,6,53,4,1
2005-10-21,UCF,CUSA,H,Tulane,W,34,24,18,31,202,2,48,286,2,10,10,18,160,0,0
2005-10-29,UCF,CUSA,A,East Carolina,W,30,20,10,25,181,2,48,249,2,8,6,10,76,0,0
2005-11-05,UCF,CUSA,H,Houston,W,31,29,21,30,275,2,54,220,2,14,11,6,56,0,1
2005-11-12,UCF,CUSA,A,UAB,W,27,21,15,24,183,0,44,175,2,10,9,3,37,1,0
2005-11-19,UCF,CUSA,A,Rice,W,31,28,19,29,205,2,40,149,1,12,10,6,50,0,1
2005-12-03,UCF,CUSA,H,Tulsa,L,27,44,13,27,190,1,35,149,1,10,7,7,75,2,2
2005-12-24,UCF,CUSA,N,Nevada,L,48,49,19,36,301,3,44,254,3,15,11,6,30,0,1
2005-09-10,Toledo,MAC,H,Western Michigan,W,56,23,29,39,358,3,43,254,5,15,16,7,59,0,1
2005-09-17,Toledo,MAC,A,Temple,W,42,17,23,32,197,4,33,196,1,11,11,6,73,0,1
2005-09-27,Toledo,MAC,A,Fresno State,L,14,44,16,24,163,1,49,141,1,8,10,11,87,2,1
2005-10-08,Toledo,MAC,H,Eastern Michigan,W,30,3,16,27,161,0,41,295,3,10,15,5,42,0,0
2005-10-15,Toledo,MAC,A,Ball State,W,34,14,18,30,241,3,45,231,1,8,16,6,53,0,2
2005-10-22,Toledo,MAC,H,Buffalo,W,38,15,16,21,186,3,40,292,2,9,12,7,61,0,2
2005-10-29,Toledo,MAC,A,Central Michigan,L,17,21,28,45,262,2,30,95,0,11,7,5,35,0,0
2005-11-04,Toledo,MAC,A,Ohio,W,30,21,22,31,236,2,44,293,1,9,15,10,111,0,1
2005-11-16,Toledo,MAC,H,Northern Illinois,L,17,35,15,35,166,1,37,147,1,6,9,4,28,2,3
2005-11-22,Toledo,MAC,A,Bowling Green State,W,44,41,23,36,298,4,52,284,2,13,14,5,55,1,0
2005-12-21,Toledo,MAC,N,UTEP,W,45,13,19,32,304,5,39,164,0,13,10,9,80,1,2
2005-09-03,Boise State,WAC,A,Georgia,L,13,48,13,25,123,0,35,169,2,7,10,6,40,2,4
2005-09-10,Boise State,WAC,A,Oregon State,L,27,30,19,36,233,3,44,149,0,11,6,8,60,2,0
2005-09-21,Boise State,WAC,H,Bowling Green State,W,48,20,17,26,209,1,64,337,4,12,20,6,50,2,0
2005-10-01,Boise State,WAC,A,Hawaii,W,44,41,18,33,207,3,48,223,0,8,15,11,91,3,1
2005-10-15,Boise State,WAC,H,San Jose State,W,38,21,20,29,249,1,49,229,4,11,10,7,82,0,2
2005-10-22,Boise State,WAC,A,Utah State,W,45,21,27,40,351,4,34,84,2,15,6,4,40,0,0
2005-10-29,Boise State,WAC,H,Nevada,W,49,14,15,24,196,2,42,264,5,7,14,7,80,2,2
2005-11-05,Boise State,WAC,H,New Mexico State,W,56,6,19,33,221,2,58,303,6,10,20,5,55,1,1
2005-11-10,Boise State,WAC,A,Fresno State,L,7,27,15,32,190,0,22,104,1,8,5,5,47,1,2
2005-11-19,Boise State,WAC,H,Idaho,W,70,35,9,25,203,1,34,254,6,7,12,10,97,1,3
2005-11-26,Boise State,WAC,A,Louisiana Tech,W,30,13,10,17,137,2,54,260,2,6,16,11,114,0,0
2005-12-28,Boise State,WAC,H,Boston College,L,21,27,23,41,317,1,27,43,1,11,4,7,69,1,2
2005-09-10,North Texas,Sun Belt,A,Middle Tennessee State,W,14,7,10,16,122,0,44,152,1,4,8,6,35,0,0
2005-09-17,North Texas,Sun Belt,H,Tulsa,L,2,54,10,22,59,0,36,70,0,2,5,12,111,1,2
2005-09-24,North Texas,Sun Belt,A,Kansas State,L,7,54,9,21,74,1,26,87,0,2,3,1,5,0,0
2005-10-04,North Texas,Sun Belt,H,Troy,L,10,13,9,27,129,0,31,100,1,6,5,5,45,3,2
2005-10-15,North Texas,Sun Belt,A,Florida International,W,13,10,10,15,79,1,48,147,0,3,7,15,146,1,0
2005-10-22,North Texas,Sun Belt,A,Louisiana Tech,L,14,40,10,23,99,2,36,188,0,3,10,10,70,1,2
2005-10-29,North Texas,Sun Belt,A,LSU,L,3,56,13,29,101,0,30,105,0,4,4,5,55,0,1
2005-11-05,North Texas,Sun Belt,H,Louisiana,L,28,31,8,14,112,1,33,263,3,8,10,10,80,1,1
2005-11-12,North Texas,Sun Belt,A,Florida Atlantic,L,23,26,15,35,187,1,38,161,1,8,8,9,101,0,1
2005-11-19,North Texas,Sun Belt,H,Louisiana-Monroe,L,19,24,19,38,242,1,35,121,1,10,6,10,99,1,2
2005-11-26,North Texas,Sun Belt,H,Arkansas State,L,24,31,22,38,218,2,48,175,1,12,8,7,70,0,2
2005-09-03,Brigham Young,MWC,H,Boston College,L,3,20,41,60,330,0,16,8,0,17,3,10,85,0,0
2005-09-24,Brigham Young,MWC,H,Texas Christian,L,50,51,30,51,517,5,39,97,1,19,8,10,66,1,2
2005-10-01,Brigham Young,MWC,A,San Diego State,L,10,31,25,49,261,0,19,44,1,9,4,6,51,1,2
2005-10-08,Brigham Young,MWC,A,New Mexico,W,27,24,34,44,371,3,30,93,1,18,7,7,84,0,1
2005-10-15,Brigham Young,MWC,H,Colorado State,W,24,14,13,18,168,1,52,274,2,7,16,6,55,1,1
2005-10-22,Brigham Young,MWC,A,Notre Dame,L,23,49,26,45,317,2,34,75,1,17,7,9,80,0,2
2005-10-29,Brigham Young,MWC,H,Air Force,W,62,41,31,43,383,3,42,300,5,20,18,11,115,1,1
2005-11-05,Brigham Young,MWC,A,Nevada-Las Vegas,W,55,14,24,35,279,3,46,224,4,15,11,6,50,0,0
2005-11-12,Brigham Young,MWC,A,Wyoming,W,35,21,20,29,179,2,50,267,3,9,14,7,65,0,0
2005-11-19,Brigham Young,MWC,H,Utah,L,34,41,27,48,309,2,31,176,2,14,5,9,74,1,0
2005-12-22,Brigham Young,MWC,N,California,L,28,35,35,53,352,3,27,94,1,18,6,12,103,0,2
2005-09-03,Florida Atlantic,Sun Belt,A,Kansas,L,19,30,20,28,299,3,37,70,0,8,8,10,66,1,0
2005-09-08,Florida Atlantic,Sun Belt,H,Oklahoma State,L,3,23,7,16,91,0,41,129,0,4,9,8,53,4,0
2005-09-17,Florida Atlantic,Sun Belt,A,Minnesota,L,7,46,13,30,154,0,39,92,1,10,3,9,79,0,1
2005-09-22,Florida Atlantic,Sun Belt,H,Louisiana-Monroe,L,21,28,14,31,168,2,42,181,0,10,10,7,65,0,4
2005-10-01,Florida Atlantic,Sun Belt,A,Louisville,L,10,61,15,25,187,1,42,15,0,7,3,10,65,1,1
2005-10-06,Florida Atlantic,Sun Belt,A,Louisiana,W,28,10,17,27,276,3,50,154,1,13,8,11,85,0,0
2005-10-15,Florida Atlantic,Sun Belt,H,Middle Tennessee State,L,14,35,11,28,165,0,26,104,2,8,7,10,91,2,3
2005-10-22,Florida Atlantic,Sun Belt,A,Arkansas State,L,0,3,11,25,77,0,37,91,0,4,5,5,35,0,2
2005-11-05,Florida Atlantic,Sun Belt,A,Troy,L,14,28,21,37,216,2,27,114,0,8,7,8,67,0,1
2005-11-12,Florida Atlantic,Sun Belt,H,North Texas,W,26,23,13,22,151,1,48,227,2,6,13,4,46,0,0
2005-11-26,Florida Atlantic,Sun Belt,A,Florida International,L,6,52,14,28,172,1,34,82,0,8,7,9,85,0,5
2005-09-05,Memphis,CUSA,H,Ole Miss,L,6,10,16,29,149,0,38,119,0,8,8,4,26,1,2
2005-09-24,Memphis,CUSA,A,Tulsa,L,31,37,9,24,147,1,48,335,3,3,15,12,93,2,0
2005-10-01,Memphis,CUSA,H,UTEP,W,27,20,13,21,122,1,51,252,2,4,11,11,121,0,0
2005-10-08,Memphis,CUSA,A,UCF,L,17,38,14,23,80,0,32,221,2,3,9,5,40,0,1
2005-10-15,Memphis,CUSA,A,Houston,W,35,20,7,12,112,2,56,315,3,4,15,4,25,1,1
2005-10-22,Memphis,CUSA,H,East Carolina,W,27,24,10,14,117,0,63,340,3,5,14,10,77,0,0
2005-11-01,Memphis,CUSA,H,UAB,L,20,37,16,22,187,1,44,218,1,10,7,9,84,1,2
2005-11-12,Memphis,CUSA,A,Tennessee,L,16,20,13,30,128,0,38,165,1,7,9,6,45,1,0
2005-11-19,Memphis,CUSA,A,Southern Mississippi,W,24,22,12,19,157,1,61,263,2,6,18,6,37,1,1
2005-11-26,Memphis,CUSA,H,Marshall,W,26,3,1,8,-3,0,54,243,2,0,14,7,55,0,0
2005-12-26,Memphis,CUSA,N,Akron,W,38,31,7,14,170,0,58,346,4,4,14,7,62,1,0
2005-09-10,Army,Ind,A,Boston College,L,7,44,17,32,154,1,35,96,0,8,8,9,65,1,2
2005-09-17,Army,Ind,H,Baylor,L,10,20,19,37,228,1,40,56,0,11,6,6,40,0,2
2005-09-23,Army,Ind,H,Iowa State,L,21,28,19,34,233,2,47,132,1,11,11,7,29,0,3
2005-10-01,Army,Ind,H,Connecticut,L,13,47,19,42,190,0,40,71,2,10,5,6,50,0,4
2005-10-08,Army,Ind,H,Central Michigan,L,10,14,7,13,66,0,46,173,1,3,9,4,35,1,0
2005-10-15,Army,Ind,A,Texas Christian,L,17,38,22,40,252,0,34,110,2,10,9,5,38,0,3
2005-10-22,Army,Ind,A,Akron,W,20,0,8,19,110,1,51,186,1,5,13,3,26,0,0
2005-11-05,Army,Ind,A,Air Force,W,27,24,13,23,143,0,50,217,3,7,14,5,36,0,0
2005-11-19,Army,Ind,H,Arkansas State,W,38,10,5,10,77,1,55,300,4,3,13,8,75,1,0
2005-12-03,Army,Ind,N,Navy,L,23,42,23,35,255,3,34,82,0,12,8,5,23,0,0
2005-09-03,Auburn,SEC,H,Georgia Tech,L,14,23,22,44,342,2,23,50,0,18,6,11,86,1,4
2005-09-10,Auburn,SEC,H,Mississippi State,W,28,0,12,18,202,2,41,118,1,7,8,1,10,1,0
2005-09-17,Auburn,SEC,H,Ball State,W,63,3,17,22,182,1,35,390,7,11,14,6,47,0,0
2005-10-01,Auburn,SEC,H,South Carolina,W,48,7,21,34,265,1,39,123,5,13,7,3,35,0,0
2005-10-15,Auburn,SEC,A,Arkansas,W,34,17,17,26,203,3,52,233,1,12,15,6,43,0,2
2005-10-22,Auburn,SEC,A,LSU,L,17,20,16,41,221,1,38,230,1,11,9,6,45,0,0
2005-10-29,Auburn,SEC,H,Ole Miss,W,27,3,19,29,239,2,46,123,1,12,10,6,47,2,0
2005-11-05,Auburn,SEC,A,Kentucky,W,49,27,13,21,201,1,49,388,6,9,15,8,70,2,0
2005-11-12,Auburn,SEC,A,Georgia,W,31,30,16,28,279,0,46,227,3,8,15,5,39,1,1
2005-11-19,Auburn,SEC,H,Alabama,W,28,18,14,21,118,2,35,139,2,6,6,2,16,1,0
2006-01-02,Auburn,SEC,N,Wisconsin,L,10,24,15,33,137,1,35,99,0,8,7,5,35,1,1
2005-09-10,Marshall,CUSA,H,Kansas State,L,19,21,22,38,262,0,26,74,2,10,5,5,25,3,2
2005-09-24,Marshall,CUSA,A,UCF,L,13,23,33,58,368,2,16,11,0,18,3,12,69,2,2
2005-10-01,Marshall,CUSA,H,SMU,W,16,13,34,60,314,0,33,99,2,14,12,3,30,0,1
2005-10-08,Marshall,CUSA,A,Virginia Tech,L,14,41,14,28,117,1,44,164,1,10,10,7,36,1,1
2005-10-15,Marshall,CUSA,H,UAB,W,20,19,14,28,99,1,35,152,2,6,6,6,65,0,1
2005-10-22,Marshall,CUSA,A,UTEP,L,3,31,13,30,125,0,41,215,0,4,12,7,66,0,1
2005-10-29,Marshall,CUSA,A,Tulane,W,27,26,17,32,152,1,38,134,2,9,8,2,15,0,3
2005-11-08,Marshall,CUSA,H,Southern Mississippi,L,24,27,18,35,218,2,41,191,1,13,9,3,20,0,1
2005-11-19,Marshall,CUSA,H,East Carolina,L,29,34,26,35,191,2,34,199,2,12,9,2,30,1,1
2005-11-26,Marshall,CUSA,A,Memphis,L,3,26,11,23,97,0,36,57,0,5,7,10,65,3,0
2005-09-03,UTEP,CUSA,A,New Mexico State,W,34,17,17,33,204,3,35,97,1,13,2,6,68,1,0
2005-09-16,UTEP,CUSA,H,Houston,W,44,41,26,51,379,3,32,174,1,14,9,12,104,2,2
2005-09-24,UTEP,CUSA,H,New Mexico,W,21,13,16,31,178,1,31,70,0,11,5,4,30,0,1
2005-10-01,UTEP,CUSA,A,Memphis,L,20,27,23,53,431,1,25,74,1,17,7,5,45,3,3
2005-10-14,UTEP,CUSA,A,Tulane,W,45,21,22,32,278,3,35,149,2,8,8,9,100,0,0
2005-10-22,UTEP,CUSA,H,Marshall,W,31,3,17,26,215,3,38,194,1,9,11,9,53,2,1
2005-10-29,UTEP,CUSA,A,Rice,W,38,31,24,30,387,3,30,145,2,13,6,15,155,1,2
2005-11-05,UTEP,CUSA,H,Tulsa,W,41,38,25,34,340,2,30,95,2,18,6,3,20,1,2
2005-11-19,UTEP,CUSA,H,UAB,L,23,35,33,52,337,2,43,148,1,19,10,9,82,1,3
2005-11-26,UTEP,CUSA,A,SMU,L,27,40,27,46,360,3,32,95,1,17,9,4,32,3,4
2005-12-21,UTEP,CUSA,N,Toledo,L,13,45,17,41,192,1,28,63,0,8,5,4,45,0,2
2005-09-10,LSU,SEC,A,Arizona State,W,35,31,17,30,244,1,47,190,2,11,12,11,100,2,0
2005-09-26,LSU,SEC,H,Tennessee,L,27,30,14,28,158,0,33,98,2,6,5,11,71,2,1
2005-10-01,LSU,SEC,A,Mississippi State,W,37,7,23,28,230,2,37,172,3,11,10,6,50,1,0
2005-10-08,LSU,SEC,A,Vanderbilt,W,34,6,21,32,285,2,43,194,1,13,8,14,133,3,1
2005-10-15,LSU,SEC,H,Florida,W,21,17,14,22,236,2,44,125,1,8,6,11,84,3,2
2005-10-22,LSU,SEC,H,Auburn,W,20,17,16,33,190,1,34,149,0,7,8,5,30,0,0
2005-10-29,LSU,SEC,H,North Texas,W,56,3,24,28,383,4,36,183,4,15,8,12,118,0,1
2005-11-12,LSU,SEC,A,Alabama,W,16,13,16,30,229,1,33,46,1,12,3,6,64,0,0
2005-11-19,LSU,SEC,A,Ole Miss,W,40,7,15,26,203,3,41,177,2,7,12,5,38,1,1
2005-11-25,LSU,SEC,H,Arkansas,W,19,17,13,29,194,1,37,108,1,5,8,8,66,1,2
2005-12-03,LSU,SEC,N,Georgia,L,14,34,14,30,156,1,36,74,1,8,9,9,78,0,2
2005-12-30,LSU,SEC,N,Miami (FL),W,40,3,13,22,196,2,56,272,2,7,18,8,50,0,0
2005-09-01,Tulsa,CUSA,H,Minnesota,L,10,41,27,41,218,1,35,135,0,9,8,7,70,3,1
2005-09-10,Tulsa,CUSA,A,Oklahoma,L,15,31,24,36,246,0,39,98,1,13,5,6,43,1,1
2005-09-17,Tulsa,CUSA,A,North Texas,W,54,2,13,22,193,2,41,213,4,7,11,3,30,0,0
2005-09-24,Tulsa,CUSA,H,Memphis,W,37,31,15,23,234,3,47,197,2,8,7,6,50,0,1
2005-10-01,Tulsa,CUSA,H,Houston,L,23,30,26,49,283,2,26,77,0,10,7,8,65,2,1
2005-10-08,Tulsa,CUSA,A,Southern Mississippi,W,34,17,21,35,232,1,49,243,3,11,13,10,77,0,2
2005-10-15,Tulsa,CUSA,A,Rice,W,41,21,18,24,205,1,34,178,3,10,8,6,50,0,1
2005-10-22,Tulsa,CUSA,H,SMU,W,20,13,20,33,220,2,31,103,0,8,5,9,82,0,0
2005-11-05,Tulsa,CUSA,A,UTEP,L,38,41,23,40,263,1,38,139,4,13,7,3,15,2,1
2005-11-12,Tulsa,CUSA,H,East Carolina,W,45,13,21,31,257,2,35,238,4,10,13,5,37,0,0
2005-11-19,Tulsa,CUSA,A,Tulane,W,38,14,16,25,281,3,40,145,2,10,10,7,60,1,0
2005-12-03,Tulsa,CUSA,A,UCF,W,44,27,13,20,205,2,48,196,3,9,10,4,31,0,0
2005-12-31,Tulsa,CUSA,N,Fresno State,W,31,24,18,27,234,1,28,196,3,10,9,2,10,1,0
2005-09-03,Air Force,MWC,A,Washington,W,20,17,13,22,207,1,52,218,1,8,12,4,35,2,0
2005-09-10,Air Force,MWC,H,San Diego State,W,41,29,10,12,231,1,67,272,5,7,17,4,40,1,0
2005-09-17,Air Force,MWC,H,Wyoming,L,28,29,4,12,53,1,63,286,3,3,17,8,50,1,2
2005-09-22,Air Force,MWC,A,Utah,L,35,38,13,27,234,1,50,251,4,10,14,3,25,1,2
2005-09-29,Air Force,MWC,A,Colorado State,L,23,41,9,20,130,1,44,227,1,5,11,3,30,2,0
2005-10-08,Air Force,MWC,A,Navy,L,24,27,6,9,111,2,49,195,1,3,11,4,30,0,1
2005-10-15,Air Force,MWC,H,Nevada-Las Vegas,W,42,7,10,12,96,0,64,316,6,7,20,5,45,3,0
2005-10-22,Air Force,MWC,H,Texas Christian,L,10,48,11,22,148,0,55,239,1,9,14,8,90,0,2
2005-10-29,Air Force,MWC,A,Brigham Young,L,41,62,17,31,279,5,38,200,0,9,8,5,64,2,3
2005-11-05,Air Force,MWC,H,Army,L,24,27,17,23,203,1,47,230,2,7,13,6,55,2,0
