Date,Team,Conference,Coach,Location,Opponent,OpponentConference,OpponentCoach,Result,Points,OpponentPoints,FieldGoals,FieldGoalAttempts,ThreePointers,ThreePointerAttempts,FreeThrows,FreeThrowAttempts,OffensiveRebounds,TeamRebounds,Assists,Steals,Blocks,Turnovers,PersonalFouls,OpponentFieldGoals,OpponentFieldGoalAttempts,OpponentThreePointers,OpponentThreePointerAttempts,OpponentFreeThrows,OpponentFreeThrowAttempts,OpponentOffensiveRebounds,OpponentTeamRebounds,OpponentAssists,OpponentSteals,OpponentBlocks,OpponentTurnovers,OpponentPersonalFouls
2015-01-24,Washington State,Pac-12,Ernie Kent,A,Colorado,Pac-12,Tad Boyle,L,58,90,24,62,5,20,5,11,7,25,14,6,3,10,16,34,62,11,22,11,15,8,41,25,7,5,11,17
2015-01-29,Washington State,Pac-12,Ernie Kent,H,California,Pac-12,Cuonzo Martin,L,67,76,19,57,6,23,23,26,8,27,11,6,0,7,19,28,55,6,16,14,19,8,35,7,2,5,11,21
2015-01-31,Washington State,Pac-12,Ernie Kent,H,Stanford,Pac-12,Johnny Dawkins,W,89,88,26,47,7,16,30,43,6,29,13,0,8,3,24,26,59,10,23,26,33,11,27,12,0,2,4,26
2015-02-05,Washington State,Pac-12,Ernie Kent,A,Oregon State,Pac-12,Wayne Tinkle,L,50,55,19,51,4,21,8,16,8,36,16,3,2,12,18,21,54,3,14,10,22,9,32,12,6,3,5,14
2015-02-08,Washington State,Pac-12,Ernie Kent,A,Oregon,Pac-12,Dana Altman,L,72,95,25,67,9,36,13,16,12,33,16,5,1,12,18,35,64,11,25,14,20,8,37,23,6,2,6,17
2015-02-13,Washington State,Pac-12,Ernie Kent,H,Arizona State,Pac-12,Herb Sendek,W,74,71,28,54,5,17,13,21,2,27,14,5,4,9,15,28,63,5,21,10,16,11,39,9,4,1,15,17
2015-02-15,Washington State,Pac-12,Ernie Kent,H,Arizona,Pac-12,Sean Miller,L,59,86,22,52,7,20,8,20,3,21,14,5,1,14,18,36,63,4,14,10,20,10,41,11,7,4,11,19
2015-02-22,Washington State,Pac-12,Ernie Kent,H,Washington,Pac-12,Lorenzo Romar,L,84,87,26,47,8,12,24,30,7,28,15,1,1,12,21,29,58,8,23,21,28,7,22,18,6,2,3,22
2015-02-25,Washington State,Pac-12,Ernie Kent,A,USC,Pac-12,Andy Enfield,W,70,66,22,53,7,16,19,26,10,39,17,3,6,16,19,23,64,5,13,15,22,10,30,11,7,6,8,22
2015-03-01,Washington State,Pac-12,Ernie Kent,A,UCLA,Pac-12,Steve Alford,L,67,72,24,56,8,22,11,12,7,31,17,4,0,16,21,24,54,3,14,21,31,8,32,12,8,6,11,17
2015-03-05,Washington State,Pac-12,Ernie Kent,H,Utah,Pac-12,Larry Krystkowiak,L,59,67,20,49,5,16,14,20,6,24,11,2,2,6,17,19,47,10,22,19,24,8,32,13,2,4,8,16
2015-03-07,Washington State,Pac-12,Ernie Kent,H,Colorado,Pac-12,Tad Boyle,W,96,91,35,68,9,18,17,20,9,28,18,4,3,11,20,36,70,2,13,17,22,14,37,8,7,4,13,22
2015-03-11,Washington State,Pac-12,Ernie Kent,N,California,Pac-12,Cuonzo Martin,L,59,84,23,55,2,12,11,13,3,19,7,2,1,6,16,31,53,8,12,14,21,7,34,14,2,3,7,16
2014-11-14,North Carolina Central,MEAC,LeVelle Moton,A,UNC,ACC,Roy Williams,L,60,76,18,56,5,17,19,29,10,27,8,9,3,14,24,27,61,2,11,20,30,14,47,15,8,10,14,24
2014-11-23,North Carolina Central,MEAC,LeVelle Moton,A,Creighton,Big East,Greg McDermott,L,45,65,19,52,7,18,0,3,7,31,9,5,5,17,22,18,51,7,24,22,25,7,32,10,8,3,9,12
2014-11-25,North Carolina Central,MEAC,LeVelle Moton,A,Cincinnati,AAC,Mick Cronin,L,50,59,20,46,6,15,4,5,3,13,11,3,1,8,19,19,43,7,19,14,19,14,32,11,2,6,11,10
2014-11-28,North Carolina Central,MEAC,LeVelle Moton,N,Eastern Illinois,OVC,Jay Spoonhour,W,65,40,23,47,8,16,11,13,7,27,12,5,3,9,14,14,44,4,20,8,11,4,16,7,6,3,12,13
2014-11-29,North Carolina Central,MEAC,LeVelle Moton,N,Northern Arizona,Big Sky,Jack Murphy,W,40,36,15,45,3,21,7,12,7,31,7,9,5,10,13,13,41,6,16,4,12,5,29,9,4,4,11,14
2014-12-05,North Carolina Central,MEAC,LeVelle Moton,A,Maryland-Eastern Shore,MEAC,Bobby Collins,W,68,63,19,36,5,15,25,31,5,24,12,4,2,14,23,20,49,7,17,16,25,12,27,12,7,2,12,26
2014-12-07,North Carolina Central,MEAC,LeVelle Moton,A,Howard,MEAC,Kevin Nickelberry,W,61,39,22,46,10,25,7,10,11,30,16,6,3,15,14,13,44,6,18,7,13,11,24,7,7,1,16,16
2014-12-10,North Carolina Central,MEAC,LeVelle Moton,A,Maryland,Big Ten,Mark Turgeon,L,56,67,23,61,5,21,5,6,10,29,12,10,3,9,18,21,43,7,15,18,27,6,33,13,2,3,14,11
2014-12-15,North Carolina Central,MEAC,LeVelle Moton,A,Memphis,AAC,Josh Pastner,L,47,81,14,47,1,15,18,26,5,20,5,6,6,14,18,30,58,5,15,16,22,12,44,19,5,7,14,25
2014-12-20,North Carolina Central,MEAC,LeVelle Moton,N,Mississippi Valley State,SWAC,Andre Payne,W,94,60,31,55,6,22,26,31,11,34,19,11,5,11,23,19,53,3,18,19,20,6,20,8,6,1,16,21
2014-12-22,North Carolina Central,MEAC,LeVelle Moton,A,Jackson State,SWAC,Wayne Brent,W,67,64,19,39,5,12,24,44,7,27,5,7,4,18,31,16,46,4,17,28,42,13,35,7,5,3,15,34
2014-12-29,North Carolina Central,MEAC,LeVelle Moton,H,IUPUI,Summit,Jason Gardner,W,70,49,22,50,7,18,19,30,6,33,13,11,6,10,23,14,48,4,17,17,23,7,31,6,4,0,18,28
2015-01-10,North Carolina Central,MEAC,LeVelle Moton,H,South Carolina State,MEAC,Murray Garvin,W,76,45,27,58,5,22,17,21,12,43,18,3,9,7,19,15,53,3,11,12,23,11,26,6,3,1,11,18
2015-01-12,North Carolina Central,MEAC,LeVelle Moton,H,Savannah State,MEAC,Horace Broadnax,W,58,40,23,45,4,12,8,12,4,24,11,9,7,11,14,17,48,2,12,4,7,6,22,6,5,0,14,13
2015-01-17,North Carolina Central,MEAC,LeVelle Moton,A,Norfolk State,MEAC,Robert Jones,W,60,56,21,52,7,18,11,20,10,29,12,5,4,13,24,18,43,1,16,19,31,5,28,7,7,7,13,18
2015-01-19,North Carolina Central,MEAC,LeVelle Moton,A,Hampton,MEAC,Edward Joyner,W,59,52,19,41,5,15,16,25,5,25,7,6,1,17,21,19,54,1,17,13,19,12,36,4,7,4,17,23
2015-01-24,North Carolina Central,MEAC,LeVelle Moton,H,Coppin State,MEAC,Michael Grant,W,79,77,30,63,7,17,12,22,16,44,16,3,3,10,19,26,58,10,21,15,20,6,27,16,2,3,6,18
2015-01-26,North Carolina Central,MEAC,LeVelle Moton,H,Delaware State,MEAC,Keith Walker,W,55,54,16,43,6,26,17,24,9,31,11,3,3,18,18,18,56,6,21,12,17,13,33,9,7,1,11,20
2015-01-31,North Carolina Central,MEAC,LeVelle Moton,A,ETSU,Southern,Murry Bartow,L,59,61,21,46,11,25,6,12,6,33,17,2,4,11,15,21,59,9,29,10,15,11,32,7,5,2,4,14
2015-02-02,North Carolina Central,MEAC,LeVelle Moton,H,Florida A&M,MEAC,Byron Samuels,W,85,43,31,57,10,17,13,15,10,44,23,6,5,13,18,16,53,3,14,8,17,4,17,8,4,2,11,15
2015-02-07,North Carolina Central,MEAC,LeVelle Moton,A,North Carolina A&T,MEAC,Cy Alexander,W,58,44,21,46,7,20,9,14,7,31,8,5,2,13,22,13,42,2,13,16,21,6,23,7,2,3,8,15
2015-02-14,North Carolina Central,MEAC,LeVelle Moton,A,Bethune-Cookman,MEAC,Gravelle Craig,W,65,51,25,47,6,18,9,13,7,27,13,2,6,12,21,15,47,4,21,17,27,15,28,2,5,2,11,19
2015-02-16,North Carolina Central,MEAC,LeVelle Moton,A,Florida A&M,MEAC,Byron Samuels,W,73,48,25,52,7,14,16,22,8,40,12,3,2,9,13,16,51,5,13,11,17,4,21,5,4,4,9,16
2015-02-21,North Carolina Central,MEAC,LeVelle Moton,H,Morgan State,MEAC,Todd Bozeman,W,74,59,32,56,6,16,4,5,10,32,17,7,2,10,16,20,49,9,20,10,20,8,22,10,3,2,10,12
2015-02-28,North Carolina Central,MEAC,LeVelle Moton,H,Bethune-Cookman,MEAC,Gravelle Craig,W,72,49,26,45,8,20,12,19,9,26,17,6,0,7,17,17,47,1,11,14,16,12,21,3,5,1,12,16
2015-03-02,North Carolina Central,MEAC,LeVelle Moton,A,Savannah State,MEAC,Horace Broadnax,W,62,49,21,40,5,10,15,20,3,31,12,8,4,14,17,17,50,4,17,11,21,11,29,6,12,6,12,16
2015-03-05,North Carolina Central,MEAC,LeVelle Moton,H,North Carolina A&T,MEAC,Cy Alexander,W,69,58,26,49,8,24,9,14,5,27,20,3,3,11,12,23,52,5,13,7,11,6,21,9,3,1,9,15
2015-03-11,North Carolina Central,MEAC,LeVelle Moton,N,Coppin State,MEAC,Michael Grant,W,91,43,33,58,6,12,19,26,7,34,17,9,1,11,16,15,50,7,20,6,10,4,20,8,4,3,21,20
2015-03-13,North Carolina Central,MEAC,LeVelle Moton,N,Delaware State,MEAC,Keith Walker,L,57,63,21,48,8,21,7,11,6,26,11,3,5,13,23,19,48,7,20,18,25,7,29,8,1,5,7,14
2015-03-17,North Carolina Central,MEAC,LeVelle Moton,A,Miami (FL),ACC,Jim Larranaga,L,71,75,26,49,8,17,11,14,7,20,11,4,0,8,17,22,44,8,16,23,25,8,24,13,2,2,11,14
2014-11-16,Rhode Island,A-10,Dan Hurley,H,UMass-Lowell,AEC,Pat Duquette,W,72,56,30,47,4,13,8,17,11,33,19,5,5,18,22,16,43,3,9,21,26,2,15,6,8,0,11,22
2014-11-22,Rhode Island,A-10,Dan Hurley,H,Nebraska,Big Ten,Tim Miles,W,66,62,21,61,3,19,21,33,16,49,9,7,5,16,23,21,57,3,20,17,22,6,30,10,6,6,16,23
2014-11-27,Rhode Island,A-10,Dan Hurley,N,Kansas,Big 12,Bill Self,L,60,76,19,52,7,17,15,24,11,29,6,4,2,11,18,25,53,8,17,18,25,12,34,13,8,7,11,20
2014-11-28,Rhode Island,A-10,Dan Hurley,N,Santa Clara,WCC,Kerry Keating,W,66,44,25,47,8,18,8,12,8,24,14,7,3,15,17,16,41,5,15,7,9,5,14,7,4,2,13,13
2014-11-30,Rhode Island,A-10,Dan Hurley,N,Georgia Tech,ACC,Brian Gregory,L,61,64,22,50,3,16,14,18,4,23,11,7,2,16,25,19,42,5,9,21,31,7,28,9,8,2,18,20
2014-12-06,Rhode Island,A-10,Dan Hurley,A,Southern Miss,CUSA,Doc Sadler,W,75,43,29,52,7,16,10,16,8,28,19,9,2,10,23,15,38,3,15,10,22,8,25,6,3,2,23,17
2014-12-10,Rhode Island,A-10,Dan Hurley,A,Providence,Big East,Ed Cooley,L,60,68,22,47,4,14,12,22,7,21,11,6,2,15,22,23,46,1,6,21,26,5,26,14,10,5,12,18
2014-12-13,Rhode Island,A-10,Dan Hurley,H,Delaware State,MEAC,Keith Walker,W,83,44,31,53,3,9,18,33,5,41,16,10,9,11,21,16,63,4,19,8,15,9,30,9,7,6,17,23
2014-12-20,Rhode Island,A-10,Dan Hurley,H,Detroit,Horizon,Ray McCallum,W,69,55,19,51,5,19,26,34,7,32,11,5,7,13,19,19,54,4,15,13,20,9,32,7,8,2,15,26
2014-12-31,Rhode Island,A-10,Dan Hurley,H,Brown,Ivy,Mike Martin,W,80,60,28,55,6,13,18,24,10,34,18,4,8,11,24,18,48,5,12,19,30,8,24,12,6,4,12,23
2015-01-03,Rhode Island,A-10,Dan Hurley,A,Saint Louis,A-10,Jim Crews,W,65,53,24,52,3,13,14,19,7,28,12,13,7,14,19,20,44,2,12,11,18,7,25,10,5,5,21,19
2015-01-07,Rhode Island,A-10,Dan Hurley,H,Fordham,A-10,Tom Pecora,W,68,65,24,51,1,14,19,35,9,31,9,8,8,15,16,24,52,4,12,13,19,7,32,7,8,1,17,24
2015-01-10,Rhode Island,A-10,Dan Hurley,A,Duquesne,A-10,Jim Ferry,W,61,60,21,57,8,22,11,13,11,28,14,2,3,15,12,24,55,4,16,8,12,7,26,10,6,5,13,13
2015-01-13,Rhode Island,A-10,Dan Hurley,H,VCU,A-10,Shaka Smart,L,60,65,23,53,1,8,13,22,9,38,13,8,8,18,20,24,59,8,24,9,21,10,27,10,5,8,13,21
2015-01-17,Rhode Island,A-10,Dan Hurley,A,UMass,A-10,Derek Kellogg,L,56,60,19,41,2,5,16,25,6,28,12,4,9,14,21,20,55,2,9,18,26,14,31,14,6,6,10,19
2015-01-22,Rhode Island,A-10,Dan Hurley,H,La Salle,A-10,John Giannini,W,59,47,21,41,3,9,14,23,4,37,16,6,15,18,14,21,64,2,9,3,6,7,27,10,11,4,11,16
2015-01-25,Rhode Island,A-10,Dan Hurley,H,St. Bonaventure,A-10,Mark Schmidt,W,53,48,19,47,3,16,12,18,7,32,13,5,9,14,16,18,51,1,6,11,14,8,31,8,8,4,14,17
2015-01-28,Rhode Island,A-10,Dan Hurley,A,Fordham,A-10,Tom Pecora,W,64,63,23,55,7,17,11,27,12,31,15,10,5,15,20,21,51,4,12,17,23,10,36,13,5,7,16,20
2015-01-31,Rhode Island,A-10,Dan Hurley,H,George Washington,A-10,Mike Lonergan,W,59,55,19,51,1,14,20,22,11,29,10,12,7,13,19,21,49,4,11,9,17,13,33,14,6,5,20,20
2015-02-08,Rhode Island,A-10,Dan Hurley,A,Richmond,A-10,Chris Mooney,W,79,74,27,55,4,11,21,37,14,42,11,4,3,18,31,24,53,2,10,24,37,7,28,6,9,3,10,27
2015-02-11,Rhode Island,A-10,Dan Hurley,A,St. Joseph's,A-10,Phil Martelli,L,64,65,23,54,5,17,13,18,6,26,13,7,5,12,21,21,51,7,19,16,24,9,32,12,5,7,12,16
2015-02-14,Rhode Island,A-10,Dan Hurley,H,Saint Louis,A-10,Jim Crews,W,81,68,24,51,6,15,27,33,10,25,16,5,5,10,27,19,37,4,12,26,34,7,25,10,7,5,21,25
2015-02-18,Rhode Island,A-10,Dan Hurley,H,UMass,A-10,Derek Kellogg,W,75,59,23,49,6,13,23,32,10,30,15,9,5,13,20,21,46,3,9,14,25,6,27,12,7,3,18,23
2015-02-21,Rhode Island,A-10,Dan Hurley,A,George Mason,A-10,Paul Hewitt,W,71,56,21,52,7,17,22,26,9,33,9,4,5,13,22,16,52,4,9,20,32,16,35,4,8,5,16,23
2015-02-25,Rhode Island,A-10,Dan Hurley,H,Davidson,A-10,Bob McKillop,L,59,60,21,61,1,19,16,33,17,44,9,8,7,10,18,23,56,3,19,11,15,6,36,10,6,2,14,22
2015-02-28,Rhode Island,A-10,Dan Hurley,A,La Salle,A-10,John Giannini,W,59,56,23,52,2,11,11,19,11,28,13,4,1,15,22,20,47,3,16,13,25,9,26,10,6,2,12,19
2015-03-03,Rhode Island,A-10,Dan Hurley,A,Dayton,A-10,Archie Miller,L,59,75,22,44,3,12,12,23,4,21,12,2,6,11,26,24,42,3,8,24,31,1,24,12,6,4,8,20
2015-03-07,Rhode Island,A-10,Dan Hurley,H,St. Joseph's,A-10,Phil Martelli,W,78,68,29,61,3,18,17,21,9,29,15,9,1,8,15,27,48,6,18,8,17,3,27,17,6,2,16,17
2015-03-13,Rhode Island,A-10,Dan Hurley,N,George Washington,A-10,Mike Lonergan,W,71,58,19,45,4,11,29,44,4,33,11,6,9,11,21,19,61,1,16,19,27,11,39,11,4,3,12,27
2015-03-14,Rhode Island,A-10,Dan Hurley,N,Dayton,A-10,Archie Miller,L,52,56,17,43,8,16,10,10,6,26,12,5,2,20,18,21,50,2,13,12,18,8,24,12,11,2,12,11
2015-03-17,Rhode Island,A-10,Dan Hurley,H,Iona,MAAC,Tim Cluess,W,88,75,29,73,8,17,22,31,18,51,18,5,9,10,23,24,71,6,23,21,34,15,47,13,5,8,12,21
2015-03-22,Rhode Island,A-10,Dan Hurley,A,Stanford,Pac-12,Johnny Dawkins,L,65,74,24,57,5,13,12,21,6,30,10,4,5,15,35,18,53,2,13,36,49,9,35,3,7,4,9,21
2014-11-14,UTEP,CUSA,Tim Floyd,H,Washington State,Pac-12,Ernie Kent,W,65,52,22,63,4,14,17,26,16,44,13,11,7,14,14,19,54,6,21,8,10,5,33,10,5,5,21,21
2014-11-22,UTEP,CUSA,Tim Floyd,H,New Mexico State,WAC,Marvin Menzies,W,77,76,27,58,3,8,20,31,11,30,14,2,0,12,19,30,55,7,14,9,16,8,31,15,8,2,12,25
2014-11-27,UTEP,CUSA,Tim Floyd,N,Princeton,Ivy,Mitch Henderson,W,62,56,21,46,7,14,13,20,9,33,17,6,4,11,16,19,52,6,19,12,17,8,25,9,3,3,7,18
2014-11-28,UTEP,CUSA,Tim Floyd,N,Xavier,Big East,Chris Mack,W,77,73,26,54,8,20,17,26,8,38,14,3,4,13,22,28,61,8,19,9,15,7,31,15,5,2,9,21
2014-11-30,UTEP,CUSA,Tim Floyd,N,Washington,Pac-12,Lorenzo Romar,L,65,68,22,52,2,15,19,26,11,31,13,7,6,15,21,24,56,6,12,14,20,11,30,11,7,6,12,19
2014-12-03,UTEP,CUSA,Tim Floyd,A,Colorado State,MWC,Larry Eustachy,L,62,65,23,50,4,10,12,22,5,24,13,7,1,12,21,24,50,7,15,10,18,11,37,19,5,3,15,18
2014-12-06,UTEP,CUSA,Tim Floyd,A,New Mexico State,WAC,Marvin Menzies,L,64,71,24,57,3,10,13,17,8,35,8,1,6,13,24,21,53,4,7,25,30,6,31,8,3,8,9,20
2014-12-08,UTEP,CUSA,Tim Floyd,H,Incarnate Word,Southland,Ken Burmeister,W,81,65,33,51,2,9,13,17,7,47,20,2,1,22,20,22,63,6,25,15,23,8,23,7,13,1,8,19
2014-12-16,UTEP,CUSA,Tim Floyd,H,Southeastern Louisiana,Southland,Jay Ladner,W,80,62,31,54,6,14,12,16,3,33,21,4,4,10,13,24,63,4,21,10,14,9,30,8,7,4,7,16
2014-12-19,UTEP,CUSA,Tim Floyd,H,Arizona,Pac-12,Sean Miller,L,55,60,22,54,3,10,8,18,13,33,11,10,2,17,22,20,44,5,11,15,26,8,33,10,10,2,17,19
2014-12-21,UTEP,CUSA,Tim Floyd,H,Alcorn State,SWAC,Luther Riley,W,78,45,30,62,8,23,10,14,9,31,23,7,6,5,17,15,47,3,14,12,20,9,33,5,2,1,19,15
2014-12-22,UTEP,CUSA,Tim Floyd,N,Kent State,MAC,Rob Senderoff,W,78,75,23,44,5,11,27,40,3,32,14,2,3,15,21,27,68,9,28,12,21,12,34,12,4,2,7,28
2015-01-02,UTEP,CUSA,Tim Floyd,A,North Texas,CUSA,Tony Benford,W,85,71,27,53,9,24,22,34,9,23,13,10,3,9,18,25,47,7,18,14,22,7,29,10,6,5,18,21
2015-01-04,UTEP,CUSA,Tim Floyd,A,Rice,CUSA,Mike Rhoades,W,66,57,25,52,8,16,8,10,8,31,15,4,7,8,10,19,53,12,23,7,10,11,25,14,4,5,12,14
2015-01-08,UTEP,CUSA,Tim Floyd,H,Louisiana Tech,CUSA,Michael White,L,45,58,19,51,6,16,1,7,7,31,11,1,2,12,10,24,58,5,14,5,5,10,34,11,8,3,7,13
2015-01-10,UTEP,CUSA,Tim Floyd,H,Southern Miss,CUSA,Doc Sadler,W,74,40,28,49,10,20,8,15,8,37,17,2,5,8,14,15,49,4,19,6,9,6,23,11,3,0,10,16
2015-01-17,UTEP,CUSA,Tim Floyd,A,UTSA,CUSA,Brooks Thompson,W,73,55,27,55,7,20,12,16,9,31,13,10,5,15,19,20,52,3,15,12,22,12,30,7,8,0,20,15
2015-01-22,UTEP,CUSA,Tim Floyd,A,Western Kentucky,CUSA,Ray Harper,L,66,71,27,62,0,17,12,24,7,34,11,9,3,12,19,25,61,6,21,15,24,12,44,16,5,1,17,19
2015-01-24,UTEP,CUSA,Tim Floyd,A,Marshall,CUSA,Dan D'Antoni,L,71,78,28,59,5,16,10,19,6,30,17,6,4,13,21,26,64,10,27,16,22,10,38,15,10,3,10,17
2015-01-29,UTEP,CUSA,Tim Floyd,H,Alabama-Birmingham,CUSA,Jerod Haase,W,71,69,23,49,4,12,21,33,10,33,9,4,3,14,9,30,65,5,16,4,5,10,29,15,11,6,13,25
2015-01-31,UTEP,CUSA,Tim Floyd,H,Middle Tennessee,CUSA,Kermit Davis,W,83,70,22,44,12,16,27,34,5,27,13,3,2,10,18,24,49,5,15,17,25,8,28,12,3,1,10,25
2015-02-05,UTEP,CUSA,Tim Floyd,A,Florida Atlantic,CUSA,Michael Curry,W,63,56,23,49,2,7,15,25,9,33,9,8,6,10,13,22,56,4,19,8,10,9,33,12,6,0,13,20
2015-02-07,UTEP,CUSA,Tim Floyd,A,Florida International,CUSA,Anthony Evans,W,67,64,21,50,7,19,18,32,9,28,13,6,8,8,15,23,49,3,10,15,19,7,29,10,5,5,13,23
2015-02-12,UTEP,CUSA,Tim Floyd,H,Charlotte,CUSA,Ryan Odom,W,73,68,25,51,6,16,17,23,7,24,12,8,3,13,14,27,60,5,11,9,11,13,35,10,8,1,21,18
2015-02-14,UTEP,CUSA,Tim Floyd,H,Old Dominion,CUSA,Jeff Jones,W,62,47,19,43,4,17,20,30,7,31,10,4,5,10,16,16,52,3,16,12,20,13,32,7,6,3,11,25
2015-02-21,UTEP,CUSA,Tim Floyd,H,UTSA,CUSA,Brooks Thompson,W,69,62,25,55,7,17,12,16,11,35,17,3,4,11,18,26,59,5,18,5,12,10,30,11,5,2,9,17
2015-02-26,UTEP,CUSA,Tim Floyd,A,Louisiana Tech,CUSA,Michael White,L,60,77,23,62,3,17,11,18,8,28,11,7,3,7,21,25,55,9,20,18,25,7,39,14,4,8,13,19
2015-02-28,UTEP,CUSA,Tim Floyd,A,Southern Miss,CUSA,Doc Sadler,L,60,63,20,48,7,22,13,18,8,37,12,3,1,17,20,21,52,5,21,16,29,6,25,17,11,4,5,17
2015-03-05,UTEP,CUSA,Tim Floyd,H,North Texas,CUSA,Tony Benford,W,83,60,28,47,9,18,18,23,6,29,18,5,5,10,13,25,57,5,18,5,9,8,22,11,3,0,13,13
2015-03-07,UTEP,CUSA,Tim Floyd,H,Rice,CUSA,Mike Rhoades,W,68,65,22,47,5,17,19,31,8,27,14,9,6,12,17,21,50,9,21,14,19,9,28,12,6,1,15,21
2015-03-12,UTEP,CUSA,Tim Floyd,N,Florida International,CUSA,Anthony Evans,W,83,71,25,41,8,12,25,32,6,30,13,6,10,17,17,24,64,7,20,16,23,16,27,13,11,2,12,19
2015-03-13,UTEP,CUSA,Tim Floyd,N,Middle Tennessee,CUSA,Kermit Davis,L,50,53,20,50,5,17,5,10,12,34,13,2,2,12,15,19,53,8,22,7,13,11,29,7,4,6,8,17
2015-03-17,UTEP,CUSA,Tim Floyd,A,Murray State,OVC,Steve Prohm,L,66,81,19,55,6,12,22,29,10,33,10,6,2,10,19,30,61,6,16,15,20,10,39,20,4,1,10,18
2014-11-15,Providence,Big East,Ed Cooley,H,Albany (NY),AEC,Will Brown,W,64,60,24,59,4,13,12,24,13,34,14,6,3,12,15,25,53,7,17,3,8,7,33,13,6,1,18,21
