Date,Team,Conference,Coach,Location,Opponent,OpponentConference,OpponentCoach,Result,Points,OpponentPoints,FieldGoals,FieldGoalAttempts,ThreePointers,ThreePointerAttempts,FreeThrows,FreeThrowAttempts,OffensiveRebounds,TeamRebounds,Assists,Steals,Blocks,Turnovers,PersonalFouls,OpponentFieldGoals,OpponentFieldGoalAttempts,OpponentThreePointers,OpponentThreePointerAttempts,OpponentFreeThrows,OpponentFreeThrowAttempts,OpponentOffensiveRebounds,OpponentTeamRebounds,OpponentAssists,OpponentSteals,OpponentBlocks,OpponentTurnovers,OpponentPersonalFouls
2014-03-03,North Carolina Central,MEAC,LeVelle Moton,H,Savannah State,MEAC,Horace Broadnax,W,64,57,21,55,3,18,19,28,10,29,12,9,7,9,16,20,50,7,15,10,17,8,33,6,4,6,19,21
2014-03-06,North Carolina Central,MEAC,LeVelle Moton,A,Norfolk State,MEAC,Robert Jones,W,76,70,27,51,5,12,17,30,8,25,14,1,2,5,17,23,54,12,19,12,15,10,31,14,4,7,13,21
2014-03-12,North Carolina Central,MEAC,LeVelle Moton,N,Howard,MEAC,Kevin Nickelberry,W,92,46,30,49,10,20,22,31,6,33,21,5,4,11,22,11,46,2,13,22,36,8,21,2,7,1,16,21
2014-03-14,North Carolina Central,MEAC,LeVelle Moton,N,Norfolk State,MEAC,Robert Jones,W,68,45,21,52,6,16,20,24,11,28,12,5,1,7,12,16,39,4,8,9,14,5,21,9,4,7,14,23
2014-03-15,North Carolina Central,MEAC,LeVelle Moton,N,Morgan State,MEAC,Todd Bozeman,W,71,62,19,43,7,13,26,33,11,34,10,4,0,14,21,22,58,5,21,13,19,10,24,12,5,2,10,26
2014-03-21,North Carolina Central,MEAC,LeVelle Moton,N,Iowa State,Big 12,Fred Hoiberg,L,75,93,30,65,5,16,10,12,8,19,12,3,5,6,13,35,55,9,17,14,16,8,31,21,5,5,9,14
2013-11-08,Rhode Island,A-10,Dan Hurley,H,Maine,AEC,Ted Woodward,W,97,77,30,64,4,21,33,49,19,54,15,7,3,14,22,28,67,4,22,17,24,4,23,8,8,0,13,31
2013-11-11,Rhode Island,A-10,Dan Hurley,A,SMU,AAC,Larry Brown,L,58,89,20,65,2,15,16,24,17,37,10,5,4,20,23,36,65,6,13,11,24,13,40,21,8,9,13,19
2013-11-15,Rhode Island,A-10,Dan Hurley,H,North Carolina A&T,MEAC,Cy Alexander,W,72,59,23,49,3,18,23,35,11,32,11,7,2,18,23,21,49,4,16,13,22,6,20,6,8,1,15,28
2013-11-19,Rhode Island,A-10,Dan Hurley,A,Arizona,Pac-12,Sean Miller,L,59,87,20,54,2,12,17,25,3,21,6,5,1,12,19,33,57,7,16,14,20,6,36,19,5,8,14,21
2013-11-23,Rhode Island,A-10,Dan Hurley,H,UMass-Lowell,AEC,Pat Duquette,W,79,68,27,51,6,14,19,31,11,33,15,4,5,12,15,26,60,6,19,10,16,12,30,5,7,1,12,24
2013-11-25,Rhode Island,A-10,Dan Hurley,H,UNC Asheville,Big South,Nick McDevitt,W,73,56,26,53,5,18,16,23,13,33,8,8,2,12,14,19,43,6,16,12,17,6,20,4,4,3,15,16
2013-11-26,Rhode Island,A-10,Dan Hurley,H,McNeese State,Southland,Dave Simmons,W,76,71,22,49,10,23,22,24,8,32,16,3,2,14,14,31,63,3,16,6,10,7,24,12,10,2,8,18
2013-11-30,Rhode Island,A-10,Dan Hurley,A,George Mason,A-10,Paul Hewitt,L,54,61,20,50,2,10,12,17,7,28,4,7,3,15,24,21,50,2,11,17,26,11,33,11,6,8,13,18
2013-12-05,Rhode Island,A-10,Dan Hurley,H,Providence,Big East,Ed Cooley,L,49,50,21,54,1,7,6,12,13,34,8,5,8,10,15,18,48,5,17,9,14,11,32,11,5,2,9,12
2013-12-08,Rhode Island,A-10,Dan Hurley,A,Detroit,Horizon,Ray McCallum,L,68,70,27,58,6,19,8,19,11,34,11,3,6,14,19,27,62,1,12,15,22,11,33,12,9,7,10,15
2013-12-22,Rhode Island,A-10,Dan Hurley,H,New Hampshire,AEC,Bill Herrion,W,62,45,21,50,6,19,14,21,7,41,14,5,9,16,26,11,49,3,13,20,29,10,29,2,7,2,13,19
2013-12-28,Rhode Island,A-10,Dan Hurley,H,Southern Miss,CUSA,Donnie Tyndall,L,64,77,19,46,8,21,18,29,3,17,14,3,8,11,25,25,49,2,7,25,35,10,32,10,7,4,13,22
2014-01-02,Rhode Island,A-10,Dan Hurley,A,Brown,Ivy,Mike Martin,W,75,66,25,57,6,16,19,22,6,32,12,8,9,11,19,21,53,11,24,13,24,8,34,10,4,4,17,20
2014-01-04,Rhode Island,A-10,Dan Hurley,A,LSU,SEC,Johnny Jones,W,74,70,26,58,7,16,15,25,15,39,16,6,4,21,19,27,64,4,14,12,19,11,28,11,19,8,12,20
2014-01-07,Rhode Island,A-10,Dan Hurley,H,Saint Louis,A-10,Jim Crews,L,58,59,19,48,4,15,16,24,7,32,11,3,9,11,20,21,58,5,17,12,21,12,34,8,7,3,10,21
2014-01-11,Rhode Island,A-10,Dan Hurley,A,George Washington,A-10,Mike Lonergan,L,56,69,23,54,2,11,8,12,6,28,9,3,8,9,19,29,60,1,11,10,19,10,34,13,7,6,7,20
2014-01-15,Rhode Island,A-10,Dan Hurley,A,La Salle,A-10,John Giannini,L,62,72,24,58,3,11,11,21,10,34,16,3,3,9,24,24,52,5,17,19,26,6,31,11,2,3,7,18
2014-01-18,Rhode Island,A-10,Dan Hurley,H,George Mason,A-10,Paul Hewitt,W,71,69,21,55,6,14,23,30,8,26,8,7,6,11,20,24,51,3,8,18,25,9,31,10,6,6,15,24
2014-01-22,Rhode Island,A-10,Dan Hurley,A,St. Joseph's,A-10,Phil Martelli,L,57,61,22,57,3,16,10,15,10,35,11,5,2,14,28,19,43,2,14,21,38,9,28,11,5,9,13,15
2014-01-25,Rhode Island,A-10,Dan Hurley,H,Dayton,A-10,Archie Miller,W,88,76,30,48,5,10,23,40,9,31,10,6,2,15,19,27,53,3,14,19,25,9,20,13,6,3,14,28
2014-02-01,Rhode Island,A-10,Dan Hurley,A,Fordham,A-10,Tom Pecora,L,79,85,28,56,6,16,17,28,14,31,18,7,6,11,23,29,63,8,17,19,26,16,33,15,6,1,11,19
2014-02-06,Rhode Island,A-10,Dan Hurley,A,VCU,A-10,Shaka Smart,L,52,68,18,52,3,13,13,19,10,36,7,6,6,19,21,21,62,5,13,21,31,17,41,11,13,7,11,19
2014-02-09,Rhode Island,A-10,Dan Hurley,H,UMass,A-10,Derek Kellogg,L,68,73,22,53,5,15,19,25,9,24,10,4,5,15,22,26,49,2,10,19,29,8,28,11,7,10,15,19
2014-02-12,Rhode Island,A-10,Dan Hurley,A,Dayton,A-10,Archie Miller,L,69,76,25,48,4,8,15,21,8,29,13,1,2,17,23,23,55,6,18,24,29,11,26,8,5,4,8,20
2014-02-15,Rhode Island,A-10,Dan Hurley,H,Duquesne,A-10,Jim Ferry,L,71,83,24,45,10,17,13,25,2,21,16,5,4,14,15,30,53,8,18,15,21,6,28,15,6,1,13,18
2014-02-19,Rhode Island,A-10,Dan Hurley,H,St. Joseph's,A-10,Phil Martelli,L,54,57,20,53,3,14,11,17,7,31,14,2,3,8,13,22,49,4,16,9,14,4,28,11,5,1,7,15
2014-02-22,Rhode Island,A-10,Dan Hurley,A,St. Bonaventure,A-10,Mark Schmidt,W,87,78,28,56,5,13,26,33,11,34,10,2,4,13,22,25,55,4,16,24,30,6,24,9,8,6,7,24
2014-02-26,Rhode Island,A-10,Dan Hurley,A,UMass,A-10,Derek Kellogg,L,67,70,26,52,4,13,11,18,6,28,20,6,7,11,24,22,57,5,14,21,31,14,35,15,7,5,10,19
2014-03-01,Rhode Island,A-10,Dan Hurley,H,Richmond,A-10,Chris Mooney,W,66,43,25,54,2,13,14,20,11,42,9,8,11,12,19,12,57,2,19,17,27,14,32,5,7,7,12,17
2014-03-05,Rhode Island,A-10,Dan Hurley,H,Fordham,A-10,Tom Pecora,W,77,65,25,50,7,17,20,36,11,45,18,5,11,17,16,25,74,8,29,7,11,12,35,9,8,1,9,26
2014-03-13,Rhode Island,A-10,Dan Hurley,N,UMass,A-10,Derek Kellogg,L,61,65,23,50,4,12,11,23,6,33,10,6,7,16,25,17,54,3,15,28,36,10,37,6,13,4,11,24
2013-11-15,UTEP,CUSA,Tim Floyd,A,New Mexico State,WAC,Marvin Menzies,L,73,86,23,50,4,10,23,34,10,22,11,7,0,14,30,25,44,4,11,32,47,12,34,10,5,5,17,23
2013-11-19,UTEP,CUSA,Tim Floyd,H,Colorado State,MWC,Larry Eustachy,W,82,74,23,59,4,12,32,43,16,48,10,5,7,13,26,22,61,8,21,22,32,7,29,10,5,2,7,28
2013-11-23,UTEP,CUSA,Tim Floyd,H,New Mexico State,WAC,Marvin Menzies,L,68,77,22,51,3,10,21,30,7,27,14,3,4,14,30,21,45,6,11,29,43,7,25,16,8,3,12,26
2013-11-28,UTEP,CUSA,Tim Floyd,N,Tennessee,SEC,Cuonzo Martin,W,78,70,29,50,3,10,17,26,5,22,13,3,3,12,27,22,63,3,21,23,39,21,40,8,6,3,15,25
2013-11-29,UTEP,CUSA,Tim Floyd,N,Iowa,Big Ten,Fran McCaffery,L,53,89,18,52,5,22,12,21,5,23,11,4,2,6,17,31,59,9,16,18,22,12,44,22,2,4,5,17
2013-11-30,UTEP,CUSA,Tim Floyd,N,Kansas,Big 12,Bill Self,L,63,67,22,54,5,13,14,24,11,31,9,9,6,11,23,22,56,5,19,18,26,13,38,12,5,11,15,24
2013-12-07,UTEP,CUSA,Tim Floyd,H,Sacramento State,Big Sky,Brian Katz,W,69,51,18,41,3,10,30,45,11,44,10,6,3,13,16,17,59,6,22,11,14,8,28,12,8,0,10,29
2013-12-16,UTEP,CUSA,Tim Floyd,H,New Orleans,Southland,Mark Slessinger,L,69,71,25,56,6,15,13,18,11,32,18,3,4,11,16,27,53,8,20,9,17,7,30,17,3,1,9,17
2013-12-19,UTEP,CUSA,Tim Floyd,H,Northwestern State,Southland,Mike McConathy,W,84,74,29,48,4,11,22,31,7,38,21,7,6,18,15,27,71,4,20,16,21,10,26,10,9,1,9,24
2013-12-21,UTEP,CUSA,Tim Floyd,A,Washington State,Pac-12,Ken Bone,W,64,51,22,43,5,14,15,20,5,29,12,4,5,9,18,20,59,7,27,4,11,13,33,7,3,2,9,19
2013-12-23,UTEP,CUSA,Tim Floyd,H,Montana State,Big Sky,Brad Huse,W,70,55,22,46,8,16,18,26,8,38,14,6,2,18,16,19,55,8,21,9,14,7,26,11,10,1,14,22
2013-12-28,UTEP,CUSA,Tim Floyd,H,Western Illinois,Summit,Jim Molinari,W,67,64,18,52,2,11,29,39,13,36,9,2,2,15,17,24,52,5,16,11,16,4,26,16,5,2,15,27
2013-12-29,UTEP,CUSA,Tim Floyd,H,Denver,Summit,Joe Scott,W,60,54,16,49,2,19,26,36,13,46,6,4,8,20,16,18,66,6,28,12,16,12,36,12,11,0,10,25
2014-01-09,UTEP,CUSA,Tim Floyd,H,Charlotte,CUSA,Alan Major,L,68,73,23,55,6,24,16,23,5,23,16,6,2,8,20,26,54,6,15,15,22,11,38,17,3,1,14,23
2014-01-11,UTEP,CUSA,Tim Floyd,H,Marshall,CUSA,Tom Herrion,W,66,56,22,47,5,14,17,27,10,42,15,2,4,15,15,19,61,5,21,13,23,12,29,7,4,0,8,22
2014-01-16,UTEP,CUSA,Tim Floyd,A,Middle Tennessee,CUSA,Kermit Davis,W,63,54,23,50,5,14,12,19,9,34,10,8,12,17,15,19,59,4,20,12,20,11,29,9,9,2,12,14
2014-01-18,UTEP,CUSA,Tim Floyd,A,Alabama-Birmingham,CUSA,Jerod Haase,W,63,61,24,54,6,14,9,11,7,31,15,4,2,10,19,22,52,2,14,15,21,9,30,11,5,4,10,15
2014-01-25,UTEP,CUSA,Tim Floyd,H,UTSA,CUSA,Brooks Thompson,W,81,62,30,54,6,12,15,25,5,31,17,10,1,10,16,21,46,6,17,14,21,4,26,11,6,1,16,23
2014-01-30,UTEP,CUSA,Tim Floyd,H,Louisiana Tech,CUSA,Michael White,W,89,79,28,50,5,11,28,45,8,35,16,7,5,14,24,28,66,8,33,15,25,9,29,18,4,3,14,30
2014-02-01,UTEP,CUSA,Tim Floyd,H,Rice,CUSA,Ben Braun,W,68,57,20,48,6,13,22,28,6,35,15,5,3,10,15,20,56,11,28,6,11,8,32,13,6,2,11,24
2014-02-06,UTEP,CUSA,Tim Floyd,A,East Carolina,CUSA,Jeff Lebo,W,58,47,26,50,4,17,2,5,15,41,14,2,2,11,11,17,48,9,20,4,8,5,15,11,6,0,4,14
2014-02-08,UTEP,CUSA,Tim Floyd,A,Old Dominion,CUSA,Jeff Jones,W,63,49,19,39,3,9,22,32,8,29,13,4,2,12,26,12,47,3,19,22,35,19,37,4,5,4,11,26
2014-02-13,UTEP,CUSA,Tim Floyd,H,Florida Atlantic,CUSA,Mike Jarvis,L,69,71,24,51,4,7,17,22,7,22,13,6,4,9,14,26,50,10,20,9,13,9,25,10,6,5,13,19
2014-02-15,UTEP,CUSA,Tim Floyd,H,Florida International,CUSA,Anthony Evans,W,84,71,28,49,7,12,21,27,8,31,21,5,3,17,15,26,61,4,21,15,20,14,28,9,13,3,13,20
2014-02-20,UTEP,CUSA,Tim Floyd,A,Tulane,CUSA,Ed Conroy,W,72,54,27,48,2,8,16,21,8,27,14,3,2,9,16,17,48,6,20,14,21,9,24,10,5,3,8,17
2014-02-22,UTEP,CUSA,Tim Floyd,A,Southern Miss,CUSA,Donnie Tyndall,L,68,77,24,46,4,14,16,26,11,26,18,5,6,13,18,25,52,9,17,18,26,13,31,15,5,1,8,24
2014-02-27,UTEP,CUSA,Tim Floyd,H,Tulsa,CUSA,Danny Manning,L,60,65,21,51,0,8,18,23,9,35,7,6,5,17,19,23,56,2,19,17,23,11,31,8,8,5,13,20
2014-03-02,UTEP,CUSA,Tim Floyd,A,North Texas,CUSA,Tony Benford,W,74,54,25,48,5,12,19,27,8,43,8,3,6,18,16,17,66,2,17,18,27,12,30,2,11,3,9,21
2014-03-06,UTEP,CUSA,Tim Floyd,A,UTSA,CUSA,Brooks Thompson,W,61,51,23,52,4,12,11,22,12,35,15,7,7,11,13,21,66,6,23,3,10,22,41,11,7,2,10,17
2014-03-12,UTEP,CUSA,Tim Floyd,H,East Carolina,CUSA,Jeff Lebo,W,77,68,29,56,7,19,12,22,9,29,15,6,5,10,13,25,58,12,24,6,11,10,26,11,4,2,14,20
2014-03-13,UTEP,CUSA,Tim Floyd,N,Southern Miss,CUSA,Donnie Tyndall,L,56,64,19,49,3,22,15,21,7,27,5,2,3,12,18,25,61,3,18,11,16,19,44,7,7,0,14,21
2014-03-19,UTEP,CUSA,Tim Floyd,H,Fresno State,MWC,Rodney Terry,L,56,61,18,51,3,11,17,23,11,34,13,4,4,10,13,22,54,8,21,9,11,7,27,12,5,6,9,18
2013-11-08,Providence,Big East,Ed Cooley,H,Boston College,ACC,Steve Donahue,W,82,78,24,56,4,15,30,36,10,35,13,7,4,16,28,26,51,6,15,20,24,1,18,11,3,1,17,27
2013-11-13,Providence,Big East,Ed Cooley,H,Brown,Ivy,Mike Martin,W,73,69,25,64,6,18,17,19,11,38,19,5,3,14,12,25,61,6,17,13,17,8,28,11,7,3,10,19
