Date,Team,Conference,Coach,Location,Opponent,OpponentConference,OpponentCoach,Result,Points,OpponentPoints,FieldGoals,FieldGoalAttempts,ThreePointers,ThreePointerAttempts,FreeThrows,FreeThrowAttempts,OffensiveRebounds,TeamRebounds,Assists,Steals,Blocks,Turnovers,PersonalFouls,OpponentFieldGoals,OpponentFieldGoalAttempts,OpponentThreePointers,OpponentThreePointerAttempts,OpponentFreeThrows,OpponentFreeThrowAttempts,OpponentOffensiveRebounds,OpponentTeamRebounds,OpponentAssists,OpponentSteals,OpponentBlocks,OpponentTurnovers,OpponentPersonalFouls
2013-03-07,North Carolina Central,MEAC,LeVelle Moton,A,Hampton,MEAC,Edward Joyner,W,68,64,24,61,6,15,14,22,10,34,9,5,6,10,16,23,58,4,13,14,20,11,36,16,6,11,12,23
2013-03-13,North Carolina Central,MEAC,LeVelle Moton,N,North Carolina A&T,MEAC,Cy Alexander,L,42,55,12,53,6,25,12,26,9,36,8,1,2,17,25,15,41,2,14,23,34,5,30,6,7,4,14,23
2012-11-09,Rhode Island,A-10,Dan Hurley,H,Norfolk State,MEAC,Anthony Evans,L,55,67,15,53,6,20,19,30,15,33,6,8,5,8,19,25,56,5,13,12,18,13,40,9,4,6,13,25
2012-11-12,Rhode Island,A-10,Dan Hurley,A,Virginia Tech,ACC,James Johnson,L,50,69,20,59,1,21,9,16,8,30,4,3,2,10,18,26,57,7,21,10,17,8,39,14,5,9,9,15
2012-11-17,Rhode Island,A-10,Dan Hurley,N,Ohio State,Big Ten,Thad Matta,L,58,69,21,48,8,17,8,8,4,21,9,6,4,11,13,24,55,8,19,13,18,12,32,9,5,3,7,14
2012-11-18,Rhode Island,A-10,Dan Hurley,N,Seton Hall,Big East,Kevin Willard,L,55,60,21,48,8,20,5,7,7,26,6,4,1,7,21,18,45,4,15,20,26,8,24,9,6,0,7,15
2012-11-23,Rhode Island,A-10,Dan Hurley,H,Loyola (MD),MAAC,Jimmy Patsos,L,54,58,20,59,4,22,10,20,19,45,6,3,12,10,16,23,67,4,20,8,18,17,40,10,7,4,6,16
2012-11-25,Rhode Island,A-10,Dan Hurley,A,Auburn,SEC,Tony Barbee,W,78,72,26,65,13,26,13,21,11,36,14,11,3,15,13,28,62,11,27,5,7,10,33,21,8,3,19,18
2012-11-28,Rhode Island,A-10,Dan Hurley,H,George Mason,CAA,Paul Hewitt,L,52,55,17,51,5,18,13,26,8,26,12,6,7,6,20,21,56,4,12,9,15,14,41,9,4,3,15,22
2012-12-01,Rhode Island,A-10,Dan Hurley,H,Vermont,AEC,John Becker,W,76,66,23,52,7,16,23,35,8,27,13,9,5,12,26,20,50,5,14,21,29,10,39,10,6,3,17,28
2012-12-06,Rhode Island,A-10,Dan Hurley,A,Providence,Big East,Ed Cooley,L,57,72,20,52,3,18,14,17,6,26,11,7,5,20,21,23,57,2,15,24,26,10,35,13,13,3,16,15
2012-12-15,Rhode Island,A-10,Dan Hurley,H,SMU,CUSA,Larry Brown,W,72,50,25,51,10,23,12,14,7,22,17,12,4,11,12,19,44,3,11,9,13,8,26,12,3,1,22,13
2012-12-22,Rhode Island,A-10,Dan Hurley,H,Georgia State,CAA,Ron Hunter,W,65,60,21,47,8,20,15,21,5,33,7,0,6,12,19,21,53,4,17,14,20,5,29,6,9,5,6,19
2012-12-27,Rhode Island,A-10,Dan Hurley,A,Saint Mary's,WCC,Randy Bennett,L,59,82,23,53,7,19,6,8,2,13,9,7,1,9,19,29,55,8,19,16,23,12,40,16,4,5,13,13
2013-01-04,Rhode Island,A-10,Dan Hurley,H,Brown,Ivy,Mike Martin,W,59,47,18,55,4,15,19,31,13,39,11,8,4,12,16,16,53,4,17,11,21,9,35,9,7,4,13,26
2013-01-09,Rhode Island,A-10,Dan Hurley,A,Richmond,A-10,Chris Mooney,L,61,64,22,57,5,19,12,19,14,42,7,2,3,8,23,21,50,4,18,18,30,9,33,9,3,7,10,18
2013-01-12,Rhode Island,A-10,Dan Hurley,H,Charlotte,A-10,Alan Major,L,50,58,18,47,3,17,11,18,3,23,8,3,6,11,17,19,51,3,14,17,26,11,37,10,8,1,13,16
2013-01-19,Rhode Island,A-10,Dan Hurley,A,Saint Louis,A-10,Jim Crews,W,82,80,27,49,10,19,18,21,9,30,17,5,9,18,19,28,64,14,26,10,15,9,21,17,11,2,11,19
2013-01-23,Rhode Island,A-10,Dan Hurley,H,George Washington,A-10,Mike Lonergan,L,65,66,24,48,6,15,11,18,6,23,12,8,4,13,23,25,49,4,12,12,24,14,31,12,4,4,13,19
2013-01-26,Rhode Island,A-10,Dan Hurley,A,Fordham,A-10,Tom Pecora,L,63,66,18,47,6,24,21,30,6,29,11,1,3,13,27,22,60,3,18,19,33,18,43,11,6,3,10,19
2013-01-30,Rhode Island,A-10,Dan Hurley,H,VCU,A-10,Shaka Smart,L,64,70,24,54,6,18,10,14,11,21,13,9,4,17,18,25,52,2,11,18,25,14,32,10,7,3,18,16
2013-02-02,Rhode Island,A-10,Dan Hurley,A,Butler,A-10,Brad Stevens,L,68,75,20,50,4,11,24,28,9,22,9,5,3,11,23,23,47,5,12,24,27,7,28,11,5,2,15,21
2013-02-06,Rhode Island,A-10,Dan Hurley,A,UMass,A-10,Derek Kellogg,L,53,81,18,54,7,30,10,12,5,24,10,5,0,12,21,28,54,9,19,16,21,7,33,19,7,4,11,16
2013-02-09,Rhode Island,A-10,Dan Hurley,H,St. Bonaventure,A-10,Mark Schmidt,L,61,67,19,49,5,16,18,26,14,34,10,4,4,18,20,21,49,6,23,19,22,6,23,13,9,5,12,22
2013-02-13,Rhode Island,A-10,Dan Hurley,H,Dayton,A-10,Archie Miller,W,75,72,28,56,10,22,9,15,7,29,19,6,9,12,18,25,58,6,14,16,19,11,34,10,4,3,15,19
2013-02-16,Rhode Island,A-10,Dan Hurley,A,Duquesne,A-10,Jim Ferry,W,67,62,23,54,7,20,14,17,8,32,13,6,4,14,15,23,57,10,27,6,14,8,30,10,4,6,12,17
2013-02-20,Rhode Island,A-10,Dan Hurley,H,Xavier,A-10,Chris Mack,L,42,55,13,54,5,30,11,17,5,27,10,5,0,8,19,18,45,2,6,17,24,6,43,7,3,3,14,20
2013-02-24,Rhode Island,A-10,Dan Hurley,H,La Salle,A-10,John Giannini,L,65,72,26,58,5,11,8,16,8,30,16,4,2,9,18,23,52,9,23,17,20,7,35,15,4,5,10,16
2013-03-02,Rhode Island,A-10,Dan Hurley,A,Temple,A-10,Fran Dunphy,L,70,76,25,55,10,20,10,20,9,29,13,6,0,12,23,27,59,9,24,13,24,17,38,16,6,6,14,19
2013-03-06,Rhode Island,A-10,Dan Hurley,A,St. Joseph's,A-10,Phil Martelli,L,44,81,18,62,1,20,7,9,10,28,10,6,1,11,21,27,51,10,28,17,24,6,34,16,5,4,11,10
2013-03-09,Rhode Island,A-10,Dan Hurley,H,UMass,A-10,Derek Kellogg,L,66,75,23,52,9,21,11,19,5,25,13,2,6,7,21,24,51,11,20,16,24,8,35,15,4,3,10,20
2012-11-09,UTEP,CUSA,Tim Floyd,H,Oral Roberts,Southland,Scott Sutton,W,69,49,30,64,1,7,8,14,8,25,18,11,6,7,15,18,48,5,13,8,12,10,31,11,6,5,20,16
2012-11-15,UTEP,CUSA,Tim Floyd,A,Arizona,Pac-12,Sean Miller,L,51,72,16,44,5,14,14,19,5,14,6,6,3,15,19,22,45,9,18,19,23,13,35,14,6,3,19,19
2012-11-22,UTEP,CUSA,Tim Floyd,N,Oklahoma,Big 12,Lon Kruger,L,61,68,19,46,4,10,19,24,5,28,11,6,3,17,18,25,60,6,18,12,20,15,37,14,8,5,11,24
2012-11-23,UTEP,CUSA,Tim Floyd,N,Clemson,ACC,Brad Brownell,L,48,69,17,46,3,8,11,21,8,21,7,5,0,9,16,23,44,12,16,11,14,7,31,12,6,3,12,19
2012-11-25,UTEP,CUSA,Tim Floyd,N,Vanderbilt,SEC,Kevin Stallings,L,49,73,17,39,4,13,11,15,5,22,11,2,3,19,15,25,49,9,19,14,19,7,25,10,15,1,12,18
2012-11-28,UTEP,CUSA,Tim Floyd,H,New Mexico State,WAC,Marvin Menzies,W,55,54,19,41,1,8,16,21,5,20,13,6,1,13,17,19,43,3,11,13,17,8,28,10,9,2,20,18
2012-12-08,UTEP,CUSA,Tim Floyd,H,Idaho,WAC,Don Verlin,W,64,60,23,44,4,12,14,18,4,23,15,2,5,8,21,21,47,6,16,12,21,10,28,12,3,0,11,21
2012-12-17,UTEP,CUSA,Tim Floyd,H,UNLV,MWC,Dave Rice,L,60,62,21,52,6,18,12,17,4,29,8,3,3,14,19,22,49,8,17,10,18,6,31,13,6,2,11,20
2012-12-19,UTEP,CUSA,Tim Floyd,H,Oregon,Pac-12,Dana Altman,W,91,84,29,59,3,12,30,41,5,34,21,8,4,20,22,31,81,8,28,14,27,22,45,19,12,3,17,28
2012-12-22,UTEP,CUSA,Tim Floyd,H,Arkansas-Pine Bluff,SWAC,George Ivory,W,83,61,28,45,9,14,18,28,6,34,21,5,1,15,13,25,64,6,29,5,10,12,27,13,10,2,11,20
2012-12-23,UTEP,CUSA,Tim Floyd,N,Nebraska,Big Ten,Tim Miles,W,68,52,25,53,8,17,10,15,6,35,12,6,4,11,15,19,51,2,13,12,17,7,29,11,4,1,10,16
2013-01-02,UTEP,CUSA,Tim Floyd,A,Colorado State,MWC,Larry Eustachy,L,58,62,18,49,5,16,17,23,6,29,7,4,5,8,19,22,50,2,9,16,23,9,35,8,4,3,11,17
2013-01-09,UTEP,CUSA,Tim Floyd,A,Tulane,CUSA,Ed Conroy,W,66,57,24,48,6,13,12,18,7,33,15,3,5,9,18,20,60,3,14,14,23,12,31,7,5,0,5,18
2013-01-12,UTEP,CUSA,Tim Floyd,H,Marshall,CUSA,Tom Herrion,W,74,63,23,48,5,11,23,30,6,25,13,6,3,16,22,21,47,4,13,17,25,5,21,11,6,6,12,29
2013-01-14,UTEP,CUSA,Tim Floyd,H,Houston Baptist,GWC,Ron Cottrell,W,72,44,24,54,6,16,18,26,11,40,16,5,7,11,13,19,60,2,12,4,11,11,32,8,8,4,12,20
2013-01-16,UTEP,CUSA,Tim Floyd,A,Tulsa,CUSA,Danny Manning,L,42,45,16,51,4,20,6,11,11,31,9,11,4,10,12,18,45,2,7,7,11,7,29,8,3,1,16,13
2013-01-19,UTEP,CUSA,Tim Floyd,H,SMU,CUSA,Larry Brown,W,63,54,17,36,8,16,21,33,5,22,13,9,4,15,17,18,44,2,8,16,20,7,26,8,4,0,20,24
2013-01-26,UTEP,CUSA,Tim Floyd,A,East Carolina,CUSA,Jeff Lebo,W,68,67,24,57,4,11,16,27,16,39,11,4,3,10,18,21,57,5,17,20,21,13,30,13,9,5,7,21
2013-01-30,UTEP,CUSA,Tim Floyd,A,Alabama-Birmingham,CUSA,Jerod Haase,L,72,78,24,48,10,19,14,29,9,31,15,5,9,21,18,29,61,6,14,14,21,10,30,17,11,7,15,22
2013-02-02,UTEP,CUSA,Tim Floyd,H,Tulane,CUSA,Ed Conroy,W,62,50,23,47,6,17,10,14,4,22,18,5,4,7,15,19,47,2,12,10,14,8,23,9,4,3,10,16
2013-02-06,UTEP,CUSA,Tim Floyd,H,Rice,CUSA,Ben Braun,W,65,53,24,47,10,19,7,11,6,25,21,4,6,9,8,21,51,6,17,5,8,10,29,10,5,0,9,13
2013-02-09,UTEP,CUSA,Tim Floyd,H,Tulsa,CUSA,Danny Manning,L,70,74,20,54,8,25,22,29,12,32,11,3,2,8,20,25,56,6,13,18,23,9,32,18,4,3,8,21
2013-02-13,UTEP,CUSA,Tim Floyd,A,Houston,CUSA,James Dickey,L,61,79,21,47,5,17,14,20,3,22,13,4,3,11,18,27,49,9,13,16,25,9,36,19,7,5,11,16
2013-02-16,UTEP,CUSA,Tim Floyd,H,UCF,CUSA,Donnie Jones,W,73,58,27,51,5,16,14,17,4,28,14,6,3,9,18,20,62,6,28,12,18,16,37,11,8,3,10,17
2013-02-20,UTEP,CUSA,Tim Floyd,A,Southern Miss,CUSA,Donnie Tyndall,L,39,45,15,50,4,26,5,8,8,29,10,4,3,12,15,16,48,5,22,8,13,9,35,7,5,2,11,12
2013-02-23,UTEP,CUSA,Tim Floyd,A,New Mexico State,WAC,Marvin Menzies,L,51,55,21,50,5,14,4,6,3,23,7,3,2,14,19,18,47,6,14,13,22,11,35,10,5,6,14,10
2013-02-27,UTEP,CUSA,Tim Floyd,H,Houston,CUSA,James Dickey,W,63,53,19,54,4,21,21,30,11,39,13,8,5,13,16,17,45,4,11,15,22,0,24,12,8,6,16,23
2013-03-02,UTEP,CUSA,Tim Floyd,A,Rice,CUSA,Ben Braun,W,67,56,25,53,6,20,11,19,10,42,16,6,1,11,15,19,52,7,20,11,14,1,24,9,6,2,8,16
2013-03-05,UTEP,CUSA,Tim Floyd,H,Memphis,CUSA,Josh Pastner,L,54,56,19,45,3,16,13,19,3,25,12,5,4,12,14,22,52,5,13,7,13,10,32,15,6,2,16,18
2013-03-09,UTEP,CUSA,Tim Floyd,A,SMU,CUSA,Larry Brown,W,76,63,29,49,9,19,9,17,7,26,24,8,4,11,25,24,55,1,6,14,23,13,25,9,5,0,9,14
2013-03-14,UTEP,CUSA,Tim Floyd,N,Houston,CUSA,James Dickey,W,80,69,26,51,7,16,21,30,10,27,16,5,7,12,15,28,67,2,11,11,15,19,36,14,8,1,10,26
2013-03-15,UTEP,CUSA,Tim Floyd,N,Southern Miss,CUSA,Donnie Tyndall,L,67,85,23,49,9,23,12,19,9,23,11,3,1,12,23,31,53,6,14,17,24,11,28,13,4,1,7,17
2012-11-10,Providence,Big East,Ed Cooley,H,NJIT,GWC,Jim Engles,W,64,63,20,62,3,21,21,27,14,37,10,5,6,11,13,22,60,7,17,12,14,9,36,13,5,4,13,18
2012-11-12,Providence,Big East,Ed Cooley,H,Bryant,NEC,Tim O'Shea,W,81,49,31,54,8,15,11,18,13,42,21,8,6,15,16,16,52,5,26,12,18,11,26,11,7,0,14,19
2012-11-15,Providence,Big East,Ed Cooley,N,UMass,A-10,Derek Kellogg,L,75,77,26,54,5,19,18,24,10,31,9,3,1,11,18,31,61,6,19,9,17,14,33,10,7,3,15,22
2012-11-16,Providence,Big East,Ed Cooley,N,Penn State,Big Ten,Patrick Chambers,L,52,55,15,45,5,16,17,24,12,32,6,8,1,20,19,20,53,4,21,11,19,15,33,10,11,3,16,21
2012-11-18,Providence,Big East,Ed Cooley,N,UNC Asheville,Big South,Eddie Biedenbach,W,72,67,27,49,6,16,12,21,8,36,11,7,2,20,15,26,71,6,17,9,14,19,35,10,14,1,12,18
2012-11-23,Providence,Big East,Ed Cooley,H,Fairfield,MAAC,Sydney Johnson,W,66,47,22,46,5,16,17,24,10,35,15,5,5,17,11,19,54,4,18,5,8,8,21,9,6,2,16,22
