Date,Team,Conference,Coach,Location,Opponent,OpponentConference,OpponentCoach,Result,Points,OpponentPoints,FieldGoals,FieldGoalAttempts,ThreePointers,ThreePointerAttempts,FreeThrows,FreeThrowAttempts,OffensiveRebounds,TeamRebounds,Assists,Steals,Blocks,Turnovers,PersonalFouls,OpponentFieldGoals,OpponentFieldGoalAttempts,OpponentThreePointers,OpponentThreePointerAttempts,OpponentFreeThrows,OpponentFreeThrowAttempts,OpponentOffensiveRebounds,OpponentTeamRebounds,OpponentAssists,OpponentSteals,OpponentBlocks,OpponentTurnovers,OpponentPersonalFouls
2018-01-06,Washington State,Pac-12,Ernie Kent,H,Washington,Pac-12,Mike Hopkins,L,65,70,23,57,7,27,12,17,16,38,11,7,3,23,17,29,55,2,12,10,14,3,23,8,10,3,17,22
2018-01-11,Washington State,Pac-12,Ernie Kent,H,Stanford,Pac-12,Jerod Haase,L,70,79,25,58,10,29,10,16,15,38,12,2,1,21,21,27,52,11,25,14,21,4,22,12,4,3,13,19
2018-01-13,Washington State,Pac-12,Ernie Kent,H,California,Pac-12,Wyking Jones,W,78,53,29,51,15,28,5,7,2,25,22,5,2,14,11,21,66,4,24,7,9,17,37,6,9,1,13,16
2018-01-18,Washington State,Pac-12,Ernie Kent,A,Colorado,Pac-12,Tad Boyle,L,73,82,27,66,15,34,4,5,4,22,18,5,0,8,17,30,58,9,26,13,18,7,37,15,4,4,10,12
2018-01-21,Washington State,Pac-12,Ernie Kent,A,Utah,Pac-12,Larry Krystkowiak,L,69,82,26,59,9,25,8,10,9,30,12,5,0,14,12,30,63,13,31,9,10,11,34,22,9,4,10,14
2018-01-28,Washington State,Pac-12,Ernie Kent,A,Washington,Pac-12,Mike Hopkins,L,62,80,24,57,6,24,8,11,7,22,17,5,3,15,18,30,56,11,25,9,15,5,28,20,6,4,11,13
2018-01-31,Washington State,Pac-12,Ernie Kent,H,Arizona,Pac-12,Sean Miller,L,72,100,22,54,9,24,19,24,2,18,14,2,6,7,19,39,63,10,17,12,22,7,39,15,3,4,7,21
2018-02-04,Washington State,Pac-12,Ernie Kent,H,Arizona State,Pac-12,Bobby Hurley,L,78,88,28,57,12,31,10,11,6,23,14,6,3,18,14,34,61,8,24,12,13,7,28,13,10,2,10,14
2018-02-08,Washington State,Pac-12,Ernie Kent,A,Oregon State,Pac-12,Wayne Tinkle,L,62,94,22,58,8,31,10,12,8,25,14,4,1,18,21,33,58,7,16,21,25,8,33,21,13,5,12,17
2018-02-11,Washington State,Pac-12,Ernie Kent,A,Oregon,Pac-12,Dana Altman,L,57,84,20,51,10,28,7,12,6,25,14,4,2,15,16,28,55,11,28,17,21,7,32,21,11,3,9,11
2018-02-15,Washington State,Pac-12,Ernie Kent,H,Colorado,Pac-12,Tad Boyle,W,73,69,25,62,7,29,16,23,9,28,9,8,5,7,24,20,51,3,18,26,35,10,36,10,2,3,13,18
2018-02-17,Washington State,Pac-12,Ernie Kent,H,Utah,Pac-12,Larry Krystkowiak,L,70,77,22,61,15,41,11,13,12,31,14,7,1,11,23,25,50,12,31,15,20,7,27,16,4,0,11,12
2018-02-22,Washington State,Pac-12,Ernie Kent,A,California,Pac-12,Wyking Jones,W,78,76,28,56,9,22,13,18,4,23,15,4,0,8,15,29,59,8,18,10,15,8,32,17,2,3,12,16
2018-02-24,Washington State,Pac-12,Ernie Kent,A,Stanford,Pac-12,Jerod Haase,L,84,86,34,60,11,23,5,7,8,21,15,5,3,13,15,31,61,6,14,18,20,15,33,15,9,6,12,13
2018-03-01,Washington State,Pac-12,Ernie Kent,H,Oregon,Pac-12,Dana Altman,W,78,76,28,54,10,25,12,15,7,26,9,8,3,12,13,29,62,10,32,8,12,13,33,14,5,3,13,20
2018-03-03,Washington State,Pac-12,Ernie Kent,H,Oregon State,Pac-12,Wayne Tinkle,L,67,92,25,56,11,28,6,11,4,24,16,5,2,11,19,34,63,10,20,14,20,11,39,19,4,2,6,14
2018-03-07,Washington State,Pac-12,Ernie Kent,N,Oregon,Pac-12,Dana Altman,L,62,64,20,49,7,22,15,18,4,27,9,6,2,15,19,24,62,8,22,8,18,13,37,10,8,2,12,19
2017-11-10,North Carolina Central,MEAC,LeVelle Moton,A,UIC,Horizon,Steve McClain,L,55,65,23,54,5,12,4,6,8,29,12,5,3,22,21,23,56,6,22,13,18,7,27,13,8,3,13,14
2017-11-13,North Carolina Central,MEAC,LeVelle Moton,A,Evansville,MVC,Marty Simmons,L,55,68,21,44,5,16,8,14,9,27,11,6,3,24,21,23,45,7,14,15,20,4,18,18,6,3,12,15
2017-11-15,North Carolina Central,MEAC,LeVelle Moton,A,UT-Martin,OVC,Anthony Stewart,L,57,74,23,59,4,17,7,12,6,29,15,6,5,16,19,27,63,7,25,13,19,11,42,15,7,4,11,15
2017-11-19,North Carolina Central,MEAC,LeVelle Moton,H,Southern,SWAC,Morris Scott,W,80,67,26,49,6,21,22,29,7,31,12,5,2,11,18,22,53,8,23,15,20,8,27,15,3,2,13,21
2017-11-22,North Carolina Central,MEAC,LeVelle Moton,A,Marshall,CUSA,Dan D'Antoni,L,84,92,33,62,12,25,6,12,6,28,19,2,1,12,17,33,61,11,28,15,21,4,28,20,4,6,10,12
2017-11-24,North Carolina Central,MEAC,LeVelle Moton,A,Illinois,Big Ten,Brad Underwood,L,73,86,22,46,6,10,23,31,8,31,10,4,2,20,28,28,62,12,29,18,24,8,27,20,2,3,8,25
2017-11-26,North Carolina Central,MEAC,LeVelle Moton,A,Southeast Missouri State,OVC,Rick Ray,W,77,70,28,54,7,19,14,22,3,29,12,7,4,12,22,22,63,5,20,21,27,13,38,11,7,0,12,18
2017-12-02,North Carolina Central,MEAC,LeVelle Moton,H,Southeast Missouri State,OVC,Rick Ray,L,77,86,29,57,5,15,14,19,7,28,17,2,2,13,20,31,55,10,16,14,22,8,30,18,6,2,10,16
2017-12-09,North Carolina Central,MEAC,LeVelle Moton,A,George Mason,A-10,Dave Paulsen,L,65,77,22,57,4,17,17,23,12,31,13,5,1,14,21,29,55,5,22,14,20,11,35,15,6,4,17,20
2017-12-11,North Carolina Central,MEAC,LeVelle Moton,A,Grand Canyon,WAC,Dan Majerle,L,59,64,22,46,3,8,12,16,7,30,11,3,0,13,16,22,59,7,26,13,16,13,33,16,2,1,6,16
2017-12-14,North Carolina Central,MEAC,LeVelle Moton,H,McNeese State,Southland,Dave Simmons,W,77,71,30,59,4,14,13,20,11,35,14,5,5,8,18,24,62,9,26,14,22,15,36,10,2,4,7,14
2018-01-03,North Carolina Central,MEAC,LeVelle Moton,A,Delaware State,MEAC,Keith Walker,W,65,62,20,39,9,17,16,22,7,23,6,4,1,23,18,20,41,7,17,15,22,6,20,12,9,3,16,16
2018-01-08,North Carolina Central,MEAC,LeVelle Moton,H,Norfolk State,MEAC,Robert Jones,W,64,63,22,53,4,14,16,25,9,31,18,4,5,12,16,24,60,8,25,7,12,12,37,14,3,9,14,21
2018-01-13,North Carolina Central,MEAC,LeVelle Moton,H,Coppin State,MEAC,Juan Dixon,W,81,61,29,56,8,18,15,17,7,36,15,5,4,14,22,20,58,7,27,14,21,10,29,8,5,3,12,18
2018-01-15,North Carolina Central,MEAC,LeVelle Moton,H,Morgan State,MEAC,Todd Bozeman,W,77,63,27,60,7,22,16,21,10,39,14,4,3,11,24,20,57,4,14,19,27,8,31,11,4,4,7,17
2018-01-20,North Carolina Central,MEAC,LeVelle Moton,A,Howard,MEAC,Kevin Nickelberry,L,78,84,31,62,5,9,11,20,12,37,13,2,6,20,31,29,67,7,20,19,27,11,31,10,6,5,12,17
2018-01-22,North Carolina Central,MEAC,LeVelle Moton,A,Maryland-Eastern Shore,MEAC,Bobby Collins,W,63,60,22,52,9,23,10,15,8,33,20,4,5,14,18,20,58,5,22,15,19,9,30,10,6,1,11,16
2018-01-27,North Carolina Central,MEAC,LeVelle Moton,A,North Carolina A&T,MEAC,Jay Joyner,L,64,70,24,55,7,23,9,20,10,34,15,7,3,16,24,25,51,5,20,15,23,6,27,16,7,1,13,18
2018-02-03,North Carolina Central,MEAC,LeVelle Moton,H,Delaware State,MEAC,Keith Walker,W,72,61,29,63,7,18,7,12,13,34,20,9,5,6,13,23,53,8,20,7,10,6,26,12,3,2,11,9
2018-02-05,North Carolina Central,MEAC,LeVelle Moton,H,Hampton,MEAC,Edward Joyner,L,70,86,24,62,5,17,17,22,11,35,10,2,6,11,22,31,60,8,16,16,24,7,36,14,2,4,7,16
2018-02-10,North Carolina Central,MEAC,LeVelle Moton,A,Florida A&M,MEAC,Robert McCullum,L,56,65,24,68,5,22,3,6,18,40,11,3,1,15,14,24,56,7,19,10,12,6,30,8,5,1,8,11
2018-02-12,North Carolina Central,MEAC,LeVelle Moton,A,Bethune-Cookman,MEAC,Ryan Ridder,L,81,99,33,69,6,23,9,11,10,33,19,3,5,15,21,35,68,9,23,20,28,13,35,20,8,7,9,14
2018-02-17,North Carolina Central,MEAC,LeVelle Moton,H,Maryland-Eastern Shore,MEAC,Bobby Collins,W,77,49,31,62,6,17,9,14,12,40,19,7,5,11,15,17,54,6,15,9,14,8,29,8,4,1,13,12
2018-02-19,North Carolina Central,MEAC,LeVelle Moton,H,Howard,MEAC,Kevin Nickelberry,W,83,66,32,56,9,16,10,11,6,31,23,5,6,11,18,24,61,7,24,11,16,9,23,10,4,3,7,12
2018-02-24,North Carolina Central,MEAC,LeVelle Moton,A,South Carolina State,MEAC,Murray Garvin,L,79,102,30,64,5,23,14,21,9,25,13,3,2,7,19,35,60,13,25,19,22,9,33,15,1,1,7,16
2018-02-26,North Carolina Central,MEAC,LeVelle Moton,A,Savannah State,MEAC,Horace Broadnax,L,75,85,32,71,6,30,5,10,11,32,20,10,3,11,18,26,66,12,39,21,24,13,37,15,7,0,13,12
2018-03-01,North Carolina Central,MEAC,LeVelle Moton,H,North Carolina A&T,MEAC,Jay Joyner,W,70,59,24,58,5,16,17,25,13,42,14,2,7,12,19,22,59,3,18,12,16,6,31,12,1,2,10,19
2018-03-06,North Carolina Central,MEAC,LeVelle Moton,N,Coppin State,MEAC,Juan Dixon,W,60,48,17,51,5,20,21,30,10,34,10,7,4,15,17,15,53,5,20,13,14,7,28,7,9,3,16,22
2018-03-08,North Carolina Central,MEAC,LeVelle Moton,N,Savannah State,MEAC,Horace Broadnax,W,58,56,24,69,6,24,4,6,17,50,18,5,2,14,16,18,64,8,32,12,17,9,38,13,7,1,11,11
2018-03-09,North Carolina Central,MEAC,LeVelle Moton,N,Morgan State,MEAC,Todd Bozeman,W,79,70,31,52,5,15,12,20,7,31,22,4,1,17,24,23,58,6,18,18,23,9,20,15,6,2,13,19
2018-03-10,North Carolina Central,MEAC,LeVelle Moton,N,Hampton,MEAC,Edward Joyner,W,71,63,26,55,5,16,14,18,8,30,14,5,4,10,13,25,54,4,18,9,16,6,24,11,5,6,11,16
2018-03-14,North Carolina Central,MEAC,LeVelle Moton,N,Texas Southern,SWAC,Mike Davis,L,46,64,21,69,0,14,4,6,17,39,10,5,2,15,18,21,57,6,24,16,19,11,38,9,7,8,14,11
2017-11-10,Rhode Island,A-10,Dan Hurley,H,UNC Asheville,Big South,Nick McDevitt,W,84,60,33,61,3,14,15,20,9,32,18,13,2,15,31,18,42,6,15,18,32,7,27,11,7,2,26,22
2017-11-13,Rhode Island,A-10,Dan Hurley,A,Nevada,MWC,Eric Musselman,L,81,88,31,70,9,22,10,18,16,29,17,5,1,14,28,24,43,4,13,36,44,6,30,13,7,4,14,17
2017-11-19,Rhode Island,A-10,Dan Hurley,H,Holy Cross,Patriot,Bill Carmody,W,88,66,36,65,7,16,9,14,11,34,22,13,1,9,14,25,54,8,21,8,12,6,28,15,4,0,17,16
2017-11-23,Rhode Island,A-10,Dan Hurley,N,Seton Hall,Big East,Kevin Willard,W,75,74,25,59,9,17,16,17,6,30,11,8,4,11,20,30,63,5,12,9,16,11,35,9,6,3,14,16
2017-11-24,Rhode Island,A-10,Dan Hurley,N,Virginia,ACC,Tony Bennett,L,55,70,22,50,4,10,7,14,3,21,11,6,4,9,20,23,46,5,12,19,22,4,31,9,5,2,11,15
2017-11-28,Rhode Island,A-10,Dan Hurley,H,Brown,Ivy,Mike Martin,W,86,62,36,59,7,11,7,14,8,31,16,9,8,15,23,19,56,5,19,19,25,12,28,11,5,1,20,16
2017-12-02,Rhode Island,A-10,Dan Hurley,H,Providence,Big East,Ed Cooley,W,75,68,25,59,5,19,20,23,8,28,13,12,4,11,18,27,49,4,10,10,21,6,29,11,9,5,20,20
2017-12-06,Rhode Island,A-10,Dan Hurley,A,Alabama,SEC,Avery Johnson,L,64,68,25,71,7,23,7,11,7,26,7,13,6,12,29,21,47,2,11,24,39,11,45,10,4,5,24,16
2017-12-16,Rhode Island,A-10,Dan Hurley,H,College of Charleston,CAA,Earl Grant,W,68,62,22,53,4,15,20,27,13,36,10,5,5,9,14,23,55,4,15,12,15,6,27,8,4,3,9,21
2017-12-21,Rhode Island,A-10,Dan Hurley,H,Iona,MAAC,Tim Cluess,W,80,74,28,66,4,17,20,28,15,34,13,5,3,8,20,27,53,7,17,13,20,6,30,9,4,5,14,21
2017-12-27,Rhode Island,A-10,Dan Hurley,H,Florida Gulf Coast,A-Sun,Joe Dooley,W,80,60,27,56,10,26,16,21,7,28,17,6,4,5,17,24,52,2,9,10,12,8,29,9,3,0,13,17
2017-12-30,Rhode Island,A-10,Dan Hurley,H,George Mason,A-10,Dave Paulsen,W,83,64,32,69,10,28,9,20,12,42,24,5,4,8,21,25,59,4,15,10,16,5,32,11,6,3,11,17
2018-01-03,Rhode Island,A-10,Dan Hurley,H,La Salle,A-10,John Giannini,W,74,62,27,66,4,14,16,20,12,38,7,10,2,11,18,22,51,4,17,14,19,4,33,13,7,4,18,17
2018-01-06,Rhode Island,A-10,Dan Hurley,A,George Washington,A-10,Maurice Joseph,W,81,60,31,58,8,17,11,17,8,34,15,5,1,11,19,22,53,4,15,12,18,7,27,9,5,4,16,18
2018-01-09,Rhode Island,A-10,Dan Hurley,A,Saint Louis,A-10,Travis Ford,W,72,65,25,54,4,13,18,25,6,27,19,7,8,11,23,20,48,1,9,24,30,9,31,10,6,5,17,22
2018-01-13,Rhode Island,A-10,Dan Hurley,H,St. Bonaventure,A-10,Mark Schmidt,W,87,73,29,62,8,21,21,24,9,39,16,2,5,11,23,23,60,5,15,22,31,9,31,7,5,5,8,21
2018-01-17,Rhode Island,A-10,Dan Hurley,H,UMass,A-10,Matt McCall,W,73,51,25,58,6,19,17,21,14,43,17,6,5,15,14,19,59,5,18,8,15,13,34,8,7,2,18,19
2018-01-20,Rhode Island,A-10,Dan Hurley,A,Dayton,A-10,Anthony Grant,W,88,74,32,64,9,25,15,17,9,22,17,5,0,10,19,26,41,4,14,18,23,2,23,18,5,4,21,19
2018-01-24,Rhode Island,A-10,Dan Hurley,A,Fordham,A-10,Jeff Neubauer,W,78,58,29,61,3,10,17,22,11,32,18,13,5,15,19,19,45,4,17,16,20,5,28,14,8,2,22,16
2018-01-27,Rhode Island,A-10,Dan Hurley,H,Duquesne,A-10,Keith Dambrot,W,61,58,24,56,4,15,9,11,5,22,11,5,3,10,12,23,47,4,9,8,12,7,32,5,3,4,17,16
2018-01-30,Rhode Island,A-10,Dan Hurley,A,UMass,A-10,Matt McCall,W,85,83,30,49,8,15,17,24,7,19,22,5,1,8,21,25,49,9,16,24,25,11,23,17,5,0,11,19
2018-02-02,Rhode Island,A-10,Dan Hurley,A,VCU,A-10,Mike Rhoades,W,81,68,30,70,7,21,14,18,17,44,17,10,2,8,14,24,58,8,24,12,14,5,25,14,5,5,14,17
2018-02-09,Rhode Island,A-10,Dan Hurley,H,Davidson,A-10,Bob McKillop,W,72,59,27,55,10,25,8,9,7,30,16,3,3,9,15,24,49,4,17,7,11,2,22,13,6,3,9,15
2018-02-13,Rhode Island,A-10,Dan Hurley,H,Richmond,A-10,Chris Mooney,W,85,67,34,67,7,20,10,12,9,30,20,13,3,9,15,24,48,6,14,13,17,4,26,13,5,3,19,14
2018-02-16,Rhode Island,A-10,Dan Hurley,A,St. Bonaventure,A-10,Mark Schmidt,L,74,77,25,55,9,23,15,20,10,29,12,5,6,17,17,24,63,9,25,20,23,16,34,13,9,7,11,15
2018-02-20,Rhode Island,A-10,Dan Hurley,A,La Salle,A-10,John Giannini,W,95,93,36,73,3,19,20,31,5,25,13,13,5,7,27,28,60,5,13,32,38,10,42,18,5,3,18,25
2018-02-23,Rhode Island,A-10,Dan Hurley,H,Dayton,A-10,Anthony Grant,W,81,56,33,61,7,19,8,12,10,28,18,15,3,8,17,20,46,3,18,13,20,12,30,9,4,4,22,11
2018-02-27,Rhode Island,A-10,Dan Hurley,H,St. Joseph's,A-10,Phil Martelli,L,48,78,18,64,3,29,9,18,13,32,12,8,5,13,17,27,52,8,13,16,21,4,35,13,10,1,14,17
2018-03-02,Rhode Island,A-10,Dan Hurley,A,Davidson,A-10,Bob McKillop,L,61,63,25,62,6,24,5,11,13,39,10,2,1,7,13,22,56,7,28,12,14,8,34,10,3,2,8,11
2018-03-09,Rhode Island,A-10,Dan Hurley,N,VCU,A-10,Mike Rhoades,W,76,67,27,62,11,22,11,19,7,37,16,7,2,11,17,24,61,7,21,12,19,8,39,13,7,4,13,20
2018-03-10,Rhode Island,A-10,Dan Hurley,N,St. Joseph's,A-10,Phil Martelli,W,90,87,30,69,14,31,16,22,19,37,22,3,1,5,18,32,57,9,18,14,20,9,31,13,5,0,10,18
2018-03-11,Rhode Island,A-10,Dan Hurley,N,Davidson,A-10,Bob McKillop,L,57,58,20,52,8,23,9,17,9,35,12,3,4,14,16,19,50,6,18,14,16,5,29,9,4,4,11,14
2018-03-15,Rhode Island,A-10,Dan Hurley,N,Oklahoma,Big 12,Lon Kruger,W,83,78,30,77,11,28,12,20,13,37,16,4,5,6,17,29,69,4,20,16,24,16,50,12,4,5,14,18
2018-03-17,Rhode Island,A-10,Dan Hurley,N,Duke,ACC,Mike Krzyzewski,L,62,87,25,63,7,19,5,13,12,28,15,5,2,12,19,29,51,10,21,19,24,9,36,20,5,1,13,15
2017-11-16,UTEP,CUSA,Tim Floyd,N,Boise State,MWC,Leon Rice,L,56,58,21,61,4,18,10,15,10,39,10,5,8,11,14,21,60,8,26,8,13,6,36,10,4,5,8,19
2017-11-17,UTEP,CUSA,Tim Floyd,N,South Carolina,SEC,Frank Martin,L,56,80,19,45,5,13,13,20,4,22,12,8,6,21,24,27,58,8,24,18,23,10,33,19,8,2,17,20
2017-11-19,UTEP,CUSA,Tim Floyd,N,Appalachian State,Sun Belt,Jim Fox,L,72,76,27,59,4,13,14,20,4,25,14,5,3,11,25,23,55,10,26,20,33,12,42,10,4,2,14,20
2017-11-25,UTEP,CUSA,Tim Floyd,A,New Mexico State,WAC,Chris Jans,L,63,72,21,57,7,24,14,18,0,29,8,4,0,11,22,25,57,10,26,12,23,10,44,14,3,4,16,23
2017-11-27,UTEP,CUSA,Tim Floyd,H,Lamar,Southland,Tic Price,L,52,66,21,63,7,26,3,6,12,38,10,2,5,15,15,23,59,9,18,11,17,8,40,11,4,0,9,11
2017-11-30,UTEP,CUSA,Tim Floyd,H,New Mexico State,WAC,Chris Jans,L,60,80,21,56,4,23,14,25,7,23,4,2,0,18,17,30,56,8,18,12,18,8,43,9,4,0,21,20
2017-12-02,UTEP,CUSA,Tim Floyd,H,New Mexico,MWC,Paul Weir,W,88,76,29,54,9,24,21,27,2,31,10,4,0,13,25,21,56,11,31,23,35,9,36,11,4,0,14,25
2017-12-09,UTEP,CUSA,Tim Floyd,H,Washington State,Pac-12,Ernie Kent,W,76,69,24,57,7,28,21,22,8,29,13,1,1,5,9,25,56,12,31,7,10,8,31,17,4,0,12,17
2017-12-19,UTEP,CUSA,Tim Floyd,H,Incarnate Word,Southland,Ken Burmeister,W,72,66,28,54,4,12,12,23,7,28,5,8,2,18,18,21,48,9,18,15,22,7,31,9,6,1,25,21
2017-12-21,UTEP,CUSA,Tim Floyd,H,Howard,MEAC,Kevin Nickelberry,W,69,56,23,57,7,22,16,24,6,37,12,2,2,6,17,19,61,9,24,9,11,12,44,7,2,1,12,20
2017-12-22,UTEP,CUSA,Tim Floyd,H,North Dakota State,Summit,David Richman,L,51,63,19,57,7,28,6,11,3,29,5,2,5,8,20,18,50,6,20,21,29,10,48,9,1,2,11,16
2017-12-28,UTEP,CUSA,Tim Floyd,H,North Texas,CUSA,Grant McCasland,L,62,63,25,55,5,17,7,11,7,35,9,3,2,10,14,22,52,9,21,10,18,6,31,8,3,2,11,17
2017-12-30,UTEP,CUSA,Tim Floyd,H,Rice,CUSA,Scott Pera,W,80,62,31,56,12,19,6,12,7,37,14,1,3,9,14,22,61,8,33,10,15,11,33,12,5,0,8,12
2018-01-04,UTEP,CUSA,Tim Floyd,A,Southern Miss,CUSA,Doc Sadler,L,75,85,27,57,11,20,10,13,9,28,13,4,1,17,11,35,58,7,20,8,10,3,25,19,14,1,8,12
2018-01-06,UTEP,CUSA,Tim Floyd,A,Louisiana Tech,CUSA,Eric Konkol,L,88,97,31,55,14,22,12,17,5,25,17,3,2,13,30,30,54,9,17,28,37,9,30,14,9,4,8,14
2018-01-11,UTEP,CUSA,Tim Floyd,H,Florida Atlantic,CUSA,Michael Curry,L,66,73,23,56,9,25,11,18,2,27,11,9,4,13,21,25,66,6,15,17,22,12,45,9,8,4,13,13
2018-01-13,UTEP,CUSA,Tim Floyd,H,Florida International,CUSA,Anthony Evans,W,72,68,24,57,3,18,21,30,10,38,7,1,6,7,22,25,60,4,21,14,30,12,40,14,1,1,5,22
2018-01-20,UTEP,CUSA,Tim Floyd,A,UTSA,CUSA,Steve Henson,L,61,65,21,53,8,30,11,13,1,31,12,2,3,12,18,22,61,9,29,12,16,9,40,7,7,3,13,16
2018-01-25,UTEP,CUSA,Tim Floyd,A,Alabama-Birmingham,CUSA,Rob Ehsan,L,78,85,28,63,13,34,9,14,8,25,13,5,2,6,16,32,57,6,21,15,23,9,34,18,3,3,9,11
2018-01-27,UTEP,CUSA,Tim Floyd,A,Middle Tennessee,CUSA,Kermit Davis,L,50,81,17,51,5,21,11,19,4,23,6,8,1,14,18,28,56,7,21,18,21,7,40,19,10,1,12,19
2018-02-01,UTEP,CUSA,Tim Floyd,H,Western Kentucky,CUSA,Rick Stansbury,L,60,72,22,50,8,22,8,12,3,24,11,3,2,16,15,27,57,8,23,10,15,9,35,19,8,3,12,14
2018-02-03,UTEP,CUSA,Tim Floyd,H,Marshall,CUSA,Dan D'Antoni,L,65,74,24,59,6,21,11,16,7,35,9,5,2,17,19,25,59,10,35,14,20,6,34,12,9,2,13,14
2018-02-10,UTEP,CUSA,Tim Floyd,H,UTSA,CUSA,Steve Henson,L,59,63,18,50,7,25,16,34,5,33,10,5,2,11,22,21,53,10,25,11,22,9,48,12,3,1,16,26
2018-02-15,UTEP,CUSA,Tim Floyd,A,Charlotte,CUSA,Mark Price,W,87,86,30,56,11,20,16,24,8,28,14,7,2,11,20,26,52,14,24,20,26,5,26,14,8,1,12,20
2018-02-17,UTEP,CUSA,Tim Floyd,A,Old Dominion,CUSA,Jeff Jones,L,33,82,14,51,2,19,3,4,7,30,7,3,0,17,18,32,64,12,33,6,14,11,42,22,10,0,6,9
2018-02-22,UTEP,CUSA,Tim Floyd,H,Louisiana Tech,CUSA,Eric Konkol,W,74,72,29,55,6,14,10,13,6,28,11,4,7,12,17,22,51,10,25,18,22,6,22,16,6,2,11,15
2018-02-24,UTEP,CUSA,Tim Floyd,H,Southern Miss,CUSA,Doc Sadler,W,73,44,24,52,9,26,16,19,6,39,9,6,4,10,19,16,54,2,19,10,15,7,28,5,3,1,10,18
2018-03-01,UTEP,CUSA,Tim Floyd,A,Rice,CUSA,Scott Pera,L,70,76,28,65,8,18,6,8,9,33,14,4,2,11,22,25,57,10,29,16,25,12,41,15,2,3,13,14
2018-03-03,UTEP,CUSA,Tim Floyd,A,North Texas,CUSA,Grant McCasland,W,68,66,26,51,7,17,9,17,4,30,7,3,3,11,22,23,56,4,15,16,23,8,32,10,7,3,7,19
2018-03-07,UTEP,CUSA,Tim Floyd,N,UTSA,CUSA,Steve Henson,L,58,71,22,60,5,27,9,13,8,33,9,4,2,8,15,26,63,7,24,12,15,12,40,14,4,2,10,11
