Date,Team,Conference,Coach,Location,Opponent,OpponentConference,OpponentCoach,Result,Points,OpponentPoints,FieldGoals,FieldGoalAttempts,ThreePointers,ThreePointerAttempts,FreeThrows,FreeThrowAttempts,OffensiveRebounds,TeamRebounds,Assists,Steals,Blocks,Turnovers,PersonalFouls,OpponentFieldGoals,OpponentFieldGoalAttempts,OpponentThreePointers,OpponentThreePointerAttempts,OpponentFreeThrows,OpponentFreeThrowAttempts,OpponentOffensiveRebounds,OpponentTeamRebounds,OpponentAssists,OpponentSteals,OpponentBlocks,OpponentTurnovers,OpponentPersonalFouls
2021-01-14,Washington State,Pac-12,Kyle Smith,A,UCLA,Pac-12,Mick Cronin,L,61,91,23,50,7,19,8,11,6,20,8,4,3,17,15,33,61,9,16,16,18,12,36,20,9,5,12,14
2021-01-16,Washington State,Pac-12,Kyle Smith,A,USC,Pac-12,Andy Enfield,L,77,85,28,57,8,23,13,18,7,30,10,5,5,13,21,32,69,6,19,15,29,10,31,17,6,3,8,16
2021-01-21,Washington State,Pac-12,Kyle Smith,H,Utah,Pac-12,Larry Krystkowiak,L,56,71,20,53,7,19,9,12,8,23,13,11,2,13,14,28,51,6,14,9,9,6,29,19,4,2,16,15
2021-01-23,Washington State,Pac-12,Kyle Smith,H,Colorado,Pac-12,Tad Boyle,L,59,70,22,52,7,16,8,10,6,28,9,6,2,13,17,26,52,6,14,12,15,2,23,15,4,6,11,13
2021-01-27,Washington State,Pac-12,Kyle Smith,A,Colorado,Pac-12,Tad Boyle,L,58,70,22,52,7,20,7,9,7,24,7,5,5,14,21,20,44,10,17,20,23,4,23,16,8,5,11,14
2021-01-31,Washington State,Pac-12,Kyle Smith,A,Washington,Pac-12,Mike Hopkins,W,77,62,28,61,5,21,16,27,12,37,7,7,0,18,21,21,55,9,25,11,18,7,25,14,8,4,19,18
2021-02-04,Washington State,Pac-12,Kyle Smith,A,Oregon,Pac-12,Dana Altman,W,74,71,21,49,10,22,22,31,8,23,14,5,1,15,24,24,55,5,17,18,22,14,34,12,6,3,16,28
2021-02-06,Washington State,Pac-12,Kyle Smith,A,Oregon State,Pac-12,Wayne Tinkle,L,66,68,24,61,8,24,10,11,12,32,14,4,5,12,26,20,43,5,13,23,31,5,26,14,4,1,14,15
2020-11-25,North Carolina Central,MEAC,LeVelle Moton,A,Iowa,Big Ten,Fran McCaffery,L,67,97,24,57,6,19,13,17,9,25,13,4,2,15,24,32,66,10,30,23,29,20,44,20,9,7,9,16
2020-11-26,North Carolina Central,MEAC,LeVelle Moton,N,Southern,SWAC,Sean Woods,W,85,78,28,54,9,19,20,27,2,26,12,6,4,14,25,27,61,6,17,18,24,8,34,18,7,3,17,26
2020-12-07,North Carolina Central,MEAC,LeVelle Moton,A,Coastal Carolina,Sun Belt,Cliff Ellis,L,71,78,24,58,5,20,18,26,7,25,10,6,0,15,28,25,52,7,15,21,26,9,34,14,3,4,21,21
2020-12-12,North Carolina Central,MEAC,LeVelle Moton,A,UNC,ACC,Roy Williams,L,67,73,26,58,8,19,7,8,3,21,14,10,1,13,23,23,50,2,15,25,31,10,34,13,7,6,18,15
2021-02-01,North Carolina Central,MEAC,LeVelle Moton,H,South Carolina State,MEAC,Murray Garvin,W,91,77,31,51,14,24,15,20,3,22,22,10,1,20,20,27,55,7,23,16,23,6,22,13,9,5,16,17
2021-02-02,North Carolina Central,MEAC,LeVelle Moton,H,South Carolina State,MEAC,Murray Garvin,W,64,63,23,58,8,18,10,15,7,27,14,7,5,10,19,23,51,6,20,11,19,10,40,12,2,4,18,21
2021-02-08,North Carolina Central,MEAC,LeVelle Moton,A,Florida A&M,MEAC,Robert McCullum,L,50,59,20,54,2,17,8,15,9,29,6,3,1,12,15,24,55,6,14,5,8,6,29,17,5,2,12,19
2021-02-09,North Carolina Central,MEAC,LeVelle Moton,A,Florida A&M,MEAC,Robert McCullum,L,47,60,18,54,3,14,8,17,12,30,2,4,1,12,20,23,47,4,17,10,14,5,28,8,3,3,13,20
2020-11-25,Rhode Island,A-10,David Cox,N,Arizona State,Pac-12,Bobby Hurley,L,88,94,29,56,9,18,21,35,7,33,14,8,2,16,29,27,61,6,20,34,46,13,35,9,7,4,12,26
2020-11-26,Rhode Island,A-10,David Cox,N,Boston College,ACC,Jim Christian,L,64,69,26,57,3,18,9,18,3,28,7,8,1,15,27,21,50,7,22,20,34,7,32,8,4,4,14,21
2020-11-28,Rhode Island,A-10,David Cox,N,South Florida,AAC,Brian Gregory,W,84,68,25,49,4,17,30,35,4,27,11,8,6,11,25,23,59,4,13,18,30,13,34,6,4,2,16,26
2020-11-29,Rhode Island,A-10,David Cox,N,San Francisco,WCC,Todd Golden,W,84,71,23,50,4,15,34,40,4,38,9,7,4,13,16,25,76,11,40,10,14,12,35,11,6,2,11,25
2020-12-02,Rhode Island,A-10,David Cox,H,Seton Hall,Big East,Kevin Willard,W,76,63,26,58,8,19,16,24,7,35,11,8,8,7,17,22,52,6,16,13,23,7,35,10,4,1,14,20
2020-12-09,Rhode Island,A-10,David Cox,A,Wisconsin,Big Ten,Greg Gard,L,62,73,22,51,3,13,15,25,4,32,4,5,5,14,26,20,52,7,22,26,36,7,30,9,5,5,9,22
2020-12-13,Rhode Island,A-10,David Cox,A,Western Kentucky,CUSA,Rick Stansbury,L,65,68,24,57,6,18,11,15,8,26,11,11,4,15,20,22,52,3,12,21,26,11,35,11,10,6,16,15
2020-12-18,Rhode Island,A-10,David Cox,H,Davidson,A-10,Bob McKillop,L,58,67,22,55,7,21,7,18,9,35,13,8,6,10,18,24,56,10,25,9,17,10,39,13,6,4,12,16
2020-12-30,Rhode Island,A-10,David Cox,H,St. Bonaventure,A-10,Mark Schmidt,W,63,57,22,46,4,16,15,25,13,38,14,10,4,24,17,24,61,5,15,4,10,12,26,14,12,4,19,25
2021-01-03,Rhode Island,A-10,David Cox,H,St. Joseph's,A-10,Billy Lange,W,85,77,32,75,6,25,15,19,12,47,16,10,4,16,16,29,73,13,40,6,11,6,35,18,7,2,13,14
2021-01-06,Rhode Island,A-10,David Cox,A,Richmond,A-10,Chris Mooney,L,73,80,29,55,6,15,9,16,7,35,10,3,3,19,16,29,64,8,18,14,17,7,27,16,7,2,6,16
2021-01-09,Rhode Island,A-10,David Cox,A,VCU,A-10,Mike Rhoades,W,83,68,26,54,8,14,23,30,8,35,9,8,3,17,23,21,54,7,23,19,24,3,23,9,10,11,16,26
2021-01-13,Rhode Island,A-10,David Cox,A,UMass,A-10,Matt McCall,L,78,80,29,66,9,21,11,21,11,41,20,6,3,20,16,27,67,6,30,20,24,5,31,19,16,8,12,16
2021-01-16,Rhode Island,A-10,David Cox,H,George Mason,A-10,Dave Paulsen,W,80,60,28,53,6,16,18,28,11,42,10,5,7,12,12,23,69,9,29,5,7,12,32,13,6,2,10,20
2021-01-20,Rhode Island,A-10,David Cox,A,Duquesne,A-10,Keith Dambrot,L,69,71,24,63,4,20,17,22,16,37,16,6,6,13,16,26,52,8,18,11,15,4,26,18,7,6,14,18
2021-01-24,Rhode Island,A-10,David Cox,H,Fordham,A-10,Mike DePaoli,W,52,42,20,54,5,18,7,10,11,45,8,4,6,16,10,17,56,6,25,2,6,6,24,13,7,2,11,17
2021-01-27,Rhode Island,A-10,David Cox,A,La Salle,A-10,Ashley Howard,W,73,60,23,41,8,14,19,25,2,27,12,5,6,18,11,23,60,6,21,8,10,8,23,10,9,1,14,17
2021-01-30,Rhode Island,A-10,David Cox,A,Dayton,A-10,Anthony Grant,L,56,67,21,56,5,22,9,14,9,29,11,1,4,11,11,27,57,7,22,6,8,7,34,18,4,1,8,15
2021-02-03,Rhode Island,A-10,David Cox,H,VCU,A-10,Mike Rhoades,L,62,63,26,60,5,19,5,8,11,32,15,8,8,14,16,21,57,7,21,14,18,9,32,12,9,6,14,14
2021-02-06,Rhode Island,A-10,David Cox,H,UMass,A-10,Matt McCall,L,63,75,27,66,0,10,9,14,12,39,16,9,7,14,11,31,69,9,24,4,5,9,34,18,7,6,13,13
2020-12-08,UTEP,CUSA,Rodney Terry,A,Saint Mary's,WCC,Randy Bennett,L,61,73,24,64,6,17,7,8,7,23,6,7,1,8,16,26,48,5,11,16,21,6,33,8,5,5,11,13
2020-12-12,UTEP,CUSA,Rodney Terry,A,Arizona,Pac-12,Sean Miller,L,61,69,22,54,5,15,12,15,5,21,9,10,0,13,22,22,56,0,9,25,28,17,44,8,6,5,16,15
2020-12-16,UTEP,CUSA,Rodney Terry,A,Arizona State,Pac-12,Bobby Hurley,W,76,63,29,60,8,22,10,11,7,42,14,6,4,19,20,24,60,1,18,14,21,3,20,9,10,6,10,15
2021-01-01,UTEP,CUSA,Rodney Terry,A,Southern Miss,CUSA,Jay Ladner,L,66,74,25,69,5,23,11,19,11,36,13,7,2,11,20,26,59,2,6,20,25,8,40,11,7,1,12,14
2021-01-02,UTEP,CUSA,Rodney Terry,A,Southern Miss,CUSA,Jay Ladner,W,77,62,27,53,10,22,13,17,3,16,15,9,1,3,16,21,39,3,7,17,22,5,28,8,0,1,18,16
2021-01-08,UTEP,CUSA,Rodney Terry,H,Rice,CUSA,Scott Pera,W,101,89,38,70,12,28,13,19,16,31,18,6,3,4,19,30,54,11,25,18,21,5,23,23,0,1,10,17
2021-01-09,UTEP,CUSA,Rodney Terry,H,Rice,CUSA,Scott Pera,L,68,71,23,59,8,20,14,19,9,31,8,7,2,11,22,27,58,8,17,9,16,10,39,15,5,2,15,18
2021-01-15,UTEP,CUSA,Rodney Terry,A,North Texas,CUSA,Grant McCasland,L,33,63,11,52,2,25,9,15,5,22,4,3,2,13,16,24,48,8,18,7,12,5,37,16,4,2,14,17
2021-01-16,UTEP,CUSA,Rodney Terry,A,North Texas,CUSA,Grant McCasland,L,65,74,21,56,9,24,14,19,9,27,11,2,3,8,16,25,47,8,16,16,20,4,29,13,5,5,8,13
2021-01-22,UTEP,CUSA,Rodney Terry,H,Louisiana Tech,CUSA,Eric Konkol,W,82,74,29,59,10,26,14,21,5,32,20,6,4,8,22,20,63,8,24,26,34,17,47,7,3,3,10,17
2021-01-23,UTEP,CUSA,Rodney Terry,H,Louisiana Tech,CUSA,Eric Konkol,L,55,73,17,49,6,21,15,17,4,27,6,6,2,16,26,24,52,6,16,19,31,9,37,7,7,3,15,14
2021-01-28,UTEP,CUSA,Rodney Terry,A,UTSA,CUSA,Steve Henson,L,79,86,26,64,5,19,22,28,13,35,8,3,3,8,20,30,59,10,23,16,23,8,32,14,4,2,10,20
2021-01-30,UTEP,CUSA,Rodney Terry,H,UTSA,CUSA,Steve Henson,W,69,51,25,56,3,12,16,18,8,45,5,2,3,17,16,18,61,2,17,13,18,7,27,1,6,3,8,16
2021-02-05,UTEP,CUSA,Rodney Terry,A,Alabama-Birmingham,CUSA,Andy Kennedy,L,51,63,20,59,3,20,8,11,4,28,8,5,6,10,17,24,57,1,10,14,18,9,39,8,7,8,12,15
2021-02-06,UTEP,CUSA,Rodney Terry,A,Alabama-Birmingham,CUSA,Andy Kennedy,L,60,75,19,50,9,20,13,15,5,29,11,3,2,15,17,28,52,8,13,11,21,4,28,10,5,1,8,13
2020-11-25,Providence,Big East,Ed Cooley,H,Fairfield,MAAC,Jay Young,W,97,56,34,70,7,16,22,29,16,42,21,7,3,7,23,19,51,2,15,16,24,6,26,6,3,2,14,22
2020-11-30,Providence,Big East,Ed Cooley,N,Indiana,Big Ten,Archie Miller,L,58,79,19,51,3,17,17,27,11,32,7,2,4,13,21,28,62,5,14,18,24,14,39,16,7,4,8,22
2020-12-01,Providence,Big East,Ed Cooley,N,Davidson,A-10,Bob McKillop,W,63,62,25,56,2,16,11,15,7,28,10,4,0,3,14,21,52,8,21,12,15,7,32,10,0,1,11,15
2020-12-02,Providence,Big East,Ed Cooley,N,Alabama,SEC,Nate Oats,L,71,88,23,55,5,23,20,27,7,26,11,9,3,8,20,29,62,12,29,18,23,13,38,12,5,0,12,23
2020-12-05,Providence,Big East,Ed Cooley,H,Fairleigh Dickinson,NEC,Greg Herenda,W,79,67,27,52,1,15,24,29,6,34,9,10,6,13,17,24,57,5,19,14,20,5,23,7,10,2,14,20
2020-12-09,Providence,Big East,Ed Cooley,A,TCU,Big 12,Jamie Dixon,W,79,70,33,63,7,16,6,13,14,28,22,10,2,10,15,27,45,6,14,10,14,3,19,18,8,5,18,18
2020-12-20,Providence,Big East,Ed Cooley,A,Seton Hall,Big East,Kevin Willard,W,80,77,29,62,9,18,13,16,10,35,16,6,5,13,19,27,62,7,21,16,21,8,29,14,11,4,11,18
2020-12-23,Providence,Big East,Ed Cooley,A,Butler,Big East,LaVall Jordan,L,64,70,26,63,4,26,8,10,9,31,15,3,3,12,19,26,57,5,17,13,23,10,35,13,7,2,10,15
2020-12-27,Providence,Big East,Ed Cooley,H,DePaul,Big East,Dave Leitao,W,95,90,33,78,6,23,23,31,12,43,17,11,2,11,15,37,76,10,24,6,8,7,38,18,6,3,16,22
2020-12-30,Providence,Big East,Ed Cooley,H,Butler,Big East,LaVall Jordan,W,71,55,28,48,6,13,9,12,4,30,18,5,3,11,14,21,61,7,26,6,10,12,28,10,4,4,8,12
2021-01-02,Providence,Big East,Ed Cooley,H,Creighton,Big East,Greg McDermott,L,65,67,22,65,9,23,12,17,12,38,10,6,3,13,13,26,61,10,29,5,10,7,31,14,8,6,11,15
2021-01-10,Providence,Big East,Ed Cooley,A,Xavier,Big East,Travis Steele,L,73,74,29,56,13,22,2,6,4,28,20,8,1,15,13,29,60,8,23,8,16,11,30,20,10,3,13,9
2021-01-12,Providence,Big East,Ed Cooley,A,Marquette,Big East,Steve Wojciechowski,L,69,79,24,59,9,19,12,15,8,28,16,6,1,10,20,27,58,7,24,18,24,11,36,16,7,6,8,15
2021-01-20,Providence,Big East,Ed Cooley,A,Creighton,Big East,Greg McDermott,W,74,70,25,56,5,18,19,26,10,39,14,2,1,12,21,25,58,4,23,16,24,8,28,8,7,2,8,21
2021-01-23,Providence,Big East,Ed Cooley,A,Villanova,Big East,Jay Wright,L,56,71,20,52,5,16,11,14,7,36,11,1,2,19,20,24,63,7,25,16,22,10,36,19,6,3,9,13
2021-01-27,Providence,Big East,Ed Cooley,H,Marquette,Big East,Steve Wojciechowski,W,72,63,22,63,7,24,21,28,11,36,10,9,4,7,15,25,53,3,16,10,15,2,33,12,3,4,15,23
2021-01-30,Providence,Big East,Ed Cooley,A,Georgetown,Big East,Patrick Ewing,L,72,73,28,66,8,21,8,11,9,32,18,3,1,5,19,26,64,6,23,15,19,16,45,16,3,4,7,15
2021-02-03,Providence,Big East,Ed Cooley,H,Seton Hall,Big East,Kevin Willard,L,43,60,17,50,6,18,3,8,9,31,9,4,6,16,13,23,59,4,24,10,11,8,31,12,9,4,6,15
2021-02-06,Providence,Big East,Ed Cooley,H,St. John's (NY),Big East,Mike Anderson,L,81,92,29,62,8,26,15,22,11,27,17,6,2,12,17,34,58,10,19,14,16,6,31,17,9,0,11,19
2020-11-30,Stanford,Pac-12,Jerod Haase,N,Alabama,SEC,Nate Oats,W,82,64,31,60,8,15,12,19,6,40,15,8,5,20,18,24,67,7,29,9,15,7,30,10,10,5,15,20
2020-12-01,Stanford,Pac-12,Jerod Haase,N,UNC,ACC,Roy Williams,L,63,67,20,51,5,20,18,24,3,20,9,14,7,13,19,24,52,4,12,15,24,12,38,11,6,5,23,22
2020-12-02,Stanford,Pac-12,Jerod Haase,N,Indiana,Big Ten,Archie Miller,L,63,79,19,53,5,20,20,26,5,25,6,5,3,9,21,27,51,5,15,20,25,5,32,20,2,8,13,19
2020-12-06,Stanford,Pac-12,Jerod Haase,A,North Carolina A&T,MEAC,Willie Jones,W,78,46,32,78,8,28,6,7,18,56,19,8,6,13,14,19,67,4,25,4,9,9,32,8,9,4,15,11
2020-12-15,Stanford,Pac-12,Jerod Haase,A,Cal State Northridge,Big West,Mark Gottfried,W,82,71,27,45,4,13,24,31,8,35,14,7,4,18,17,24,66,12,32,11,15,15,28,13,11,0,12,25
2020-12-19,Stanford,Pac-12,Jerod Haase,H,Arizona,Pac-12,Sean Miller,W,78,75,29,55,7,13,13,22,9,29,17,4,2,14,19,26,54,11,23,12,23,11,30,12,7,2,15,26
2020-12-21,Stanford,Pac-12,Jerod Haase,H,Cal State Bakersfield,Big West,Rod Barnes,W,63,50,20,44,2,12,21,34,9,36,8,9,5,20,21,16,59,7,20,11,16,13,30,9,10,2,21,35
2021-01-02,Stanford,Pac-12,Jerod Haase,A,Oregon,Pac-12,Dana Altman,L,56,73,21,52,3,18,11,17,1,33,10,7,4,17,13,28,66,13,33,4,7,6,33,15,11,4,11,18
2021-01-04,Stanford,Pac-12,Jerod Haase,A,Oregon State,Pac-12,Wayne Tinkle,W,81,71,28,54,3,13,22,30,9,38,16,3,2,10,16,23,66,11,34,14,17,10,28,15,5,7,7,24
2021-01-07,Stanford,Pac-12,Jerod Haase,N,Washington,Pac-12,Mike Hopkins,W,91,75,34,66,7,17,16,20,14,46,20,5,3,22,18,25,70,8,30,17,21,10,28,8,12,3,16,18
2021-01-09,Stanford,Pac-12,Jerod Haase,N,Washington State,Pac-12,Kyle Smith,W,75,60,28,57,3,17,16,21,8,32,10,10,3,10,15,21,56,11,24,7,11,11,28,12,7,4,17,19
2021-01-14,Stanford,Pac-12,Jerod Haase,A,Utah,Pac-12,Larry Krystkowiak,L,65,79,17,48,9,18,22,30,6,25,12,7,3,14,27,25,51,4,17,25,30,7,35,16,6,6,14,23
2021-01-16,Stanford,Pac-12,Jerod Haase,A,Colorado,Pac-12,Tad Boyle,L,64,77,22,60,5,18,15,15,8,31,7,5,4,14,13,28,68,9,27,12,13,11,38,16,6,5,9,13
2021-01-23,Stanford,Pac-12,Jerod Haase,H,UCLA,Pac-12,Mick Cronin,W,73,72,24,53,5,18,20,24,7,29,15,10,2,11,12,25,60,9,25,13,14,8,27,11,10,3,13,20
2021-01-28,Stanford,Pac-12,Jerod Haase,A,Arizona,Pac-12,Sean Miller,W,73,64,26,53,7,17,14,21,3,28,12,8,5,12,15,22,53,8,19,12,15,5,28,15,4,4,18,15
2021-01-30,Stanford,Pac-12,Jerod Haase,A,Arizona State,Pac-12,Bobby Hurley,L,75,79,21,47,2,15,31,34,8,31,9,8,2,18,17,29,58,6,19,15,17,5,21,15,12,2,14,23
2021-02-02,Stanford,Pac-12,Jerod Haase,H,USC,Pac-12,Andy Enfield,L,66,72,27,52,7,16,5,8,5,26,12,3,1,13,18,27,57,4,17,14,20,8,26,9,3,6,10,12
2021-02-04,Stanford,Pac-12,Jerod Haase,A,California,Pac-12,Mark Fox,W,70,55,26,48,4,12,14,24,3,27,12,8,2,12,16,18,50,6,22,13,15,5,25,11,3,2,16,19
2021-02-07,Stanford,Pac-12,Jerod Haase,H,California,Pac-12,Mark Fox,W,76,70,28,48,2,9,18,30,4,31,9,6,5,11,16,23,61,8,24,16,19,9,29,12,3,0,8,20
2020-11-25,Arizona State,Pac-12,Bobby Hurley,N,Rhode Island,A-10,David Cox,W,94,88,27,61,6,20,34,46,13,35,9,7,4,12,26,29,56,9,18,21,35,7,33,14,8,2,16,29
2020-11-26,Arizona State,Pac-12,Bobby Hurley,N,Villanova,Big East,Jay Wright,L,74,83,26,60,10,28,12,21,2,24,8,5,4,9,22,28,58,8,24,19,27,9,41,10,6,0,11,19
2020-11-29,Arizona State,Pac-12,Bobby Hurley,H,Houston Baptist,Southland,Ron Cottrell,W,100,77,36,66,12,27,16,24,7,29,21,9,4,11,19,24,61,12,29,17,21,11,35,17,6,3,23,22
2020-12-03,Arizona State,Pac-12,Bobby Hurley,A,California,Pac-12,Mark Fox,W,70,62,26,52,6,21,12,16,3,24,11,3,3,14,19,22,55,7,26,11,17,9,33,10,4,1,19,17
2020-12-10,Arizona State,Pac-12,Bobby Hurley,H,San Diego State,MWC,Brian Dutcher,L,68,80,20,58,13,34,15,22,6,32,14,5,5,12,23,27,61,8,25,18,25,11,38,14,8,3,12,20
2020-12-13,Arizona State,Pac-12,Bobby Hurley,A,Grand Canyon,WAC,Bryce Drew,W,71,70,27,57,7,19,10,13,4,26,10,12,2,12,19,23,48,5,15,19,23,4,31,12,7,0,18,16
2020-12-16,Arizona State,Pac-12,Bobby Hurley,H,UTEP,CUSA,Rodney Terry,L,63,76,24,60,1,18,14,21,3,20,9,10,6,10,15,29,60,8,22,10,11,7,42,14,6,4,19,20
2021-01-07,Arizona State,Pac-12,Bobby Hurley,H,UCLA,Pac-12,Mick Cronin,L,75,81,28,72,6,26,13,16,10,37,11,10,4,11,22,29,64,9,23,14,24,11,40,17,3,3,18,17
2021-01-09,Arizona State,Pac-12,Bobby Hurley,H,USC,Pac-12,Andy Enfield,L,64,73,20,59,9,24,15,24,4,26,9,4,3,8,25,22,56,3,22,26,32,13,48,13,4,12,14,19
2021-01-16,Arizona State,Pac-12,Bobby Hurley,A,Oregon State,Pac-12,Wayne Tinkle,L,79,80,28,56,5,21,18,23,6,23,22,6,0,4,23,25,54,9,21,21,27,12,30,19,1,1,11,21
2021-01-21,Arizona State,Pac-12,Bobby Hurley,H,Arizona,Pac-12,Sean Miller,L,82,84,25,54,11,21,21,29,6,27,16,8,6,16,16,29,61,11,20,15,17,7,33,17,6,5,13,23
2021-01-25,Arizona State,Pac-12,Bobby Hurley,A,Arizona,Pac-12,Sean Miller,L,67,80,25,69,8,31,9,11,8,27,11,3,5,12,29,23,43,2,6,32,43,3,36,13,10,7,16,15
2021-01-28,Arizona State,Pac-12,Bobby Hurley,H,California,Pac-12,Mark Fox,W,72,68,28,56,3,14,13,20,5,28,14,8,7,10,16,24,61,7,24,13,18,12,40,14,2,1,14,17
2021-01-30,Arizona State,Pac-12,Bobby Hurley,H,Stanford,Pac-12,Jerod Haase,W,79,75,29,58,6,19,15,17,5,21,15,12,2,14,23,21,47,2,15,31,34,8,31,9,8,2,18,17
2021-01-04,Boston University,Patriot,Joe Jones,A,Holy Cross,Patriot,Brett Nelson,W,83,76,32,59,7,18,12,20,8,36,12,10,5,19,20,31,67,6,15,8,20,12,29,12,11,4,15,22
2021-01-05,Boston University,Patriot,Joe Jones,H,Holy Cross,Patriot,Brett Nelson,L,66,68,24,65,7,26,11,15,13,40,10,1,3,10,13,27,59,6,18,8,14,7,32,10,6,5,6,14
2021-01-09,Boston University,Patriot,Joe Jones,H,Colgate,Patriot,Matt Langel,L,79,86,30,68,7,26,12,17,13,38,8,2,2,12,22,29,60,10,27,18,26,5,30,13,6,0,4,19
2021-01-10,Boston University,Patriot,Joe Jones,H,Colgate,Patriot,Matt Langel,L,45,89,15,60,1,29,14,16,7,26,1,6,1,11,19,32,58,8,18,17,22,9,38,10,7,2,10,16
2021-01-16,Boston University,Patriot,Joe Jones,H,Army,Patriot,Jimmy Allen,L,59,79,20,53,12,32,7,8,7,29,13,2,2,18,18,32,62,6,19,9,17,6,31,14,9,1,9,15
2021-01-17,Boston University,Patriot,Joe Jones,H,Army,Patriot,Jimmy Allen,L,65,76,24,53,6,20,11,14,10,29,13,8,1,17,17,29,54,11,28,7,13,9,27,18,9,0,15,20
2021-01-23,Boston University,Patriot,Joe Jones,A,Lafayette,Patriot,Fran O'Hanlon,W,81,76,29,60,10,22,13,17,12,35,16,6,4,12,15,29,62,6,19,12,14,11,29,18,8,4,11,14
2021-01-24,Boston University,Patriot,Joe Jones,A,Lafayette,Patriot,Fran O'Hanlon,W,64,61,20,58,4,23,20,30,10,44,9,3,4,7,19,21,62,4,26,15,20,8,39,10,2,8,6,21
2020-11-25,Ball State,MAC,James Whitford,A,Northern Kentucky,Horizon,Darrin Horn,L,73,74,28,64,6,23,11,21,13,35,11,7,4,9,21,27,65,8,28,12,23,17,38,16,5,0,9,20
2020-12-02,Ball State,MAC,James Whitford,A,Michigan,Big Ten,Juwan Howard,L,65,84,24,61,7,20,10,16,7,26,7,5,1,13,18,33,59,4,15,14,19,9,40,12,4,4,12,18
2020-12-05,Ball State,MAC,James Whitford,H,UIC,Horizon,Luke Yaklich,W,68,66,20,52,2,18,26,34,8,35,9,5,2,10,17,23,54,5,18,15,21,5,32,9,2,2,13,27
2020-12-08,Ball State,MAC,James Whitford,A,Northern Illinois,MAC,Lamar Chapman,W,79,70,22,54,10,29,25,39,10,32,13,4,1,9,22,25,60,5,19,15,21,12,33,10,3,1,13,28
2020-12-12,Ball State,MAC,James Whitford,H,Illinois State,MVC,Dan Muller,W,82,66,30,65,9,28,13,20,8,38,16,10,1,12,13,28,65,9,25,1,5,8,39,11,6,3,19,21
2020-12-19,Ball State,MAC,James Whitford,A,Indiana State,MVC,Greg Lansing,L,57,67,21,58,5,20,10,16,8,35,6,9,5,18,22,21,55,4,18,21,28,7,35,11,9,2,19,17
2020-12-22,Ball State,MAC,James Whitford,A,Western Michigan,MAC,Clayton Bates,W,76,68,29,56,9,20,9,12,6,29,14,9,4,13,19,23,52,6,19,16,21,8,29,9,6,2,16,14
